from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
Turning Point Therapeutics Inc (TP Therapeutics Inc (TP) prior to 11/2018) (Listed 04/2019),2589033,Amkey Ventures LLC,2402520,Doctor George Lee,1664949,Director -  SD (Brd) (SD),,,MD/General Partner (Non-Brd),,
SMARTFINANCIAL INC,2381322,Park Grill,2402522,Geoff Wolpert,1664900,Independent Director (Brd) (SD),2015-12-21,,Owner (Non-Brd),1995-01-01,
Insignia Bank,2025572,Church of Saints Peter & Paul,2402523,Cliff Walters III,1664505,Director -  SD (Brd) (SD),,,Member,,
LumaSense Technologies Inc,1215587,CSC Capital Ltd,2402525,Seth Murdoch,1910910,Corporate Controller (Non-Brd),2014-06-01,2018-09-04,Chief Restructuring Officer (Non-Brd),2015-01-01,
LumaSense Technologies Inc,1215587,CSC Capital Ltd,2402525,Seth Murdoch,1910910,Corporate Controller (Non-Brd),2014-06-01,2018-09-04,CFO/Chief Restructuring Officer (Non-Brd),2003-03-01,2015-01-01
Health Integrated Inc,633237,Action Fighter Media,2402526,Robert Tapales,763764,Associate VP (Non-Brd),2017-05-01,,Journalist (Non-Brd),2008-10-01,
Health Integrated Inc,633237,Action Fighter Media,2402526,Robert Tapales,763764,Director - Ops (Non-Brd),2015-02-01,2017-05-01,Journalist (Non-Brd),2008-10-01,
ZION OIL & GAS INC,1010508,Christian Commerce Corp,2402527,Ralph DeVore,1665268,Secretary/Treasurer (Non-Brd),2001-06-01,2002-02-01,President,,
ZION OIL & GAS INC,1010508,Christian Commerce Corp,2402527,Ralph DeVore,1665268,Independent Director (Brd) (SD),2018-04-16,2018-06-07,President,,
ZION OIL & GAS INC,1010508,Christian Commerce Corp,2402527,Ralph DeVore,1665268,Independent Director (Brd) (SD),2016-02-01,2018-01-15,President,,
Apexigen Inc (Formerly known as Apex Biotherapeutics Inc),2199844,PharmTak Inc,2402529,Doctor George Lee,1664949,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Turning Point Therapeutics Inc (TP Therapeutics Inc (TP) prior to 11/2018) (Listed 04/2019),2589033,PharmTak Inc,2402529,Doctor George Lee,1664949,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Apexigen Inc (Formerly known as Apex Biotherapeutics Inc),2199844,PharmTak Inc,2402529,Doctor George Lee,1664949,Director -  SD (Brd) (SD),,,Chairman (Brd) (SD),2009-05-01,2017-01-01
Turning Point Therapeutics Inc (TP Therapeutics Inc (TP) prior to 11/2018) (Listed 04/2019),2589033,PharmTak Inc,2402529,Doctor George Lee,1664949,Director -  SD (Brd) (SD),,,Chairman (Brd) (SD),2009-05-01,2017-01-01
RIVERNORTH OPPORTUNITIES FUND INC,2384798,Rivernorth Securities LLC,2402530,Patrick Galley,1664523,Co-Portfolio Manager (Brd) (ED),2015-12-24,,Manager (Non-Brd),2010-01-01,
SMARTFINANCIAL INC,2381322,Peddler Steakhouse (The),2402531,Geoff Wolpert,1664900,Independent Director (Brd) (SD),2015-12-21,,General Manager (Non-Brd),1979-01-01,
RIVERNORTH OPPORTUNITIES FUND INC,2384798,River North Holding Company LLC,2402532,Patrick Galley,1664523,Co-Portfolio Manager (Brd) (ED),2015-12-24,,Director -  SD (Brd) (SD),,
Snell & Wilmer LLP,421823,Glen L Rudd Foundation,2402534,Ken Ashton,1664208,Partner (Non-Brd),2012-01-01,,Committee Member,,
Snell & Wilmer LLP,421823,Arizona Democratic Party,2402548,Don Bivens,1664227,Partner (Non-Brd),2006-01-01,,Chairman,,
Snell & Wilmer LLP,421823,Arizona Democratic Party,2402548,Adam Lang,1794879,Partner (Non-Brd),2011-01-04,,Council Member,,
ZION OIL & GAS INC,1010508,Hal Lindsey Media Ministries,2402560,Ralph DeVore,1665268,Independent Director (Brd) (SD),2018-04-16,2018-06-07,Director -  SD,,
ZION OIL & GAS INC,1010508,Hal Lindsey Media Ministries,2402560,Ralph DeVore,1665268,Independent Director (Brd) (SD),2016-02-01,2018-01-15,Director -  SD,,
Snell & Wilmer LLP,421823,Nana's Children Mental Health Foundation Inc,2402568,John Baird II,1664222,Partner (Non-Brd),1999-01-01,2017-01-01,Director -  SD,,
TA Associates Management LP (Formerly known as TA Associates LP),1885227,Affiliated Media Inc,2402570,Mike Wilson,751890,Vice President (Non-Brd),1994-01-01,2005-01-01,Vice President (Non-Brd),1994-01-01,
EvoNexus (Formerly known as CommNexus San Diego),850882,LUMA Institute,2402589,Vidya Dinamani,1357449,Committee Member,,,Senior Program Director (Non-Brd),2017-06-01,
Tapjoy Inc (Offerpal Media prior to 10/2010),1240953,CookEatShare,2402593,Mihir Shah,1338781,Chief Revenue Officer (Non-Brd),2010-01-01,2010-09-01,Founder (Non-Brd),2007-09-01,2010-09-01
Tapjoy Inc (Offerpal Media prior to 10/2010),1240953,CookEatShare,2402593,Mihir Shah,1338781,President/CEO (Brd) (ED),2010-09-03,2012-11-27,Founder (Non-Brd),2007-09-01,2010-09-01
Inflection LLC (Formerly known as People Search Media LLC),1450870,CookEatShare,2402593,John Spottiswood,1250277,Executive VP - Business Development (Non-Brd),2007-09-01,2014-10-01,Chef (Non-Brd),2007-10-01,
LENDINGCLUB CORP,2176262,CookEatShare,2402593,John Spottiswood,1250277,Division VP - Business Development (Non-Brd),2015-12-01,,Chef (Non-Brd),2007-10-01,
