from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
AURICO METALS INC (Alamos Gold Inc prior to 07/2015) (De-listed 01/2018),746055,CASTLE GOLD CORP (De-listed 02/2010),1076563,John van de Beuken,731751,Independent Director (Brd) (SD),2008-05-15,2010-06-02,Consultant (Non-Brd),2009-01-01,2009-01-01
QUADRA FNX MINING LTD (Quadra Mining Ltd prior to 05/2010) (De-listed 03/2012),639170,CASTLE GOLD CORP (De-listed 02/2010),1076563,Mark Selby,652335,Vice President - Planning (Non-Brd),2008-08-01,2010-01-01,Independent Director (Brd) (SD),2009-04-30,2010-02-24
ARGONAUT GOLD INC (Argonaut Gold Ltd prior to 10/2010),1635252,CASTLE GOLD CORP (De-listed 02/2010),1076563,Federico Alvarez,1364087,Vice President - Ops (Non-Brd),2010-02-01,2011-01-01,Vice President - Ops (Non-Brd),2008-04-24,2010-02-24
MINERA ALAMOS INC (Virgin Metals Inc prior to 05/2014),932165,CASTLE GOLD CORP (De-listed 02/2010),1076563,Darren Koningen,1364070,Vice President - Technical Services (Brd) (ED),2009-07-01,2015-05-27,Vice President - Project Development (Non-Brd),2008-04-24,2009-12-01
EVERTON RESOURCES INC (3Net Media Corp prior to 09/2002),807958,CASTLE GOLD CORP (De-listed 02/2010),1076563,John Paterson,1278636,Independent Director (Brd) (SD),2004-05-01,2013-05-27,Director -  SD (Brd) (SD),,
NWM MINING CORP (Columbia Metals Corporation Ltd prior to 07/2008) (De-listed 10/2015),1214922,CASTLE GOLD CORP (De-listed 02/2010),1076563,John Paterson,1278636,Independent Director (Brd) (SD),2014-01-01,2015-10-05,Director -  SD (Brd) (SD),,
NWM MINING CORP (Columbia Metals Corporation Ltd prior to 07/2008) (De-listed 10/2015),1214922,CASTLE GOLD CORP (De-listed 02/2010),1076563,John Paterson,1278636,Independent Director (Brd) (SD),2007-05-01,2011-01-01,Director -  SD (Brd) (SD),,
ANACONDA MINING INC,1587057,CASTLE GOLD CORP (De-listed 02/2010),1076563,Thomas Atkins,444085,Manager - Business Development (Non-Brd),2009-01-01,2012-01-01,President/CEO (Brd) (ED),2008-05-01,2009-10-30
KINROSS GOLD CORP,17958,CASTLE GOLD CORP (De-listed 02/2010),1076563,Michael Farrant,445157,VP/Treasurer (Non-Brd),2005-06-02,2006-07-01,CFO (Non-Brd),2006-06-01,2007-11-01
ENDEAVOUR SILVER CORP (Endeavour Gold Corp prior to 09/2004),825295,CASTLE GOLD CORP (De-listed 02/2010),1076563,Len Harris,371865,Independent Director (Brd) (SD),2003-07-24,2012-05-23,Director -  SD (Brd) (SD),,
