from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
CRANE CO,8113,San Antonio Area Foundation,270752,General Don Cook,344021,Independent Director (Brd) (SD),2005-08-02,,Director -  SD,,
LOCKHEED MARTIN CORP,19048,San Antonio Area Foundation,270752,General Don Cook,344021,Consultant (Non-Brd),,,Director -  SD,,
BURLINGTON NORTHERN SANTA FE CORP (De-listed 02/2010),5337,San Antonio Area Foundation,270752,General Don Cook,344021,Independent Director (Brd) (SD),2005-09-15,2010-02-12,Director -  SD,,
Federal Reserve Bank of Dallas,77790,San Antonio Area Foundation,270752,Doctor Gurvinder Singh,545421,Advisory Council Member (Non-Brd),2011-01-01,,Vice Chairman,,
JPMORGAN CHASE & CO,17528,San Antonio Area Foundation,270752,Elaine Mendoza,766798,Director -  SD (Brd) (SD),,,Director -  SD,,
BANK OF AMERICA CORP,4504,San Antonio Area Foundation,270752,Nikki Salzillo,1471820,Market President (Non-Brd),2013-06-28,,Committee Member,,
Credit Human Federal Credit Union (San Antonio Federal Credit Union prior to 2016),1240051,San Antonio Area Foundation,270752,Brigadier General Sue Turner,1486121,Director -  SD (Brd) (SD),,,Director -  SD,,
Credit Human Federal Credit Union (San Antonio Federal Credit Union prior to 2016),1240051,San Antonio Area Foundation,270752,Brigadier General Sue Turner,1486121,Vice Chairman (Brd) (SD),2001-01-01,2003-01-01,Director -  SD,,
Credit Human Federal Credit Union (San Antonio Federal Credit Union prior to 2016),1240051,San Antonio Area Foundation,270752,Brigadier General Sue Turner,1486121,Vice Chairman (Brd) (SD),2014-06-01,2018-01-01,Director -  SD,,
Credit Human Federal Credit Union (San Antonio Federal Credit Union prior to 2016),1240051,San Antonio Area Foundation,270752,Brigadier General Sue Turner,1486121,Vice Chairman (Brd) (SD),2019-01-01,,Director -  SD,,
Northwestern Mutual Life Insurance Company,791010,San Antonio Area Foundation,270752,Roberto Espinosa,1687744,Financial Advisor (Non-Brd),2004-10-01,,Member,,
Aligned Telehealth Inc,2628517,San Antonio Area Foundation,270752,Bonnie Munroe,1874790,Vice President - Ops (Non-Brd),2014-08-01,2019-01-01,Committee Member,,
Aligned Telehealth Inc,2628517,San Antonio Area Foundation,270752,Bonnie Munroe,1874790,Senior VP - Ops (Non-Brd),2019-01-01,,Committee Member,,
Norton Rose Fulbright US LLP,2224784,San Antonio Area Foundation,270752,Katherine Tapley,1848118,Lawyer (Non-Brd),2007-09-01,2017-01-01,Director -  SD,,
EBAY INC,9989,San Antonio Area Foundation,270752,Dick Schlosberg III,58366,Independent Director (Brd) (SD),2004-03-19,2015-05-01,Director -  SD,,
EDISON INTERNATIONAL,10130,San Antonio Area Foundation,270752,Dick Schlosberg III,58366,Independent Director (Brd) (SD),2014-04-01,2017-04-27,Director -  SD,,
EDISON INTERNATIONAL,10130,San Antonio Area Foundation,270752,Dick Schlosberg III,58366,Independent Director (Brd) (SD),2002-05-14,2010-04-01,Director -  SD,,
