from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
Federal Home Loan Mortgage Corp (Freddie Mac),1652009,PHH CORP (De-listed 10/2018),37820,Marty Foster,1537536,Advisory Board Member (Non-Brd),,,Senior VP (Non-Brd),2014-01-01,2017-02-21
Federal National Mortgage Association (Fannie Mae),1652020,PHH CORP (De-listed 10/2018),37820,Marty Foster,1537536,Committee Member,,,Senior VP (Non-Brd),2014-01-01,2017-02-21
ELEMENT FLEET MANAGEMENT CORP (Element Financial Corp prior to 10/2016),1746050,PHH CORP (De-listed 10/2018),37820,Jim Halliday,1398582,Division President/Division CEO (Non-Brd),2014-07-01,2015-08-31,Division President (Non-Brd),2014-02-19,2015-08-01
ELEMENT FLEET MANAGEMENT CORP (Element Financial Corp prior to 10/2016),1746050,PHH CORP (De-listed 10/2018),37820,Jim Halliday,1398582,Division President/Division CEO (Non-Brd),2016-10-03,2018-10-01,Division President (Non-Brd),2009-05-01,2012-12-01
ELEMENT FLEET MANAGEMENT CORP (Element Financial Corp prior to 10/2016),1746050,PHH CORP (De-listed 10/2018),37820,Jim Halliday,1398582,Division President/Division CEO (Non-Brd),2014-07-01,2015-08-31,Division President (Non-Brd),2009-05-01,2012-12-01
ELEMENT FLEET MANAGEMENT CORP (Element Financial Corp prior to 10/2016),1746050,PHH CORP (De-listed 10/2018),37820,Jim Halliday,1398582,Division President/Division CEO (Non-Brd),2016-10-03,2018-10-01,Division President (Non-Brd),2014-02-19,2015-08-01
DIME COMMUNITY BANCSHARES INC,9295,PHH CORP (De-listed 10/2018),37820,Kevin Stein,1634590,Independent Director (Brd) (SD),2017-12-20,,Independent Director (Brd) (SD),2017-06-28,2018-10-04
FIFTH THIRD BANCORP,324,PHH CORP (De-listed 10/2018),37820,Ed Robinson,1743814,Senior VP/Head (Non-Brd),2016-07-07,2018-10-01,Senior VP - Ops (Non-Brd),2014-08-01,2016-07-01
DYNEX CAPITAL INC,9834,PHH CORP (De-listed 10/2018),37820,Smriti Popenoe,1085066,Consultant (Non-Brd),2013-05-01,2014-01-01,Executive VP/Chief Risk Officer (Non-Brd),2010-09-13,2013-01-01
HANOVER INSURANCE GROUP INC (Allmerica Financial prior to 12/2005),1520,PHH CORP (De-listed 10/2018),37820,Jane Carlin,1263399,Independent Director (Brd) (SD),2016-12-05,,Independent Director (Brd) (SD),2012-09-27,2018-10-04
ASTORIA FINANCIAL CORP (De-listed 10/2017),2849,PHH CORP,37820,Jane Carlin,1263399,Independent Director (Brd) (SD),2014-01-29,2015-02-10,Independent Director (Brd) (SD),2012-09-27,2018-10-04
SITEL CORP (De-listed 01/2007),28148,PHH CORP (De-listed 10/2018),37820,Nan Kreamer,745044,VP/Treasurer (Non-Brd),1998-05-01,2000-12-01,VP/Corporate Controller (Non-Brd),1988-01-01,1998-01-01
MATTHEWS INTERNATIONAL CORP,19823,PHH CORP (De-listed 10/2018),37820,Curt James,760133,IT Manager  (Non-Brd),,,Vice President - Corporate Finance (Non-Brd),2010-01-01,2014-01-01
FAT BRANDS INC,2717248,PHH CORP (De-listed 10/2018),37820,James Neuhauser,542526,Independent Director (Brd) (SD),2017-10-23,,Independent Director (Brd) (SD),2017-06-28,2018-10-04
FBR & CO (FBR Capital Markets Corp prior to 06/2011) (De-listed 06/2017),922284,PHH CORP (De-listed 10/2018),37820,James Neuhauser,542526,Consultant (Non-Brd),2016-11-01,2017-06-01,Observer (Non-Brd),2017-04-28,2017-06-28
HEIDRICK & STRUGGLES INTERNATIONAL INC,14571,PHH CORP (De-listed 10/2018),37820,Francis van Kirk,480614,Partner (Non-Brd),2005-11-01,2014-01-01,Independent Director (Brd) (SD),2005-07-01,2009-03-30
AVIS BUDGET GROUP INC (Cendant Corp prior to 08/2006),6237,PHH CORP (De-listed 10/2018),37820,Mark Johnson,480628,Assistant Treasurer (Non-Brd),1997-05-01,2003-05-01,Various Positions (Non-Brd),1994-09-01,1997-01-01
FEDERAL NATIONAL MORTGAGE ASSOCIATION (FANNIE MAE) (De-listed 07/2010),11648,PHH CORP (De-listed 10/2018),37820,Terry Edwards,480605,Executive VP (Non-Brd),2009-09-16,2010-07-08,Advisor (Non-Brd),2009-06-17,2009-12-31
BANK OF NEW YORK MELLON CORP (THE),945834,PHH CORP (De-listed 10/2018),37820,Todd Gibbons,485451,Vice Chairman/CFO (Non-Brd),2010-09-22,2018-01-01,Independent Director (Brd) (SD),2011-07-01,2017-06-28
UNDER ARMOUR INC,786736,PHH CORP (De-listed 10/2018),37820,Buzzy Krongard,480603,Lead Independent Director (Brd) (SD),2006-05-31,,Independent Chairman (Brd) (SD),2005-01-31,2009-06-12
UNDER ARMOUR INC,786736,PHH CORP (De-listed 10/2018),37820,Buzzy Krongard,480603,Independent Director (Brd) (SD),2005-07-01,2006-05-31,Independent Chairman (Brd) (SD),2005-01-31,2009-06-12
Academi LLC (Xe Services LLC prior to 12/2011),1498282,PHH CORP,37820,Buzzy Krongard,480603,Advisory Board Member (Non-Brd),,2007-01-01,Independent Chairman (Brd) (SD),2005-01-31,2009-06-12
LORILLARD INC (De-listed 06/2015),39594,PHH CORP,37820,Chip Whitford Jr,449774,Associate General Counsel/Assistant Secretary (Non-Brd),2008-09-01,2015-06-12,VP/Assistant Secretary (Non-Brd),2005-04-05,2009-01-01
AVIS BUDGET GROUP INC (Cendant Corp prior to 08/2006),6237,PHH CORP (De-listed 10/2018),37820,David Wyshner,498378,Executive VP/Treasurer (Non-Brd),2005-07-01,2006-08-23,CFO/Treasurer (Non-Brd),2003-09-30,2005-02-01
AVIS BUDGET GROUP INC (Cendant Corp prior to 08/2006),6237,PHH CORP (De-listed 10/2018),37820,David Wyshner,498378,Executive VP/Treasurer (Non-Brd),2004-01-01,2005-07-01,CFO/Treasurer (Non-Brd),2003-09-30,2005-02-01
AVIS BUDGET GROUP INC (Cendant Corp prior to 08/2006),6237,PHH CORP (De-listed 10/2018),37820,David Wyshner,498378,Various Positions (Non-Brd),1999-01-01,2004-01-01,CFO/Treasurer (Non-Brd),2003-09-30,2005-02-01
BRINK'S HOME SECURITY HOLDINGS INC (De-listed 05/2010),1227790,PHH CORP (De-listed 10/2018),37820,Carroll Wetzel Jr,323632,Director -  SD (Brd) (SD),,,Independent Director (Brd) (SD),2010-01-01,2018-10-04
EXIDE TECHNOLOGIES (Formerly known as Exide Corp) (De-listed 06/2013),54725,PHH CORP (De-listed 10/2018),37820,Carroll Wetzel Jr,323632,Independent Director (Brd) (SD),2005-08-30,2013-06-24,Independent Director (Brd) (SD),2010-01-01,2018-10-04
Exide Technologies,2242148,PHH CORP (De-listed 10/2018),37820,Carroll Wetzel Jr,323632,Independent Director (Brd) (SD),2013-06-24,2015-04-30,Independent Director (Brd) (SD),2010-01-01,2018-10-04
BRANDYWINE REALTY TRUST,5006,PHH CORP (De-listed 10/2018),37820,Charlie Pizzi,337993,Independent Trustee (Brd) (SD),1996-08-22,,Independent Director (Brd) (SD),2012-01-26,2018-10-04
PENNSYLVANIA REAL ESTATE INVESTMENT TRUST (PREIT),24093,PHH CORP (De-listed 10/2018),37820,Charlie Pizzi,337993,Independent Trustee (Brd) (SD),2013-05-29,2018-05-31,Independent Director (Brd) (SD),2012-01-26,2018-10-04
PENNSYLVANIA REAL ESTATE INVESTMENT TRUST (PREIT),24093,PHH CORP (De-listed 10/2018),37820,Charlie Pizzi,337993,Lead Independent Trustee (Brd) (SD),2018-05-31,,Independent Director (Brd) (SD),2012-01-26,2018-10-04
FS Energy and Power Fund,1750290,PHH CORP (De-listed 10/2018),37820,Charlie Pizzi,337993,Independent Trustee (Brd) (SD),2012-01-11,,Independent Director (Brd) (SD),2012-01-26,2018-10-04
AVIS BUDGET GROUP INC (Cendant Corp prior to 08/2006),6237,PHH CORP (De-listed 10/2018),37820,Duncan Cocroft,346232,Executive VP/Treasurer (Non-Brd),1999-06-01,2001-01-05,Executive VP/CFO (Non-Brd),1999-08-23,2003-01-01
AVIS BUDGET GROUP INC (Cendant Corp prior to 08/2006),6237,PHH CORP (De-listed 10/2018),37820,Duncan Cocroft,346232,Executive VP/Treasurer (Non-Brd),2001-03-01,2003-01-01,Executive VP/CFO (Non-Brd),1999-08-23,2003-01-01
AVIS BUDGET GROUP INC (Cendant Corp prior to 08/2006),6237,PHH CORP (De-listed 10/2018),37820,Duncan Cocroft,346232,Executive VP/Treasurer (Non-Brd),2001-01-05,2001-03-01,Executive VP/CFO (Non-Brd),1999-08-23,2003-01-01
RTW RETAILWINDS INC (New York & Company Inc prior to 11/2018),731286,PHH CORP (De-listed 10/2018),37820,Jim Egan,200434,Independent Director (Brd) (SD),2012-03-13,,Independent Chairman (Brd) (SD),2009-06-17,2018-10-04
GRAFTECH INTERNATIONAL LTD (Ucar International prior to 05/2002) (De-listed 08/2015),31601,PHH CORP,37820,Jim Egan,200434,Director -  SD (Brd) (SD),,,Independent Chairman (Brd) (SD),2009-06-17,2018-10-04
