from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
GRIFFON CORP,13915,Wynn Resorts SA,787058,Ron Kramer,70997,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
GOLDEN ENTERTAINMENT INC (Lakes Entertainment Inc prior to 07/2015),18381,Wynn Resorts SA,787058,Ron Kramer,70997,Independent Director (Brd) (SD),1998-06-01,2006-04-19,Director -  SD (Brd) (SD),,
MONSTER WORLDWIDE INC (TMP Worldwide prior to 05/2003) (De-listed 11/2016),30816,Wynn Resorts SA,787058,Ron Kramer,70997,Independent Director (Brd) (SD),2000-02-01,2007-05-30,Director -  SD (Brd) (SD),,
MONSTER WORLDWIDE INC (TMP Worldwide prior to 05/2003) (De-listed 11/2016),30816,Wynn Resorts SA,787058,Ron Kramer,70997,Lead Independent Director (Brd) (SD),2007-05-30,2009-12-27,Director -  SD (Brd) (SD),,
WYNN RESORTS LTD,136226,Wynn Resorts SA,787058,Ron Kramer,70997,President (Brd) (ED),2008-03-17,2008-03-31,Director -  SD (Brd) (SD),,
WYNN RESORTS LTD,136226,Wynn Resorts SA,787058,Ron Kramer,70997,President (Brd) (ED),2002-10-01,2008-03-17,Director -  SD (Brd) (SD),,
SAPPHIRE INDUSTRIALS CORP (De-listed 01/2010),1042603,Wynn Resorts SA,787058,Ron Kramer,70997,Independent Director (Brd) (SD),2008-01-18,2010-01-19,Director -  SD (Brd) (SD),,
GRIFFON CORP,13915,Wynn Resorts SA,787058,Ron Kramer,70997,Vice Chairman (Brd) (SD),2003-11-01,2008-04-01,Director -  SD (Brd) (SD),,
CREDIT SUISSE ASSET MANAGEMENT INCOME FUND,8201,Credit Suisse Mid Cap Growth Fund Inc,787059,Professor Doctor Enrique Arzac,183323,Independent Chairman (Brd) (SD),2005-12-06,2012-01-01,Independent Director (Brd) (SD),2005-01-01,
CREDIT SUISSE ASSET MANAGEMENT INCOME FUND,8201,Credit Suisse Mid Cap Growth Fund Inc,787059,Professor Doctor Enrique Arzac,183323,Independent Director (Brd) (SD),2012-01-01,2017-02-28,Independent Director (Brd) (SD),2005-01-01,
EPOCH HOLDING CORP (De-listed 03/2013),821080,Credit Suisse Mid Cap Growth Fund Inc,787059,Professor Doctor Enrique Arzac,183323,Independent Director (Brd) (SD),2006-08-07,2013-03-27,Independent Director (Brd) (SD),2005-01-01,
CREDIT SUISSE ASSET MANAGEMENT INCOME FUND,8201,Credit Suisse Mid Cap Growth Fund Inc,787059,Professor Doctor Enrique Arzac,183323,Independent Director (Brd) (SD),1990-01-01,2005-12-06,Independent Director (Brd) (SD),2005-01-01,
CREDIT SUISSE HIGH YIELD BOND FUND (DLJ High Yield Bond Fund prior to 06/2001),8174,Credit Suisse Mid Cap Growth Fund Inc,787059,Professor Doctor Enrique Arzac,183323,Independent Trustee (Brd) (SD),2001-01-01,2005-01-01,Independent Director (Brd) (SD),2005-01-01,
CREDIT SUISSE HIGH YIELD BOND FUND (DLJ High Yield Bond Fund prior to 06/2001),8174,Credit Suisse Mid Cap Growth Fund Inc,787059,Professor Doctor Enrique Arzac,183323,Independent Trustee (Brd) (SD),2012-01-01,2017-02-28,Independent Director (Brd) (SD),2005-01-01,
ADAMS DIVERSIFIED EQUITY FUND INC (Adams Diversified Equity Fund prior to 04/2015),749,Credit Suisse Mid Cap Growth Fund Inc,787059,Professor Doctor Enrique Arzac,183323,Independent Director (Brd) (SD),1983-01-01,,Independent Director (Brd) (SD),2005-01-01,
CREDIT SUISSE HIGH YIELD BOND FUND (DLJ High Yield Bond Fund prior to 06/2001),8174,Credit Suisse Mid Cap Growth Fund Inc,787059,Professor Doctor Enrique Arzac,183323,Independent Chairman (Brd) (SD),2005-01-01,2012-01-01,Independent Director (Brd) (SD),2005-01-01,
ADAMS NATURAL RESOURCES FUND INC (Adams Natural Resources Fund prior to 04/2015),24265,Credit Suisse Mid Cap Growth Fund Inc,787059,Professor Doctor Enrique Arzac,183323,Independent Director (Brd) (SD),1987-01-01,,Independent Director (Brd) (SD),2005-01-01,
WAINWRIGHT BANK & TRUST CO (De-listed 11/2010),33023,Blackstone Exchange LLC,787060,Ranne Warner,452852,Independent Director (Brd) (SD),1987-01-01,2010-11-18,President/CEO (Brd) (ED),2001-01-01,
