from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
Jim Pattison Group Inc,142481,Institute of Chartered Accountants of India (ICAI),125427,Ryan Barrington-Foote,1260431,,,,,,
Sourcepoint Inc (Sourcepoint Solutions) (ISGN Solutions Inc prior to 02/2019),1809813,Institute of Chartered Accountants of India (ICAI),125427,Shailendra Gupta,1260251,CFO (Non-Brd),2011-10-01,2014-01-01,Member,,
LGL GROUP INC (Lynch Corp prior to 06/2006),19311,Institute of Chartered Accountants of India (ICAI),125427,Manjit Kalha,1121159,Independent Director (Brd) (SD),2011-06-28,,Fellow,,
Brightstar Corp,603320,Institute of Chartered Accountants of India (ICAI),125427,Rohit Gupta,1116361,Regional CFO (Non-Brd),2017-03-01,2018-03-01,Member,,
Kohlberg Kravis Roberts & Co LP (KKR),69867,Institute of Chartered Accountants of India (ICAI),125427,Dhiren Mehta,1124492,Director - Capital Markets (Non-Brd),2011-08-01,2016-10-01,Member,,
Pyramid Consulting Inc,1476855,Institute of Chartered Accountants of India (ICAI),125427,Radha Sabhapathy,1129505,CFO (Non-Brd),2014-01-01,,Member,,
Pyramid Consulting Inc,1476855,Institute of Chartered Accountants of India (ICAI),125427,Radha Sabhapathy,1129505,Vice President - Finance (Non-Brd),2010-01-01,2014-01-01,Member,,
CITIGROUP INC,6930,Institute of Chartered Accountants of India (ICAI),125427,Dilip Maloo,1130683,,,,,,
CITIGROUP INC,6930,Institute of Chartered Accountants of India (ICAI),125427,Anil Nagu,1128771,Regional Manager (Non-Brd),1999-04-01,2002-01-01,Member,,
EROS INTERNATIONAL PLC,867711,Institute of Chartered Accountants of India (ICAI),125427,Kamal Jain,1091584,Regional CFO (Non-Brd),2010-05-03,2014-11-28,Member,,
CISCO SYSTEMS INC,6908,Institute of Chartered Accountants of India (ICAI),125427,Partha Parthasarathy,1092090,Advisor (Non-Brd),,,Fellow,,
GlobalLogic Inc (Induslogic Inc prior to 04/2006),1014750,Institute of Chartered Accountants of India (ICAI),125427,Ankur Verma,1095722,Assistant VP (Non-Brd),2010-02-01,2013-05-01,Associate Member,,
INTUIT INC,16626,Institute of Chartered Accountants of India (ICAI),125427,Shri Kamlesh Vikamsey,1255346,Advisor (Non-Brd),,,Member,,
SELECTIVE INSURANCE GROUP INC,27549,Institute of Chartered Accountants of India (ICAI),125427,Sarita Chakravarthi,1203671,Senior VP/Assistant Treasurer (Non-Brd),2012-05-16,,Associate,,
MICROS SYSTEMS INC (De-listed 09/2014),20597,Institute of Chartered Accountants of India (ICAI),125427,Anand Rao,1136788,Council Member (Non-Brd),,2014-09-08,Fellow,,
DELL INC (Dell Computer Corp prior to 07/2003) (De-listed 10/2013),8931,Institute of Chartered Accountants of India (ICAI),125427,Karandeep Singh,1010310,Director - Finance (Non-Brd),2006-07-01,2007-11-01,Member,,
SAPIENT CORP (De-listed 02/2015),27073,Institute of Chartered Accountants of India (ICAI),125427,Karandeep Singh,1010310,Regional MD (Non-Brd),2007-01-01,2011-01-01,Member,,
YUM! BRANDS INC (Tricon Global Restaurants Inc prior to 05/2002),77014,Institute of Chartered Accountants of India (ICAI),125427,Karandeep Singh,1010310,Finance Manager (Non-Brd),1995-05-01,2000-01-01,Member,,
Mu Sigma Inc,1091505,Institute of Chartered Accountants of India (ICAI),125427,Jayesh Sanghrajka,1053342,Vice President - Finance (Non-Brd),2012-03-01,2012-12-01,Member,,
