from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
Irell & Manella LLP,566550,"University of California, Irvine School of Law",2060843,Ellingson Greene,1632160,Partner (Non-Brd),1991-01-01,2016-01-01,Member,,
Irell & Manella LLP,566550,"University of California, Irvine School of Law",2060843,Ellingson Greene,1632160,Partner (Brd) (ED),1991-01-01,2016-01-01,Member,,
Knobbe Martens Olson & Bear LLP,665172,"University of California, Irvine School of Law",2060843,Nataups Nataupsky,1635240,Managing Partner (Brd) (ED),2006-01-01,,Adjunct Professor (Non-Brd),,
ACACIA RESEARCH CORP,553,"University of California, Irvine School of Law",2060843,Harnik Shukla,2197927,,,,,,
Knobbe Martens Olson & Bear LLP,665172,"University of California, Irvine School of Law",2060843,Harnik Shukla,2197927,,,,,,
Sheppard Mullin Richter & Hampton LLP,482823,"University of California, Irvine School of Law",2060843,Seong Kim,1893926,Partner (Non-Brd),2016-05-01,,Adjunct Professor (Non-Brd),,
Snell & Wilmer LLP,421823,"University of California, Irvine School of Law",2060843,Colin Higgins,2105743,Partner (Non-Brd),2009-12-01,,Attorney (Non-Brd),2012-01-01,
Wilson Sonsini Goodrich & Rosati PC,564292,"University of California, Irvine School of Law",2060843,Ariela Tannenbaum,2109456,CFO (Non-Brd),2018-10-01,,Advisory Board Member,,
Kilpatrick Townsend & Stockton LLP (Kilpatrick Stockton LLP prior to 01/2011),374167,"University of California, Irvine School of Law",2060843,Doctor Jennifer Giordano-Coltart,2015488,Partner (Non-Brd),2018-01-01,,President,,
I2 TECHNOLOGIES INC (De-listed 01/2010),15354,"University of California, Irvine School of Law",2060843,Taran Nandh,2005624,,,,,,
Rutan & Tucker LLP,1070016,"University of California, Irvine School of Law",2060843,Bill Marticorena,2042850,Partner (Non-Brd),,,Lecturer (Non-Brd),,
ENCORE CAPITAL GROUP INC,483759,"University of California, Irvine School of Law",2060843,Brigadier General Francis Quinlan,1128481,Independent Director (Brd) (SD),2011-09-13,,Director -  SD,,
AcuFocus Inc,754271,"University of California, Irvine School of Law",2060843,Tony Sine,1132622,Director -  SD (Brd) (SD),,,Advisory Council Member,,
Bausch & Lomb Inc (Ceased Trading 08/2013),1010495,"University of California, Irvine School of Law",2060843,Tony Sine,1132622,Division VP - Business Development (Non-Brd),2010-11-04,2013-01-01,Advisory Council Member,,
CORELOGIC INC (First American Corp prior to 06/2010),122367,"University of California, Irvine School of Law",2060843,Terry Theologides,1083761,Senior VP/General Counsel/Secretary (Non-Brd),2010-06-01,2017-09-15,Panellist,,
Federal National Mortgage Association (Fannie Mae),1652020,"University of California, Irvine School of Law",2060843,Terry Theologides,1083761,Executive VP/General Counsel/Corporate Secretary (Non-Brd),2019-03-28,,Panellist,,
HORSEHEAD HOLDING CORP (De-listed 02/2016),1000824,Horsehead Metal Products Inc,2060848,Doctor Anthony Staley,1385240,Division General Manager (Non-Brd),2012-03-01,2016-02-11,General Manager (Non-Brd),2012-03-01,2017-03-01
Haynes and Boone LLP,122832,Orange County Youth Sports Foundation,2060849,Adam Miller,1384654,Associate (Non-Brd),2013-05-01,2016-02-01,Director -  SD,,
Snell & Wilmer LLP,421823,Orange County Youth Sports Foundation,2060849,Adam Miller,1384654,Associate (Non-Brd),2007-09-01,2011-05-01,Director -  SD,,
Gibson Dunn & Crutcher LLP,465769,Orange County Youth Sports Foundation,2060849,Jeff Reeves,1643250,Attorney (Non-Brd),1991-10-01,2008-02-22,Director -  SD,,
Gibson Dunn & Crutcher LLP,465769,Orange County Youth Sports Foundation,2060849,Jeff Reeves,1643250,Partner (Non-Brd),2008-02-22,2018-01-01,Director -  SD,,
Rutan & Tucker LLP,1070016,Orange County Youth Sports Foundation,2060849,Derek Dundas,1748231,Partner (Non-Brd),2007-01-01,2018-03-01,Director -  SD,,
Manatt Phelps & Phillips LLP (Formerly known as Manatt Phelps Rothenberg & Tunney),486743,Orange County Youth Sports Foundation,2060849,Tim Paone,1798983,Partner (Non-Brd),2002-10-01,2009-09-01,Director -  SD,,
CAMDEN PROPERTY TRUST,5599,WhiteOptics LLC,2060850,Mark Teather,1384721,Regional Division Director (Non-Brd),2011-06-01,,Partner (Non-Brd),2009-01-01,
BEASLEY BROADCAST GROUP INC,3884,Wales Progressive Co-operators (WPC),2060852,George Beasley,321214,Chairman/CEO (Brd) (ED),1961-01-01,2016-12-31,Founder (Non-Brd),1961-12-01,1966-01-01
