from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
DOW CHEMICAL CO (De-listed 08/2017),9559,"State University of New Jersey, Rutgers (Rutgers University)",100431,Doctor Fernando Muzzio,1259988,Consultant (Non-Brd),1991-01-01,2017-08-31,Professor (Non-Brd),2007-01-01,2013-01-01
PATHEON INC (De-listed 03/2014),591319,"State University of New Jersey, Rutgers (Rutgers University)",100431,Doctor Fernando Muzzio,1259988,Consultant (Non-Brd),1991-01-01,2014-03-11,Professor (Non-Brd),2000-01-01,2007-01-01
Tunnell Consulting Inc (Formerly Known as KW Tunnell Co Inc),1479359,"State University of New Jersey, Rutgers (Rutgers University)",100431,Doctor Fernando Muzzio,1259988,Consultant (Non-Brd),1991-01-01,2015-01-01,Director -  Non-Brd (Non-Brd),,
McCarthy Ttrault LLP,592014,"State University of New Jersey, Rutgers (Rutgers University)",100431,Doctor Fernando Muzzio,1259988,Expert (Non-Brd),2005-07-01,,Professor (Non-Brd),2000-01-01,2007-01-01
SEPRACOR INC (De-listed 10/2009),27627,"State University of New Jersey, Rutgers (Rutgers University)",100431,Doctor Fernando Muzzio,1259988,Consultant (Non-Brd),1991-01-01,2009-10-20,Director -  Non-Brd (Non-Brd),,
ALLERGAN INC (De-listed 03/2015),1426,"State University of New Jersey, Rutgers (Rutgers University)",100431,Doctor Fernando Muzzio,1259988,Consultant (Non-Brd),,2015-03-17,Professor (Non-Brd),2000-01-01,2007-01-01
PATHEON INC (De-listed 03/2014),591319,"State University of New Jersey, Rutgers (Rutgers University)",100431,Doctor Fernando Muzzio,1259988,Consultant (Non-Brd),1991-01-01,2014-03-11,Professor (Non-Brd),2007-01-01,2013-01-01
MERCK & CO INC (Schering-Plough Corp prior to 11/2009),27219,"State University of New Jersey, Rutgers (Rutgers University)",100431,Doctor Dana Guazzo,1261028,,,,,,
Vanguard Group Inc,108927,"State University of New Jersey, Rutgers (Rutgers University)",100431,Alejandro Roman,1259649,Regional Director (Non-Brd),2014-09-01,,Trustee,,
ELI LILLY & CO,18888,"State University of New Jersey, Rutgers (Rutgers University)",100431,Doctor Fernando Muzzio,1259988,Consultant (Non-Brd),1991-01-01,,Assistant Professor (Non-Brd),1991-01-01,1995-01-01
PROCTER & GAMBLE CO,25150,"State University of New Jersey, Rutgers (Rutgers University)",100431,Doctor Fernando Muzzio,1259988,Consultant (Non-Brd),1991-01-01,,Professor (Non-Brd),2000-01-01,2007-01-01
Tunnell Consulting Inc (Formerly Known as KW Tunnell Co Inc),1479359,"State University of New Jersey, Rutgers (Rutgers University)",100431,Doctor Fernando Muzzio,1259988,Consultant (Non-Brd),1991-01-01,2015-01-01,Professor (Non-Brd),2013-01-01,
Metabolon Inc,806703,"State University of New Jersey, Rutgers (Rutgers University)",100431,Sandy Stewart,1259662,Senior Director - Ops (Non-Brd),,2015-01-01,Chairman,,
McCarthy Ttrault LLP,592014,"State University of New Jersey, Rutgers (Rutgers University)",100431,Doctor Fernando Muzzio,1259988,Expert (Non-Brd),2005-07-01,,Professor (Non-Brd),2013-01-01,
Lowenstein Sandler LLP (Formerly known as Lowenstein Sandler PC),567117,"State University of New Jersey, Rutgers (Rutgers University)",100431,Doctor Fernando Muzzio,1259988,Consultant (Non-Brd),1991-01-01,,Professor (Non-Brd),2007-01-01,2013-01-01
WALGREENS BOOTS ALLIANCE INC (Walgreen Co prior to 12/2014),33026,"State University of New Jersey, Rutgers (Rutgers University)",100431,Nimesh Jhaveri,1259547,Division VP (Non-Brd),2014-02-01,2018-10-01,Trustee,,
Tunnell Consulting Inc (Formerly Known as KW Tunnell Co Inc),1479359,"State University of New Jersey, Rutgers (Rutgers University)",100431,Doctor Fernando Muzzio,1259988,Consultant (Non-Brd),1991-01-01,2015-01-01,Professor (Non-Brd),2000-01-01,2007-01-01
EI DUPONT DE NEMOURS & CO (De-listed 08/2017),9703,"State University of New Jersey, Rutgers (Rutgers University)",100431,Doctor Fernando Muzzio,1259988,Consultant (Non-Brd),1991-01-01,,Assistant Professor (Non-Brd),1991-01-01,1995-01-01
New Avon LLC,2443440,"State University of New Jersey, Rutgers (Rutgers University)",100431,Sheri McCoy,590653,Director -  SD (Brd) (SD),,,Cabinet Member,,
