from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
TRANSCANADA PIPELINES LTD (De-listed 03/2014),31137,CANADIAN IMPERIAL BANK OF COMMERCE (CIBC),5636,Doctor Dick Haskayne,36728,Chairman (Brd) (SD),1998-07-02,2005-04-29,Director Emeritus (Non-Brd),2000-03-02,2008-01-01
TC ENERGY CORP (Transcanada Corp prior to 05/2019),551121,CANADIAN IMPERIAL BANK OF COMMERCE (CIBC),5636,Doctor Dick Haskayne,36728,Independent Chairman (Brd) (SD),2003-05-15,2005-04-29,Director Emeritus (Non-Brd),2000-03-02,2008-01-01
SOL GLOBAL INVESTMENTS CORP (Scythian Biosciences Corp prior to 10/2018),1985359,CANADIAN IMPERIAL BANK OF COMMERCE (CIBC),5636,Renah Persofsky,1977413,Advisor (Non-Brd),2018-01-01,2018-03-07,Consultant (Non-Brd),2012-02-01,
IGM FINANCIAL INC (Investors Group Inc prior to 05/2004),601656,CANADIAN IMPERIAL BANK OF COMMERCE (CIBC),5636,Mike Dibden,2002270,COO (Non-Brd),2017-06-12,,Senior VP - Technology (Non-Brd),2011-10-01,2017-06-01
SOL GLOBAL INVESTMENTS CORP (Scythian Biosciences Corp prior to 10/2018),1985359,CANADIAN IMPERIAL BANK OF COMMERCE (CIBC),5636,Renah Persofsky,1977413,Director -  SD (Brd) (SD),,,Consultant (Non-Brd),2012-02-01,
APHRIA INC (Black Sparrow Capital Corp prior to 12/2014),1984187,CANADIAN IMPERIAL BANK OF COMMERCE (CIBC),5636,Renah Persofsky,1977413,Independent Director (Brd) (SD),2017-10-25,,Consultant (Non-Brd),2012-02-01,
DXC TECHNOLOGY CO (Computer Sciences Corp prior to 04/2017),7584,CANADIAN IMPERIAL BANK OF COMMERCE (CIBC),5636,Dave Revell,2177491,Member (Non-Brd),,,Chief Information Officer (Non-Brd),2017-01-01,
Zafin Inc,1983674,CANADIAN IMPERIAL BANK OF COMMERCE (CIBC),5636,Dave Revell,2177491,Director -  SD (Brd) (SD),,,Chief Information Officer (Non-Brd),2017-01-01,
StoneCastle Partners LLC,1064553,CANADIAN IMPERIAL BANK OF COMMERCE (CIBC),5636,Chris Anderson,2114993,Director -  SD (Brd) (SD),,,Senior VP - Corporate Development/Strategy (Non-Brd),2008-01-01,
BRIDGEMARQ REAL ESTATE SERVICES INC (Brookfield Real Estate Services Inc prior to 05/2019),1619289,CANADIAN IMPERIAL BANK OF COMMERCE (CIBC),5636,Gail Kilgour,2128638,Independent Corporate Director (Brd) (SD),2003-08-07,,Senior VP - Strategic Business (Non-Brd),,2004-01-01
DELTA AIR LINES INC,8946,CANADIAN IMPERIAL BANK OF COMMERCE (CIBC),5636,Prashant Sharma,2127425,Vice President (Non-Brd),2018-11-01,,Division Senior VP (Non-Brd),2014-03-01,2018-12-01
BANK OF NOVA SCOTIA (SCOTIABANK),4521,CANADIAN IMPERIAL BANK OF COMMERCE (CIBC),5636,Christine Filgiano,2126093,Various Positions (Non-Brd),1994-06-01,1994-06-01,Various Positions (Non-Brd),1989-06-01,1994-06-01
Liquidnet Holdings Inc,252767,CANADIAN IMPERIAL BANK OF COMMERCE (CIBC),5636,Phil Pactor,1518582,Global Head of Infrastructure (Non-Brd),2009-03-01,2014-03-01,Consultant (Non-Brd),2007-01-01,2009-01-01
SLATE OFFICE REAL ESTATE INVESTMENT TRUST (SLATE OFFICE REIT) (FAM Real Estate Investment Trust prior to 03/2015),2228495,CANADIAN IMPERIAL BANK OF COMMERCE (CIBC),5636,Scott Antoniak,1515528,CEO (Non-Brd),2015-01-22,,Group ED (Non-Brd),2012-01-01,2015-01-01
CANADIAN BANC CORP (Canadian Banc Recovery Corp prior to 01/2012),1987552,CANADIAN IMPERIAL BANK OF COMMERCE (CIBC),5636,William Thornhill,1463047,Independent Director (Brd) (SD),2005-07-15,,Committee Member (Non-Brd),2007-04-27,2016-01-01
FINANCIAL 15 SPLIT CORP,1294235,CANADIAN IMPERIAL BANK OF COMMERCE (CIBC),5636,William Thornhill,1463047,Independent Director (Brd) (SD),2003-11-14,,Committee Member (Non-Brd),2007-04-27,2016-01-01
NORTH AMERICAN FINANCIAL 15 SPLIT CORP (Financial 15 Split Corp II prior to 03/2015),1718043,CANADIAN IMPERIAL BANK OF COMMERCE (CIBC),5636,William Thornhill,1463047,Independent Director (Brd) (SD),2004-10-15,,Committee Member (Non-Brd),2007-04-27,2016-01-01
ROGERS COMMUNICATIONS INC,26496,CANADIAN IMPERIAL BANK OF COMMERCE (CIBC),5636,Deepak Khandelwal,1474166,Chief Customer Officer (Non-Brd),2014-11-10,2017-07-28,Senior Executive VP/Division Head (Non-Brd),2017-07-01,2019-09-03
DIVIDEND 15 SPLIT CORP,1986320,CANADIAN IMPERIAL BANK OF COMMERCE (CIBC),5636,William Thornhill,1463047,Independent Director (Brd) (SD),2005-01-01,,Committee Member (Non-Brd),2007-04-27,2016-01-01
