from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
Novomer Inc,1065193,OVP Venture Partners,1261707,Carl Weissman,803598,Director -  SD (Brd) (SD),,,MD (Brd) (ED),2009-01-01,2012-12-31
NANOSTRING TECHNOLOGIES INC,1961075,OVP Venture Partners,1261707,Carl Weissman,803598,Observer (Non-Brd),,,MD (Brd) (ED),2009-01-01,2012-12-31
DataSphere Technologies Inc (SecondSpace Inc prior to 05/2009),947474,OVP Venture Partners,1261707,Lucinda Stewart,803588,Director -  SD (Brd) (SD),,,MD (Brd) (ED),2004-01-30,2012-01-01
Tigo Energy Inc (Formerly known as Tergotech Inc),1073252,OVP Venture Partners,1261707,Lucinda Stewart,803588,Director -  SD (Brd) (SD),,,MD (Brd) (ED),2004-01-30,2012-01-01
VASCULAR SOLUTIONS INC (De-listed 02/2017),32391,OVP Venture Partners,1261707,Gerry Langeler,803586,Director -  SD (Brd) (SD),,,MD (Brd) (ED),1992-09-01,
DataSphere Technologies Inc (SecondSpace Inc prior to 05/2009),947474,OVP Venture Partners,1261707,Gerry Langeler,803586,Director -  SD (Brd) (SD),,,MD (Brd) (ED),1992-09-01,
Intel Capital Corp,247371,OVP Venture Partners,1261707,John Hull,803583,Division Director (Non-Brd),1999-11-01,2004-10-01,MD (Brd) (ED),2004-10-08,2008-12-31
RedSeal Inc (RedSeal Networks Inc prior to 10/2011),1735814,OVP Venture Partners,1261707,Mark Ashida,803577,Director -  SD (Brd) (SD),,,MD (Brd) (ED),2007-02-28,2012-12-01
GainSpan Corp,937690,OVP Venture Partners,1261707,Gerry Langeler,803586,Director -  SD (Brd) (SD),,,MD (Brd) (ED),1992-09-01,
RedSeal Inc (RedSeal Networks Inc prior to 10/2011),1735814,OVP Venture Partners,1261707,Bill Funcannon,803580,Director -  SD (Brd) (SD),,,MD/CFO (Brd) (ED),1989-01-01,
Novomer Inc,1065193,OVP Venture Partners,1261707,Gerry Langeler,803586,Director -  SD (Brd) (SD),,,MD (Brd) (ED),1992-09-01,
MICROBOT MEDICAL INC (Stemcells Inc prior to 11/2016),29185,OVP Venture Partners,1261707,Professor Doctor Irv Weissman,442588,Director -  SD (Brd) (SD),,,Advisor (Non-Brd),2009-03-12,
Cellerant Therapeutics Inc (Formerly Known as Celtrans LLC),735331,OVP Venture Partners,1261707,Professor Doctor Irv Weissman,442588,Advisory Chairman (Non-Brd),2003-01-01,2015-01-01,Advisor (Non-Brd),2009-03-12,
