from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
LIBERTY PROPERTY TRUST,18819,Drexel University (Formerly known as Drexel Institute of Technology),60542,Shelby Christensen,494629,Senior VP - Ops (Non-Brd),2015-01-01,,Treasurer,,
AMERICAN WATER WORKS CO INC,1966,Drexel University (Formerly known as Drexel Institute of Technology),60542,George MacKenzie Jr,140847,Independent Chairman (Brd) (SD),2008-04-28,2018-05-11,Advisory Council Member,,
EI DUPONT DE NEMOURS & CO (De-listed 08/2017),9703,Drexel University (Formerly known as Drexel Institute of Technology),60542,John Georges,106037,,,,,,
Weston Solutions Holdings Inc,1582818,Drexel University (Formerly known as Drexel Institute of Technology),60542,George MacKenzie Jr,140847,Director -  SD (Brd) (SD),,,Advisory Council Member,,
C & D TECHNOLOGIES INC (De-listed 10/2010),5431,Drexel University (Formerly known as Drexel Institute of Technology),60542,George MacKenzie Jr,140847,Independent Director (Brd) (SD),1999-04-01,2005-03-24,Advisory Council Member,,
C & D TECHNOLOGIES INC (De-listed 10/2010),5431,Drexel University (Formerly known as Drexel Institute of Technology),60542,George MacKenzie Jr,140847,Independent Director (Brd) (SD),2005-07-05,2010-10-08,Advisory Council Member,,
SAFEGUARD SCIENTIFICS INC,26825,Drexel University (Formerly known as Drexel Institute of Technology),60542,George MacKenzie Jr,140847,Independent Director (Brd) (SD),2003-02-01,2018-06-20,Advisory Council Member,,
AMBIENT CORP (De-listed 07/2014),1715824,Drexel University (Formerly known as Drexel Institute of Technology),60542,Professor D Pierce,104762,Independent Director (Brd) (SD),2011-08-03,2014-07-21,Trustee,,
NOBEL LEARNING COMMUNITIES INC (De-listed 08/2011),22310,Drexel University (Formerly known as Drexel Institute of Technology),60542,Doctor Pamela Davies,220714,Director -  SD (Brd) (SD),,,Dean (Non-Brd),1997-06-01,2000-06-01
ARBITRON INC (De-listed 09/2013),2469,Drexel University (Formerly known as Drexel Institute of Technology),60542,Janice Giannini,205205,Executive VP/Chief Information Officer (Non-Brd),2001-03-30,2005-02-02,Advisory Board Member,,
TENNESSEE VALLEY AUTHORITY,30424,Drexel University (Formerly known as Drexel Institute of Technology),60542,Jeff Lyash,206192,,,,,,
CHARMING SHOPPES INC (De-listed 06/2012),6506,Drexel University (Formerly known as Drexel Institute of Technology),60542,Doctor Pamela Davies,220714,Independent Director (Brd) (SD),1998-12-10,2009-06-25,Dean (Non-Brd),1997-06-01,2000-06-01
PULSE ELECTRONICS CORP (Technitrol Inc prior to 11/2010) (De-listed 10/2014),30138,Drexel University (Formerly known as Drexel Institute of Technology),60542,Drew Moyer,207357,,,,,,
C & D TECHNOLOGIES INC (De-listed 10/2010),5431,Drexel University (Formerly known as Drexel Institute of Technology),60542,Doctor Pamela Davies,220714,Independent Director (Brd) (SD),1998-06-01,2010-10-08,Dean (Non-Brd),1997-06-01,2000-06-01
SCHULMAN(A) INC (De-listed 08/2018),27279,Drexel University (Formerly known as Drexel Institute of Technology),60542,Stan Silverman,273441,Independent Director (Brd) (SD),2008-01-10,2010-12-09,Trustee,,
MET PRO CORP (De-listed 08/2013),20389,Drexel University (Formerly known as Drexel Institute of Technology),60542,Stan Silverman,273441,Independent Director (Brd) (SD),2009-09-02,2013-08-27,Trustee,,
