from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
JOHNSON & JOHNSON,17478,Peter G Peterson Institute for International Economics,892687,Ron Williams,26533,Independent Director (Brd) (SD),2011-06-13,,Director -  SD,,
Clayton Dubilier & Rice LLC,43369,Peter G Peterson Institute for International Economics,892687,Ron Williams,26533,Advisor (Non-Brd),,,Director -  SD,,
Envision Healthcare Corp (Emergency Medical Services Corp prior to 06/2013) (Ceased Trading 12/2016),1703891,Peter G Peterson Institute for International Economics,892687,Ron Williams,26533,Chairman (Brd) (SD),2011-05-25,2016-12-01,Director -  SD,,
NaviHealth Inc,1811124,Peter G Peterson Institute for International Economics,892687,Ron Williams,26533,Chairman (Brd) (SD),2018-08-01,,Director -  SD,,
ENVISION HEALTHCARE HOLDINGS INC (De-listed 12/2016),1972762,Peter G Peterson Institute for International Economics,892687,Ron Williams,26533,Chairman (Brd) (SD),2013-08-14,2014-11-01,Director -  SD,,
ENVISION HEALTHCARE HOLDINGS INC (De-listed 12/2016),1972762,Peter G Peterson Institute for International Economics,892687,Ron Williams,26533,Director -  SD (Brd) (SD),,,Director -  SD,,
ENVISION HEALTHCARE HOLDINGS INC (De-listed 12/2016),1972762,Peter G Peterson Institute for International Economics,892687,Ron Williams,26533,Lead Independent Director (Brd) (SD),2014-11-10,2015-04-10,Director -  SD,,
Agilon Health Inc,2561321,Peter G Peterson Institute for International Economics,892687,Ron Williams,26533,Chairman (Brd) (SD),2016-07-01,,Director -  SD,,
ENVISION HEALTHCARE CORP (De-listed 10/2018),2575125,Peter G Peterson Institute for International Economics,892687,Ron Williams,26533,Independent Director (Brd) (SD),2016-12-01,2017-10-27,Director -  SD,,
IMS HEALTH HOLDINGS INC (De-listed 10/2016),2059247,Peter G Peterson Institute for International Economics,892687,Karen Katen,24853,Independent Director (Brd) (SD),2015-03-27,2016-10-03,Director -  SD (Brd) (SD),,
Overseas Private Investment Corp (OPIC),79768,Peter G Peterson Institute for International Economics,892687,Doctor D Sheets,1479898,Director -  SD (Brd) (SD),,,Visiting Fellow (Non-Brd),2017-02-01,
CATAMARAN CORP (SXC Health Solutions Corp prior to 07/2012) (De-listed 07/2015),637193,Peter G Peterson Institute for International Economics,892687,Karen Katen,24853,Independent Director (Brd) (SD),2012-12-10,2015-07-27,Director -  SD (Brd) (SD),,
Mevion Medical Systems Inc (Still River Systems Inc prior to 10/2011),1795394,Peter G Peterson Institute for International Economics,892687,Paul Volcker,17122,Independent Director (Brd) (SD),2008-03-01,2018-06-14,Honorary Director,,
Mevion Medical Systems Inc (Still River Systems Inc prior to 10/2011),1795394,Peter G Peterson Institute for International Economics,892687,Paul Volcker,17122,Committee Member (Non-Brd),2018-06-14,,Honorary Director,,
COCA-COLA CO,7204,Peter G Peterson Institute for International Economics,892687,Ambassador Donald McHenry,2375,Independent Director (Brd) (SD),1981-01-01,2014-04-23,Director -  SD,,
COCA-COLA CO,7204,Peter G Peterson Institute for International Economics,892687,The Hon. Mrs Carla Hills,6186,Advisor (Non-Brd),2007-04-01,,Honorary Director,,
GILEAD SCIENCES INC,13273,Peter G Peterson Institute for International Economics,892687,The Hon. Mrs Carla Hills,6186,Independent Director (Brd) (SD),2007-01-22,2016-05-11,Honorary Director,,
