from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
Vestaron Corp (Venomix Inc prior to 07/2009),2036029,NeighborhoodWorks Umpqua,2358847,Elin Miller,1330833,Vice Chairman (Brd) (SD),2010-10-27,,Chairman,,
HARTFORD FINANCIAL SERVICES GROUP INC,14372,RBC USA Holdco Corp,2358866,Tom Renyi,35802,Independent Director (Brd) (SD),2017-05-01,2019-05-15,Director -  SD (Brd) (SD),,
HARTFORD FINANCIAL SERVICES GROUP INC,14372,RBC USA Holdco Corp,2358866,Tom Renyi,35802,Independent Director (Brd) (SD),2010-03-29,2012-01-01,Director -  SD (Brd) (SD),,
HARTFORD FINANCIAL SERVICES GROUP INC,14372,RBC USA Holdco Corp,2358866,Tom Renyi,35802,Presiding Independent Director (Brd) (SD),2012-01-01,2017-05-01,Director -  SD (Brd) (SD),,
PUBLIC SERVICE ENTERPRISE GROUP INC,25378,RBC USA Holdco Corp,2358866,Tom Renyi,35802,Independent Director (Brd) (SD),2003-02-28,2015-04-21,Director -  SD (Brd) (SD),,
PUBLIC SERVICE ENTERPRISE GROUP INC,25378,RBC USA Holdco Corp,2358866,Tom Renyi,35802,Lead Independent Director (Brd) (SD),2015-04-21,2019-04-16,Director -  SD (Brd) (SD),,
ROYAL BANK OF CANADA (RBC),26620,RBC USA Holdco Corp,2358866,Tom Renyi,35802,Independent Corporate Director (Brd) (SD),2013-08-29,2018-11-30,Director -  SD (Brd) (SD),,
TANGER FACTORY OUTLET CENTERS INC,29964,RBC USA Holdco Corp,2358866,Susan Skerritt,1196710,Independent Director (Brd) (SD),2018-07-30,,Director -  SD (Brd) (SD),,
iNovia Capital Inc (MSBI Capital Inc prior to 10/2007),1622391,Intelligent Digital Avatars Inc (iDAvatars),2358868,Doctor Ray Muzyka,1751681,Advisor (Non-Brd),2013-02-01,,Director -  SD (Brd) (SD),,
OLD POINT FINANCIAL CORP,23051,Hampton City Schools,2358871,Rob Shuford Jr,509228,Executive VP (Brd) (ED),2015-01-01,,Member,,
DIONYMED BRANDS INC (Sixonine Ventures Corp prior to 11/2018),1211080,Al Rashideen International Holding Company LLC,2358878,Bhaskar Rao,1625958,Director -  SD (Brd) (SD),,,Head of Corporate Finance (Non-Brd),2014-09-01,2017-10-01
CalCEF Ventures,2234663,Center for Sustainable Energy Inc (CSE),2358882,Jeff Anderson,1627996,MD (Non-Brd),2012-01-01,2015-07-01,Director -  SD,,
K&L Gates LLP,1227160,Center for Sustainable Energy Inc (CSE),2358882,Nick Leibham,2114111,Partner (Non-Brd),2009-02-01,,Vice Chairman,,
K&L Gates LLP,1227160,Center for Sustainable Energy Inc (CSE),2358882,Nick Leibham,2114111,Partner (Non-Brd),2009-02-01,,Secretary,,
K&L Gates LLP,1227160,Center for Sustainable Energy Inc (CSE),2358882,Nick Leibham,2114111,Partner (Non-Brd),2009-02-01,,Director -  SD,,
K&L Gates LLP,1227160,Center for Sustainable Energy Inc (CSE),2358882,Nick Leibham,2114111,Partner (Non-Brd),2009-02-01,,Chairman,,
Proskauer Rose LLP (Formerly known as Proskauer Rose Goetz & Mendelsohn LLP),89727,ArtOfMen.org (AOM),2358887,Art Gurwitz,1629874,COO (Non-Brd),2005-01-01,2017-12-01,Founder,,
Sesame Workshop Inc (Children's Television Workshop prior to 2000),374277,Peterson Management LLC,2358891,Michael Manasse,767466,Trustee (Brd) (SD),2016-01-01,,President/COO (Non-Brd),2011-01-01,
ONCOCYTE CORP,2388035,CancerLinQ LLC,2358892,Ron Andrews Jr,374288,Independent Director (Brd) (SD),2018-04-02,2019-07-01,Director -  SD (Brd) (SD),,
ONCOCYTE CORP,2388035,CancerLinQ LLC,2358892,Ron Andrews Jr,374288,President/CEO (Brd) (ED),2019-07-01,,Director -  SD (Brd) (SD),,
GT Nexus Inc (Tradiant Inc prior to 04/2001),577100,CancerLinQ LLC,2358892,Aaron Sasson,1481645,Chairman (Brd) (SD),2013-01-01,2015-09-18,Director -  SD (Brd) (SD),,
CITIGROUP INC,6930,Summit Music Festival Inc,2358896,Doctor Tania Ahuja,1797807,Director -  Non-Brd (Non-Brd),,,Chairman,,
Willkie Farr & Gallagher LLP,645279,Studio Legale Delfino E Associati,2358897,Alberto Dubini,1628411,Of Counsel (Non-Brd),2016-01-01,2019-01-01,Lawyer (Non-Brd),2012-01-01,
Willkie Farr & Gallagher LLP,645279,Studio Legale Delfino E Associati,2358897,Alberto Dubini,1628411,Partner (Non-Brd),2014-10-01,2016-01-01,Lawyer (Non-Brd),2012-01-01,
Liaison Technologies Inc,1648512,OurHealth LLC,2358898,Doctor Jon Duke,1400713,Director -  SD (Brd) (SD),,,Advisory Board Member (Non-Brd),,2018-01-01
HHGREGG INC (De-listed 02/2017),1040665,OurHealth LLC,2358898,Gregg Throgmartin,600465,Executive VP/COO (Non-Brd),2009-09-09,2012-05-17,Director -  SD,,
HHGREGG INC (De-listed 02/2017),1040665,OurHealth LLC,2358898,Gregg Throgmartin,600465,Executive VP/COO (Non-Brd),2012-05-17,2014-03-31,Director -  SD,,
