from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
INDEPENDENT BANK CORP,1053695,Nantucket Bank,482726,Bill Parent,1452452,Director -  SD (Brd) (SD),,,President/CEO (Brd) (ED),2014-07-22,
Rockland Trust Co,750624,Nantucket Bank,482726,Bill Parent,1452452,Director -  SD (Brd) (SD),,,President/CEO (Brd) (ED),2014-07-22,
Holland & Knight LLP,464601,Nantucket Bank,482726,Brian Leary,1376106,Partner (Non-Brd),2013-01-01,,Director -  SD (Brd) (SD),,
BLUE HILLS BANCORP INC (De-listed 04/2019),2130638,Nantucket Bank,482726,Brian Leary,1376106,Independent Director (Brd) (SD),2014-07-22,2019-04-01,Director -  SD (Brd) (SD),,
CENTRUE FINANCIAL CORP (Kankakee Bancorp prior to 09/2003) (De-listed 11/2006),17683,"Graduate School of Community Bank Management, University of Texas, Austin",482727,Mike Stanfa,374296,,,,,,
Cape Cod Five Cents Savings Bank,1474109,Nantucket Island Chamber of Commerce,482729,Wayne Petty,1832246,Corporator (Non-Brd),2016-05-18,,Active Member,,
SRA INTERNATIONAL INC (De-listed 07/2011),127647,HWS & Associates Inc,482730,Ted Legasey,201981,Director -  SD (Brd) (SD),,,Executive VP/COO (Brd) (ED),2003-11-01,
SRA INTERNATIONAL INC (De-listed 07/2011),127647,HWS & Associates Inc,482730,Ted Legasey,201981,Executive VP/COO (Brd) (ED),2003-11-01,2004-01-01,Executive VP/COO (Brd) (ED),2003-11-01,
SRA INTERNATIONAL INC (De-listed 07/2011),127647,HWS & Associates Inc,482730,Ted Legasey,201981,Executive VP/COO (Brd) (ED),1997-07-01,2003-11-01,Executive VP/COO (Brd) (ED),2003-11-01,
AMERICAN ITALIAN PASTA CO (De-listed 07/2010),1862,HWS & Associates Inc,482730,Horst Schroeder,201067,Chairman (Brd) (SD),1991-06-01,2005-10-17,President (Non-Brd),1990-01-01,
AMERICAN ITALIAN PASTA CO (De-listed 07/2010),1862,HWS & Associates Inc,482730,Horst Schroeder,201067,Director -  SD (Brd) (SD),,,President (Non-Brd),1990-01-01,
NETIQ CORP (De-listed 07/2006),21849,Musambi Corp,482732,Ying-Hon Wong,200748,Independent Director (Brd) (SD),1995-06-01,2003-09-24,Chairman/CEO (Brd) (ED),2002-03-01,2003-09-01
J2 GLOBAL INC (J2 Global Communications Inc prior to 12/2011),17230,Boardrush Media LLC,482734,John Rieley,200867,Director -  SD (Brd) (SD),,,President (Brd) (ED),,
AMERICAN ITALIAN PASTA CO (De-listed 07/2010),1862,PSF Holdings LLC,482735,Horst Schroeder,201067,Chairman (Brd) (SD),1991-06-01,2005-10-17,Manager (Non-Brd),1997-04-01,1998-01-01
PREMIUM STANDARD FARMS INC (De-listed 05/2007),66869,PSF Holdings LLC,482735,Horst Schroeder,201067,Chairman (Brd) (SD),1996-09-01,1998-05-01,Manager (Non-Brd),1997-04-01,1998-01-01
COLLINS INDUSTRIES INC (De-listed 11/2006),7313,PSF Holdings LLC,482735,William Patterson,201230,Independent Director (Brd) (SD),1998-01-01,2006-11-01,Vice President (Non-Brd),1996-10-01,1998-08-01
PREMIUM STANDARD FARMS INC (De-listed 05/2007),66869,PSF Holdings LLC,482735,William Patterson,201230,Executive VP/CFO/Treasurer (Non-Brd),1996-10-01,1998-08-01,Vice President (Non-Brd),1996-10-01,1998-08-01
AMERICAN ITALIAN PASTA CO (De-listed 07/2010),1862,PSF Holdings LLC,482735,William Patterson,201230,Independent Director (Brd) (SD),1997-01-01,2005-10-17,Vice President (Non-Brd),1996-10-01,1998-08-01
Paul Mueller Co Inc,483010,PSF Holdings LLC,482735,William Patterson,201230,Director -  SD (Brd) (SD),,,Vice President (Non-Brd),1996-10-01,1998-08-01
ESS TECHNOLOGY INC (De-listed 07/2008),11049,KLM Capital Management Inc,482737,Peter Mok,201003,Independent Director (Brd) (SD),1993-05-01,2008-07-01,Managing General Partner (Brd) (ED),1996-07-01,
CHARTER FINANCIAL CORP (De-listed 09/2018),1664732,West Point Rotary Club,482738,Bob Johnson,201065,Chairman/President/CEO (Brd) (ED),2010-09-29,2017-03-23,Member,,
CHARTER FINANCIAL CORP (De-listed 09/2018),1664732,West Point Rotary Club,482738,Bob Johnson,201065,Chairman/CEO (Brd) (ED),2017-03-23,2018-09-01,Member,,
CHARTER FINANCIAL CORP (De-listed 09/2018),1664732,West Point Rotary Club,482738,Bill Gladden,328940,Senior VP/Corporate Secretary (Non-Brd),2010-09-29,2018-09-01,Member,,
DIGENE CORP (De-listed 07/2007),9211,TDS Healthcare Systems Corp,482739,John Whitehead,200907,Director -  SD (Brd) (SD),,,Chairman/CEO (Brd) (ED),1992-01-01,1993-01-01
DIGENE CORP (De-listed 07/2007),9211,TDS Healthcare Systems Corp,482739,John Whitehead,200907,Director -  SD (Brd) (SD),,,President/CEO (Brd) (ED),1986-01-01,1992-01-01
MCKESSON CORP (McKesson HBOC Inc prior to 08/2001),19966,TDS Healthcare Systems Corp,482739,Larry Krassner,206382,Division Senior VP/General Manager (Non-Brd),1997-06-01,2001-05-01,Various Positions (Non-Brd),1987-04-01,1997-08-01
ESS TECHNOLOGY INC (De-listed 07/2008),11049,Transpac Capital Inc,482741,Peter Mok,201003,Independent Director (Brd) (SD),1993-05-01,2008-07-01,Senior VP (Brd) (ED),1992-06-01,1994-07-01
CHARTER FINANCIAL CORP (De-listed 09/2018),1664732,Charter Foundation,482743,Bob Johnson,201065,Chairman/President/CEO (Brd) (ED),2010-09-29,2017-03-23,Chairman/President,,
CHARTER FINANCIAL CORP (De-listed 09/2018),1664732,Charter Foundation,482743,Bob Johnson,201065,Chairman/CEO (Brd) (ED),2017-03-23,2018-09-01,Chairman/President,,
CHARTER FINANCIAL CORP (De-listed 09/2018),1664732,Charter Foundation,482743,Bill Gladden,328940,Senior VP/Corporate Secretary (Non-Brd),2010-09-29,2018-09-01,Member,,
ARROW FINANCIAL CORP,2622,Paul Smith's College,482744,The Hon. Betty Little,336286,Independent Director (Brd) (SD),2001-05-17,2016-05-04,Trustee,,
COMMUNITY BANK SYSTEMS INC,7483,Paul Smith's College,482744,Paul Cantwell Jr,201495,Independent Chairman (Brd) (SD),2006-06-28,2010-04-28,Trustee,,
COMMUNITY BANK SYSTEMS INC,7483,Paul Smith's College,482744,Paul Cantwell Jr,201495,Independent Director (Brd) (SD),2010-04-28,2012-12-31,Trustee,,
COMMUNITY BANK SYSTEMS INC,7483,Paul Smith's College,482744,Paul Cantwell Jr,201495,Independent Director (Brd) (SD),2001-01-01,2006-06-28,Trustee,,
HEALTH INSURANCE INNOVATIONS INC,1930647,Paul Smith's College,482744,Paul Avery,67217,Independent Director (Brd) (SD),2013-02-08,2013-03-13,Trustee,,
HEALTH INSURANCE INNOVATIONS INC,1930647,Paul Smith's College,482744,Paul Avery,67217,Independent Director (Brd) (SD),2013-01-01,,Trustee,,
HEALTH INSURANCE INNOVATIONS INC,1930647,Paul Smith's College,482744,Paul Avery,67217,Independent Director (Brd) (SD),2013-02-08,2013-03-13,Treasurer,,
HEALTH INSURANCE INNOVATIONS INC,1930647,Paul Smith's College,482744,Paul Avery,67217,Independent Director (Brd) (SD),2013-01-01,,Treasurer,,
HEALTH INSURANCE INNOVATIONS INC,1930647,Paul Smith's College,482744,Paul Avery,67217,Lead Independent Director (Brd) (SD),2013-03-13,2013-01-01,Treasurer,,
OPKO HEALTH INC (eXegenics Inc prior to 06/2007),11369,Paul Smith's College,482744,John Paganelli,86452,Independent Director (Brd) (SD),2010-01-01,,Trustee,,
CurAegis Technologies Inc (Torvec Inc prior to 06/2016),30973,Paul Smith's College,482744,Phil Saunders,1297136,Independent Director (Brd) (SD),2010-11-03,,Chairman,,
CITY NATIONAL CORP (De-listed 11/2015),6975,TransPac Partners LLC,482751,Michael Meyer,83432,Independent Director (Brd) (SD),1999-01-01,2010-04-21,Principal (Non-Brd),1998-01-01,2002-01-01
State Farm Mutual Automobile Insurance Co,58879,Gonzaga University School of Law,482785,Joe Knight Jr,592369,Director -  SD (Brd) (SD),,,Member,,
