from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
Founders Bancorp,1474009,Founders Community Bank,1474007,Leah Pauly,1818178,Vice President - Commercial (Non-Brd),2011-08-03,2011-01-01,Senior VP/Senior Lending Officer (Non-Brd),2011-01-01,2013-01-01
Founders Bancorp,1474009,Founders Community Bank,1474007,Allison Ruiz,1818229,Vice President - HR (Non-Brd),2015-06-01,,Vice President - HR (Non-Brd),2015-06-01,
Founders Bancorp,1474009,Founders Community Bank,1474007,Allison Ruiz,1818229,HR Director (Non-Brd),2014-09-01,2015-06-01,HR Director (Non-Brd),2014-09-01,2015-06-01
Founders Bancorp,1474009,Founders Community Bank,1474007,Jay Beck,1818195,Vice President (Non-Brd),2008-11-01,2011-12-01,Vice President (Non-Brd),2008-11-01,2011-12-01
Founders Bancorp,1474009,Founders Community Bank,1474007,Jay Beck,1818195,Senior VP (Non-Brd),2012-01-01,,Senior VP (Non-Brd),2012-01-01,
Founders Bancorp,1474009,Founders Community Bank,1474007,Gary Tanner,1818192,Executive VP/COO (Non-Brd),2015-07-01,,Executive VP/COO (Non-Brd),2015-07-01,
Founders Bancorp,1474009,Founders Community Bank,1474007,Leah Pauly,1818178,Senior VP/Senior Lending Officer (Non-Brd),2011-01-01,2013-01-01,Vice President - Commercial (Non-Brd),2011-08-03,2011-01-01
Founders Bancorp,1474009,Founders Community Bank,1474007,Leah Pauly,1818178,Senior VP/Senior Lending Officer (Non-Brd),2011-01-01,2013-01-01,Senior VP/Senior Lending Officer (Non-Brd),2011-01-01,2013-01-01
Founders Bancorp,1474009,Founders Community Bank,1474007,Leah Pauly,1818178,Senior VP/Chief Credit Officer (Non-Brd),2013-01-01,2015-01-01,Senior VP/Chief Credit Officer (Non-Brd),2013-01-01,2015-01-01
Founders Bancorp,1474009,Founders Community Bank,1474007,Leah Pauly,1818178,Executive VP/Chief Credit Officer (Non-Brd),2015-01-01,,Executive VP/Chief Credit Officer (Non-Brd),2015-01-01,
Founders Bancorp,1474009,Founders Community Bank,1474007,Cindy Magliari,1818175,VP/Controller (Non-Brd),2008-01-01,2013-01-01,VP/Controller (Non-Brd),2008-01-01,2013-01-01
Founders Bancorp,1474009,Founders Community Bank,1474007,Cindy Magliari,1818175,Senior VP/CFO (Non-Brd),2013-01-01,2015-01-01,Senior VP/CFO (Non-Brd),2013-01-01,2015-01-01
Founders Bancorp,1474009,Founders Community Bank,1474007,Cindy Magliari,1818175,Executive VP/CFO (Non-Brd),2015-01-01,,Executive VP/CFO (Non-Brd),2015-01-01,
Founders Bancorp,1474009,Founders Community Bank,1474007,Chuck Blevins,1818172,Senior VP (Non-Brd),,2011-01-01,Senior VP (Non-Brd),,2011-01-01
Founders Bancorp,1474009,Founders Community Bank,1474007,Chuck Blevins,1818172,Executive VP/Chief Risk Officer (Non-Brd),2011-01-01,,Executive VP/Chief Risk Officer (Non-Brd),2011-01-01,
Founders Bancorp,1474009,Founders Community Bank,1474007,Fred Russell,1818169,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Founders Bancorp,1474009,Founders Community Bank,1474007,Mike Patrick,1818153,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Founders Bancorp,1474009,Founders Community Bank,1474007,Richard Porter,1818147,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Founders Bancorp,1474009,Founders Community Bank,1474007,Robert Olson,1818138,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Founders Bancorp,1474009,Founders Community Bank,1474007,J Mirolla,1818123,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Founders Bancorp,1474009,Founders Community Bank,1474007,Reese Davies,1818090,President/Chief Administrative Officer (Brd) (ED),2008-01-01,2013-01-01,President/Chief Administrative Officer (Brd) (ED),2008-01-01,2013-01-01
Founders Bancorp,1474009,Founders Community Bank,1474007,Reese Davies,1818090,Director Emeritus (Non-Brd),2014-06-30,2017-01-01,Director Emeritus (Non-Brd),2014-06-30,2017-01-01
Founders Bancorp,1474009,Founders Community Bank,1474007,Reese Davies,1818090,Chief Administration Officer (Brd) (ED),2013-01-01,2014-06-30,Chief Administration Officer (Brd) (ED),2013-01-01,2014-06-30
American Bankers Association (ABA),79015,Founders Community Bank,1474007,Tom Sherman,1818051,Member,,,President/CEO (Brd) (ED),2013-01-01,2017-02-28
Founders Bancorp,1474009,Founders Community Bank,1474007,Tom Sherman,1818051,President/CEO (Brd) (ED),2013-01-01,2017-02-28,President/CEO (Brd) (ED),2013-01-01,2017-02-28
Founders Bancorp,1474009,Founders Community Bank,1474007,Tom Sherman,1818051,CEO (Brd) (ED),2007-07-05,2013-01-01,CEO (Brd) (ED),2007-07-05,2013-01-01
American Bankers Association (ABA),79015,Founders Community Bank,1474007,Reese Davies,1818090,Member,,,Director Emeritus (Non-Brd),2014-06-30,2017-01-01
Founders Bancorp,1474009,Founders Community Bank,1474007,Melodee Fontana,1047464,Vice President - Ops (Non-Brd),2014-05-01,2015-01-01,Vice President - Ops (Non-Brd),2014-05-01,2015-01-01
