from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
WALMART INC (Wal-Mart Stores Inc prior to 02/2018),33046,Chicago Community Trust (CCT),78166,Linda Wolf,334232,Independent Director (Brd) (SD),2005-06-03,2017-06-02,Executive Committee Member,,
NORTHERN TRUST CORP,22509,Chicago Community Trust (CCT),78166,Rick Waddell,332876,Chairman/President/CEO (Brd) (ED),2009-11-11,2011-10-01,Committee Member,,
Wrapports LLC,1804400,Chicago Community Trust (CCT),78166,Linda Wolf,334232,Director -  SD (Brd) (SD),,,Executive Committee Member,,
NORTHERN TRUST CORP,22509,Chicago Community Trust (CCT),78166,Rick Waddell,332876,Chairman/CEO (Brd) (ED),2017-01-01,2018-01-01,Committee Member,,
NORTHERN TRUST CORP,22509,Chicago Community Trust (CCT),78166,Rick Waddell,332876,Chairman/CEO (Brd) (ED),2011-10-01,2016-10-01,Committee Member,,
Federal Reserve Bank of Chicago,37077,Chicago Community Trust (CCT),78166,Rick Waddell,332876,Representative (Non-Brd),2015-01-01,2017-01-01,Committee Member,,
NORTHERN TRUST CORP,22509,Chicago Community Trust (CCT),78166,Rick Waddell,332876,Chairman (Brd) (ED),2018-01-01,2019-01-23,Committee Member,,
INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,Chicago Community Trust (CCT),78166,Rick Waddell,332876,Independent Director (Brd) (SD),2017-10-30,,Committee Member,,
MediaOcean (MediaBank LLC prior to 09/2011),1057810,Chicago Community Trust (CCT),78166,Linda Wolf,334232,Director -  SD (Brd) (SD),,,Executive Committee Member,,
ABBVIE INC,1921326,Chicago Community Trust (CCT),78166,Rick Waddell,332876,Independent Director (Brd) (SD),2013-01-02,,Committee Member,,
AMLI RESIDENTIAL PROPERTIES TRUST (De-listed 02/2006),2081,Chicago Community Trust (CCT),78166,Quintin Primo III,327591,Independent Trustee (Brd) (SD),1994-02-28,2002-12-31,Executive Committee Member,,
INTERFACE INC,16341,Chicago Community Trust (CCT),78166,Chris Kennedy,338406,Independent Director (Brd) (SD),2000-05-01,2016-01-01,Director -  SD,,
Jenner & Block LLP,68552,Chicago Community Trust (CCT),78166,Ted Tetzlaff,371455,Partner (Non-Brd),1982-01-01,2001-01-01,President,,
CONTINENTAL MATERIALS CORP,7799,Chicago Community Trust (CCT),78166,Ted Tetzlaff,371455,Independent Director (Brd) (SD),1981-01-01,2012-05-23,President,,
MERGE HEALTHCARE INC (Merge Technologies Inc prior to 03/2008) (De-listed 10/2015),20305,Chicago Community Trust (CCT),78166,Jim Ferro Jr,372426,Chairman (Brd) (SD),2014-11-21,2015-10-13,Director -  SD,,
MERGE HEALTHCARE INC (Merge Technologies Inc prior to 03/2008) (De-listed 10/2015),20305,Chicago Community Trust (CCT),78166,Jim Ferro Jr,372426,Chairman (Brd) (SD),2008-06-04,2013-08-26,Director -  SD,,
Wrapports LLC,1804400,Chicago Community Trust (CCT),78166,Jim Ferro Jr,372426,Chairman (Brd) (SD),2011-12-01,2016-02-01,Director -  SD,,
Jenner & Block LLP,68552,Chicago Community Trust (CCT),78166,Ted Tetzlaff,371455,Partner (Non-Brd),1973-01-01,1980-01-01,President,,
