from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
JC PENNEY CO INC,24083,National Retail Federation (NRF) (USA),36478,Mike Ullman III,7181,Chairman/CEO (Brd) (ED),2004-12-01,2011-11-01,Chairman,,
STARBUCKS CORP,29093,National Retail Federation (NRF) (USA),36478,Mike Ullman III,7181,Independent Director (Brd) (SD),2012-03-21,2016-03-23,Chairman,,
PEPSICO INC,24151,National Retail Federation (NRF) (USA),36478,Arthur Martinez,24987,Independent Director (Brd) (SD),1999-05-01,2012-05-02,Member,,
SEARS ROEBUCK & CO (De-listed 03/2005),27427,National Retail Federation (NRF) (USA),36478,Arthur Martinez,24987,Chairman/President/CEO (Brd) (ED),1995-08-01,2000-10-01,Member,,
Federal Reserve Bank of Chicago,37077,National Retail Federation (NRF) (USA),36478,Arthur Martinez,24987,Chairman (Brd) (SD),2000-01-01,2001-01-01,Member,,
Federal Reserve Bank of Chicago,37077,National Retail Federation (NRF) (USA),36478,Arthur Martinez,24987,Deputy Chairman (Brd) (SD),1997-01-01,2000-01-01,Member,,
COLGATE-PALMOLIVE CO,7293,National Retail Federation (NRF) (USA),36478,Steve Sadove,33786,Independent Director (Brd) (SD),2007-06-07,2012-01-01,Second Vice Chairman,,
COLGATE-PALMOLIVE CO,7293,National Retail Federation (NRF) (USA),36478,Steve Sadove,33786,Independent Director (Brd) (SD),2013-01-01,2015-05-08,Second Vice Chairman,,
COLGATE-PALMOLIVE CO,7293,National Retail Federation (NRF) (USA),36478,Steve Sadove,33786,Independent Director (Brd) (SD),2013-01-01,2015-05-08,First Vice Chairman,,
RUBY TUESDAY INC (De-listed 12/2017),26700,National Retail Federation (NRF) (USA),36478,Steve Sadove,33786,Independent Director (Brd) (SD),2002-10-08,2013-10-27,Second Vice Chairman,,
RUBY TUESDAY INC (De-listed 12/2017),26700,National Retail Federation (NRF) (USA),36478,Steve Sadove,33786,Independent Director (Brd) (SD),2002-10-08,2013-10-27,First Vice Chairman,,
COLGATE-PALMOLIVE CO,7293,National Retail Federation (NRF) (USA),36478,Steve Sadove,33786,Lead Independent Director (Brd) (SD),2015-05-08,,First Vice Chairman,,
BORDERFREE INC (De-listed 06/2015),2056214,National Retail Federation (NRF) (USA),36478,Steve Sadove,33786,Advisory Chairman (Non-Brd),2014-04-09,2015-06-10,Director -  SD,,
COLGATE-PALMOLIVE CO,7293,National Retail Federation (NRF) (USA),36478,Steve Sadove,33786,Lead Independent Director (Brd) (SD),2015-05-08,,Chairman,,
BORDERFREE INC (De-listed 06/2015),2056214,National Retail Federation (NRF) (USA),36478,Steve Sadove,33786,Advisory Chairman (Non-Brd),2014-04-09,2015-06-10,Chairman,,
ARAMARK (ARAMARK Holdings Corp prior to 05/2014),2022894,National Retail Federation (NRF) (USA),36478,Steve Sadove,33786,Independent Director (Brd) (SD),2013-12-12,2019-01-30,Chairman,,
RUBY TUESDAY INC (De-listed 12/2017),26700,National Retail Federation (NRF) (USA),36478,Steve Sadove,33786,Independent Director (Brd) (SD),2002-10-08,2013-10-27,Chairman,,
RUBY TUESDAY INC (De-listed 12/2017),26700,National Retail Federation (NRF) (USA),36478,Steve Sadove,33786,Lead Independent Director (Brd) (SD),2013-10-27,2016-09-13,Chairman,,
SAKS INC (De-listed 11/2013),26883,National Retail Federation (NRF) (USA),36478,Steve Sadove,33786,Chairman/CEO (Brd) (ED),2007-05-04,2013-11-04,Chairman,,
ARAMARK (ARAMARK Holdings Corp prior to 05/2014),2022894,National Retail Federation (NRF) (USA),36478,Steve Sadove,33786,Lead Independent Director (Brd) (SD),2019-01-30,2019-08-25,Director -  SD,,
JC PENNEY CO INC,24083,National Retail Federation (NRF) (USA),36478,Steve Sadove,33786,Independent Director (Brd) (SD),2013-11-04,2016-05-20,Chairman,,
COLGATE-PALMOLIVE CO,7293,National Retail Federation (NRF) (USA),36478,Steve Sadove,33786,Independent Director (Brd) (SD),2007-06-07,2012-01-01,First Vice Chairman,,
SAKS INC (De-listed 11/2013),26883,National Retail Federation (NRF) (USA),36478,Steve Sadove,33786,Chairman/CEO (Brd) (ED),2007-05-04,2013-11-04,First Vice Chairman,,
COLGATE-PALMOLIVE CO,7293,National Retail Federation (NRF) (USA),36478,Steve Sadove,33786,Independent Director (Brd) (SD),2013-01-01,2015-05-08,Director -  SD,,
JC PENNEY CO INC,24083,National Retail Federation (NRF) (USA),36478,Steve Sadove,33786,Independent Director (Brd) (SD),2013-11-04,2016-05-20,Director -  SD,,
SAKS INC (De-listed 11/2013),26883,National Retail Federation (NRF) (USA),36478,Steve Sadove,33786,Chairman/CEO (Brd) (ED),2007-05-04,2013-11-04,Director -  SD,,
PARK HOTELS & RESORTS INC,2593891,National Retail Federation (NRF) (USA),36478,Steve Sadove,33786,Independent Director (Brd) (SD),2017-01-04,,Director -  SD,,
