from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
SABA SOFTWARE INC (De-listed 04/2013),26785,Fulham Co Inc,2054452,Mike Fawkes,752839,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Alphabet Energy Inc,1872999,Fulham Co Inc,2054452,Mike Fawkes,752839,Independent Director (Brd) (SD),2012-07-12,,Director -  SD (Brd) (SD),,
Saba Software Inc,1945038,Fulham Co Inc,2054452,Mike Fawkes,752839,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Convey Computer Corporation,1344978,Fulham Co Inc,2054452,Doctor Jiong Ma,1319549,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
MC10 Inc,1792765,Fulham Co Inc,2054452,Doctor Jiong Ma,1319549,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Enerkem Inc,1054523,Fulham Co Inc,2054452,Neil Suslak,1288245,Corporate Director (Brd) (SD),2007-12-24,,Observer (Non-Brd),,
ChargePoint Inc (Coulomb Technologies Inc prior to 12/2012),1919802,Fulham Co Inc,2054452,Neil Suslak,1288245,Director -  SD (Brd) (SD),,,Observer (Non-Brd),,
Elementum SCM Inc,2060108,Lightspeed China Partners (LCP),2054461,Chris Schaepe,272322,Director -  SD (Brd) (SD),,,Managing Partner (Non-Brd),2012-01-01,
Liquidmetal Technologies Inc (Liquidmetal Technologies prior to 11/2003),1193252,Fulham Co Inc,2054452,Bob Howard-Anderson,590698,Independent Director (Brd) (SD),2013-01-31,2016-10-26,President/CEO (Brd) (ED),2013-11-01,2019-03-20
CREE INC,8220,Fulham Co Inc,2054452,Mike Bauer,448692,Global Vice President (Non-Brd),2013-02-01,2014-01-01,Vice President - Sales (Non-Brd),2014-04-01,
LSI INDUSTRIES INC,19232,Fulham Co Inc,2054452,Leonard Fernandez,1589961,Regional VP - Sales (Non-Brd),2015-07-13,,Regional VP (Non-Brd),2012-05-01,2015-01-01
Health Discovery Corp (Direct Wireless Communications Inc prior to 11/2003),9340,Stephen D Barnhill MD and Associates LLC,2054453,Doctor Steve Barnhill,752883,Chairman/Interim CEO (Brd) (ED),2012-10-21,2012-11-16,Chairman/CEO (Brd) (ED),2012-11-01,
Health Discovery Corp (Direct Wireless Communications Inc prior to 11/2003),9340,Stephen D Barnhill MD and Associates LLC,2054453,Doctor Steve Barnhill,752883,Consultant (Non-Brd),2012-11-16,2013-05-07,Chairman/CEO (Brd) (ED),2012-11-01,
REPLIGEN CORP,26081,Biopharm International Inc,2054457,Doctor Howard Levine,1257902,Vice President - Ops (Non-Brd),1992-01-01,1994-01-01,Advisory Board Member (Non-Brd),1992-01-01,
Protein Sciences Corp,465756,Biopharm International Inc,2054457,Doctor Howard Levine,1257902,Director -  SD (Brd) (SD),,,Advisory Board Member (Non-Brd),1992-01-01,
INTERGRAPH CORP (De-listed 11/2006),16348,Technip USA Inc,2054458,Maurice Tayeh,1206024,Council Member (Non-Brd),2001-01-01,2006-11-29,Senior VP/Chief Information Officer (Non-Brd),1999-12-01,2010-12-01
BAKER HUGHES A GE CO (BHGE) (Baker Hughes Inc prior to 07/2017),3415,Technip USA Inc,2054458,John Freeman,1654728,Group Counsel (Non-Brd),2008-01-01,2009-01-01,Regional Compliance Officer (Non-Brd),2009-04-01,2015-04-01
Lightspeed Venture Partners,463353,Lightspeed China Partners (LCP),2054461,Herry Han,746404,Partner (Non-Brd),2013-01-01,,Partner (Non-Brd),2013-01-01,
Lightspeed Venture Partners,463353,Lightspeed China Partners (LCP),2054461,James Mi,746392,Partner (Non-Brd),2017-01-01,,Partner (Non-Brd),2017-01-01,
Lightspeed Venture Partners,463353,Lightspeed China Partners (LCP),2054461,James Mi,746392,MD (Brd) (ED),2008-06-19,2017-01-01,MD (Brd) (ED),2008-06-19,2017-01-01
Lightspeed Venture Partners,463353,Lightspeed China Partners (LCP),2054461,Ron Cao,746382,MD (Brd) (ED),2011-11-01,2016-01-01,MD (Brd) (ED),2011-11-01,2016-01-01
Lightspeed Venture Partners,463353,Lightspeed China Partners (LCP),2054461,Ron Cao,746382,MD (Brd) (ED),2006-06-12,2011-10-01,MD (Brd) (ED),2011-11-01,2016-01-01
Greenspring Associates Inc (Montagu Newhall Associates Inc prior to 05/2010),748155,Lightspeed China Partners (LCP),2054461,Jim Lim,750037,Managing General Partner (Brd) (ED),2004-10-01,,Director -  SD (Brd) (SD),,
Kareo Inc,1934106,Lightspeed China Partners (LCP),2054461,Jim Lim,750037,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
High Alpha Inc,2337777,Lightspeed China Partners (LCP),2054461,Jim Lim,750037,Advisor (Non-Brd),2015-01-01,,Director -  SD (Brd) (SD),,
Lightspeed Venture Partners,463353,Lightspeed China Partners (LCP),2054461,Harry Wei,1127095,ED (Non-Brd),2014-01-01,2016-01-01,ED (Non-Brd),2014-01-01,2016-01-01
Lightspeed Venture Partners,463353,Lightspeed China Partners (LCP),2054461,Zhang Ju,1341387,ED (Non-Brd),2014-01-01,2015-01-01,ED (Non-Brd),2014-01-01,2015-01-01
Lightspeed Venture Partners,463353,Lightspeed China Partners (LCP),2054461,Xiang Zac,1372790,Vice President (Non-Brd),2015-01-01,2016-07-01,Vice President (Non-Brd),2015-01-01,2016-07-01
Lightspeed Venture Partners,463353,Lightspeed China Partners (LCP),2054461,Xiang Zac,1372790,Associate Partner (Non-Brd),2016-07-01,,Associate Partner (Non-Brd),2016-07-01,
Tintri Inc (Listed 06/2017),1742212,Lightspeed China Partners (LCP),2054461,Chris Schaepe,272322,Independent Director (Brd) (SD),2009-07-01,2017-06-30,Partner (Non-Brd),,
Kenandy Inc,1811486,Lightspeed China Partners (LCP),2054461,Chris Schaepe,272322,Director -  SD (Brd) (SD),,,Partner (Non-Brd),,
Plexxi Inc,1827120,Lightspeed China Partners (LCP),2054461,Chris Schaepe,272322,Director -  SD (Brd) (SD),,,Partner (Non-Brd),,
Personalis Inc (Listed 06/2019),1919261,Lightspeed China Partners (LCP),2054461,Chris Schaepe,272322,Director -  SD (Brd) (SD),,,Partner (Non-Brd),,
Tintri Inc,2839714,Lightspeed China Partners (LCP),2054461,Chris Schaepe,272322,Independent Director (Brd) (SD),2018-07-12,,Partner (Non-Brd),,
Lightspeed Venture Partners,463353,Lightspeed China Partners (LCP),2054461,Chris Schaepe,272322,Managing Partner (Brd) (ED),2012-01-01,2019-01-01,Managing Partner (Non-Brd),2012-01-01,
RIVERBED TECHNOLOGY INC (De-listed 04/2015),465157,Lightspeed China Partners (LCP),2054461,Chris Schaepe,272322,Independent Director (Brd) (SD),2002-12-01,2015-04-24,Managing Partner (Non-Brd),2012-01-01,
Delphix Corp (Seventh Shield Inc prior to 07/2008),1246286,Lightspeed China Partners (LCP),2054461,Chris Schaepe,272322,Director -  SD (Brd) (SD),,,Managing Partner (Non-Brd),2012-01-01,
Virtual Instruments Corp,1589142,Lightspeed China Partners (LCP),2054461,Chris Schaepe,272322,Director -  SD (Brd) (SD),,,Managing Partner (Non-Brd),2012-01-01,
AEROHIVE NETWORKS INC (De-listed 08/2019),2057814,Lightspeed China Partners (LCP),2054461,Chris Schaepe,272322,Independent Director (Brd) (SD),2014-03-28,2019-04-03,Managing Partner (Non-Brd),2012-01-01,
Evariant Inc,2123378,Lightspeed China Partners (LCP),2054461,Chris Schaepe,272322,Director -  SD (Brd) (SD),,,Managing Partner (Non-Brd),2012-01-01,
FORTY SEVEN INC,2833848,Lightspeed China Partners (LCP),2054461,Chris Schaepe,272322,Independent Director (Brd) (SD),2018-06-28,2019-03-28,Managing Partner (Non-Brd),2012-01-01,
Lightspeed Venture Partners,463353,Lightspeed China Partners (LCP),2054461,Sarah Fang,2091751,FD (Non-Brd),2018-01-01,,FD (Non-Brd),2012-01-01,
