from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
TITAN INTERNATIONAL INC,30780,Titan Europe Ltd (Titan Europe PLC prior to 05/2014),1903798,Paul Reitz,891108,President/CEO (Non-Brd),2017-12-05,,NED (Brd) (SD),2013-12-16,
TITAN INTERNATIONAL INC,30780,Titan Europe Ltd (Titan Europe PLC prior to 05/2014),1903798,Paul Reitz,891108,President/CEO (Brd) (ED),2017-12-05,,NED (Brd) (SD),2013-12-16,
TITAN INTERNATIONAL INC,30780,Titan Europe Ltd (Titan Europe PLC prior to 05/2014),1903798,Paul Reitz,891108,President/CEO (Non-Brd),2017-01-01,2017-12-05,NED (Brd) (SD),2013-12-16,
TITAN INTERNATIONAL INC,30780,Titan Europe Ltd (Titan Europe PLC prior to 05/2014),1903798,Paul Reitz,891108,President/CEO (Brd) (ED),2017-01-01,2017-12-05,NED (Brd) (SD),2013-12-16,
TITAN INTERNATIONAL INC,30780,Titan Europe Ltd (Titan Europe PLC prior to 05/2014),1903798,Dave Salen,1201980,Division President (Non-Brd),2010-07-01,2016-01-01,NED (Brd) (SD),2013-12-16,2014-08-26
TITAN INTERNATIONAL INC,30780,Titan Europe Ltd (Titan Europe PLC prior to 05/2014),1903798,Mike Troyanovich,1313889,General Counsel/Secretary (Non-Brd),2013-06-01,,NED (Brd) (SD),2013-12-16,
TITAN INTERNATIONAL INC,30780,Titan Europe Ltd (Titan Europe PLC prior to 05/2014),1903798,Bill Billig,448710,Independent Vice Chairman (Brd) (SD),2005-05-19,2015-06-04,Independent NED (Brd) (SD),2012-11-12,2014-01-28
TITAN INTERNATIONAL INC,30780,Titan Europe Ltd (Titan Europe PLC prior to 05/2014),1903798,Mike Akers,448631,Director -  SD (Brd) (SD),,,CEO (Brd) (ED),2012-11-12,2013-10-28
TITAN INTERNATIONAL INC,30780,Titan Europe Ltd (Titan Europe PLC prior to 05/2014),1903798,Morry Taylor Jr,448371,Chairman/CEO (Brd) (ED),2005-05-19,2016-12-29,Chairman (Independent NED) (Brd) (SD),,
WEBMD HEALTH CORP (De-listed 09/2017),734850,NovaMedica,1903805,Joseph Smith,24003,Independent Director (Brd) (SD),2009-10-23,2017-09-15,Independent Director (Brd) (SD),,2019-01-01
Celtaxsys Inc,1612658,NovaMedica,1903805,Pavel Rodiukov,2146149,Director -  SD (Brd) (SD),,,Committee Member (Non-Brd),,
PFIZER INC,24296,NovaMedica,1903805,Doctor Petra Danielsohn-Weil,2015063,Regional President (Non-Brd),2014-01-01,2017-07-01,Independent Director (Brd) (SD),2016-07-01,
INVACARE CORP,16695,NovaMedica,1903805,Doctor Petra Danielsohn-Weil,2015063,Independent Director (Brd) (SD),2018-05-17,,Independent Director (Brd) (SD),2016-07-01,
ReVision Optics Inc (Intralens Vision Inc prior to 10/2005),891163,NovaMedica,1903805,Doctor Mikhail Getman,1490868,Director -  SD (Brd) (SD),,,Vice President - Research & Development (Non-Brd),2012-01-01,2017-01-01
CoDa Therapeutics Inc,1023324,NovaMedica,1903805,Doctor Mikhail Getman,1490868,Director -  SD (Brd) (SD),,,Vice President - Research & Development (Non-Brd),2012-01-01,2017-01-01
