from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
STUART OLSON INC (Churchill Corp prior to 05/2014),643488,Law Society of Manitoba,1104191,Dave Filmon,1046887,Independent Director (Brd) (SD),2018-08-30,2019-05-22,Member,,
STUART OLSON INC (Churchill Corp prior to 05/2014),643488,Law Society of Manitoba,1104191,Dave Filmon,1046887,Independent Chairman (Brd) (SD),2019-05-22,,Member,,
CentrePort Canada Inc,1377799,Law Society of Manitoba,1104191,David Filmon,1046887,Chairman (Government Representative) (Brd) (SD),,,Member,,
CentrePort Canada Inc,1377799,Law Society of Manitoba,1104191,David Filmon,1046887,Vice Chairman (Government Representative) (Brd) (SD),,,Member,,
CentrePort Canada Inc,1377799,Law Society of Manitoba,1104191,David Filmon,1046887,Government Representative (Brd) (SD),2013-01-01,2016-04-06,Member,,
EXCHANGE INCOME CORPORATION,1700719,Law Society of Manitoba,1104191,Edward Warkentin,1201983,Independent Director (Brd) (SD),2009-07-28,,Member,,
ARTIS REAL ESTATE INVESTMENT TRUST (Westfield Real Estate Investment Trust prior to 02/2007),1817786,Law Society of Manitoba,1104191,Edward Warkentin,1201983,Independent Chairman (Brd) (SD),2006-02-01,,Member,,
BOSTON PIZZA ROYALTIES INCOME FUND,604686,Law Society of Manitoba,1104191,Paulina Hiebert,1283629,Independent Trustee (Brd) (SD),2019-06-19,,Member,,
NORTH WEST CO INC (North West Company Fund prior to 01/2011),591418,Law Society of Manitoba,1104191,Paulina Hiebert,1283629,VP/Corporate Secretary (Non-Brd),2009-11-01,2017-09-29,Member,,
Enmax Corp,742543,Law Society of Manitoba,1104191,Cliff Fryers,1260674,Chairman (Brd) (SD),2010-05-21,2011-09-15,Member,,
Enmax Corp,742543,Law Society of Manitoba,1104191,Cliff Fryers,1260674,Independent Director (Brd) (SD),2003-01-01,2010-05-21,Member,,
EXCHANGE INCOME CORPORATION,1700719,Law Society of Manitoba,1104191,Carmele Peter,1375917,President (Non-Brd),2014-07-08,,Member,,
EXCHANGE INCOME CORPORATION,1700719,Law Society of Manitoba,1104191,Carmele Peter,1375917,Chief Administrative Officer (Non-Brd),2012-11-15,2014-07-08,Member,,
NORTH WEST CO INC (North West Company Fund prior to 01/2011),591418,Law Society of Manitoba,1104191,Amanda Sutton,1530481,VP/Corporate Secretary (Non-Brd),2017-09-01,,Member,,
AMERICAN HELIUM INC (Bruin Point Helium Corp prior to 05/2018),1242365,Law Society of Manitoba,1104191,Sidney Soronow,1448236,Independent Director (Brd) (SD),2013-08-15,2017-12-08,Member,,
Borden Ladner Gervais LLP (BLG),591882,Law Society of Manitoba,1104191,Aaron Bowler,1681311,Partner (Non-Brd),2019-07-01,,Member,,
Borden Ladner Gervais LLP (BLG),591882,Law Society of Manitoba,1104191,Bill Skelly,1794744,Partner (Non-Brd),2014-02-01,2017-01-01,Member,,
McMillan LLP (McMillan Binch Mendelsohn LLP prior to 05/2008),665364,Law Society of Manitoba,1104191,Lucia Stuhldreier,1907388,Partner (Non-Brd),2016-12-01,,Member,,
NORTH WEST CO INC (North West Company Fund prior to 01/2011),591418,Law Society of Manitoba,1104191,Jennefer Nepinak,2163832,Director -  SD (Brd) (SD),,,Member,,
Burnet Duckworth & Palmer LLP (BD&P),592415,Law Society of Manitoba,1104191,Annette Lambert,2119509,Partner (Non-Brd),2009-01-01,,Member,,
Burnet Duckworth & Palmer LLP (BD&P),592415,Law Society of Manitoba,1104191,Annette Lambert,2119509,Associate (Non-Brd),2004-10-01,2008-12-01,Member,,
Kelso & Company LP,96692,GLOBAL SHIP LEASE INC,1104193,Hank Mannix III,768063,Partner/MD (Brd) (ED),2015-01-01,,Independent Director (Brd) (SD),2018-11-15,
GENERAL MARITIME CORP (De-listed 12/2008),13033,GLOBAL SHIP LEASE INC,1104193,Jeff Pribor,310369,Executive VP/CFO (Non-Brd),2005-01-01,2008-12-16,Independent Director (Brd) (SD),2008-08-01,2013-03-08
GENERAL MARITIME CORP (De-listed 11/2011),1293150,GLOBAL SHIP LEASE INC,1104193,Jeff Pribor,310369,Executive VP/CFO (Non-Brd),2008-12-22,2011-11-17,Independent Director (Brd) (SD),2008-08-01,2013-03-08
JARDEN CORP (Alltrista prior to 05/2002) (De-listed 04/2016),1539,GLOBAL SHIP LEASE INC,1104193,Michael Gross,88402,Independent Director (Brd) (SD),2007-03-26,2011-06-13,NED (Brd) (SD),2008-08-15,2008-09-01
SAKS INC (De-listed 11/2013),26883,GLOBAL SHIP LEASE INC,1104193,Michael Gross,88402,Independent Director (Brd) (SD),1994-01-01,2013-11-04,NED (Brd) (SD),2008-08-15,2008-09-01
ALTERNATIVE ASSET MANAGEMENT ACQUISITION CORP (De-listed 08/2009),1042444,GLOBAL SHIP LEASE INC,1104193,Michael Gross,88402,Director -  SD (Brd) (SD),,,NED (Brd) (SD),2008-08-15,2008-09-01
SOLAR CAPITAL LTD,1649267,GLOBAL SHIP LEASE INC,1104193,Michael Gross,88402,Chairman/President/CEO (Brd) (ED),2010-02-09,2019-06-10,Independent Director (Brd) (SD),2018-11-15,
SOLAR CAPITAL LTD,1649267,GLOBAL SHIP LEASE INC,1104193,Michael Gross,88402,Chairman/President/Co-CEO (Brd) (ED),2019-06-10,,Independent Director (Brd) (SD),2018-11-15,
SOLAR SENIOR CAPITAL LTD,1702482,GLOBAL SHIP LEASE INC,1104193,Michael Gross,88402,Chairman/President/CEO (Brd) (ED),2011-02-24,2019-06-10,Independent Director (Brd) (SD),2018-11-15,
SOLAR SENIOR CAPITAL LTD,1702482,GLOBAL SHIP LEASE INC,1104193,Michael Gross,88402,Chairman/President/Co-CEO (Brd) (ED),2019-06-10,,Independent Director (Brd) (SD),2018-11-15,
JARDEN CORP (Alltrista prior to 05/2002) (De-listed 04/2016),1539,GLOBAL SHIP LEASE INC,1104193,Michael Gross,88402,Lead Independent Director (Brd) (SD),2011-06-13,2016-04-15,Independent Chairman (Brd) (SD),2012-01-01,2018-11-15
SAKS INC (De-listed 11/2013),26883,GLOBAL SHIP LEASE INC,1104193,Michael Gross,88402,Independent Director (Brd) (SD),1994-01-01,2013-11-04,Independent Chairman (Brd) (SD),2012-01-01,2018-11-15
SOLAR CAPITAL LTD,1649267,GLOBAL SHIP LEASE INC,1104193,Michael Gross,88402,Chairman/President/CEO (Brd) (ED),2010-02-09,2019-06-10,Independent Chairman (Brd) (SD),2012-01-01,2018-11-15
SOLAR SENIOR CAPITAL LTD,1702482,GLOBAL SHIP LEASE INC,1104193,Michael Gross,88402,Chairman/President/CEO (Brd) (ED),2011-02-24,2019-06-10,Independent Chairman (Brd) (SD),2012-01-01,2018-11-15
JARDEN CORP (Alltrista prior to 05/2002) (De-listed 04/2016),1539,GLOBAL SHIP LEASE INC,1104193,Michael Gross,88402,Independent Director (Brd) (SD),2007-03-26,2011-06-13,Chairman (Brd) (SD),2008-09-01,2012-01-01
JARDEN CORP (Alltrista prior to 05/2002) (De-listed 04/2016),1539,GLOBAL SHIP LEASE INC,1104193,Michael Gross,88402,Lead Independent Director (Brd) (SD),2011-06-13,2016-04-15,Chairman (Brd) (SD),2008-09-01,2012-01-01
SAKS INC (De-listed 11/2013),26883,GLOBAL SHIP LEASE INC,1104193,Michael Gross,88402,Independent Director (Brd) (SD),1994-01-01,2013-11-04,Chairman (Brd) (SD),2008-09-01,2012-01-01
ALTERNATIVE ASSET MANAGEMENT ACQUISITION CORP (De-listed 08/2009),1042444,GLOBAL SHIP LEASE INC,1104193,Michael Gross,88402,Director -  SD (Brd) (SD),,,Chairman (Brd) (SD),2008-09-01,2012-01-01
SOLAR CAPITAL LTD,1649267,GLOBAL SHIP LEASE INC,1104193,Michael Gross,88402,Chairman/President/CEO (Brd) (ED),2010-02-09,2019-06-10,Chairman (Brd) (SD),2008-09-01,2012-01-01
SOLAR SENIOR CAPITAL LTD,1702482,GLOBAL SHIP LEASE INC,1104193,Michael Gross,88402,Chairman/President/CEO (Brd) (ED),2011-02-24,2019-06-10,Chairman (Brd) (SD),2008-09-01,2012-01-01
Tasker Products Corp (Tasker Capital Corp prior to 06/2006) (Ceased Trading 10/2008),732238,Laticrete International inc,1104194,AI Canosa,447816,Independent Director (Brd) (SD),2006-02-03,2006-09-22,Director -  SD (Brd) (SD),,
HB FULLER CO,12641,Laticrete International inc,1104194,Vernon Cox,646786,Territory Manager (Non-Brd),1999-01-01,2002-01-01,Regional Sales Manager (Non-Brd),2002-06-01,2008-04-01
Norwest Venture Partners Inc (NVP),247427,Hand in Hand,1104198,Jeff Crowe,765168,CEO-in-Residence (Non-Brd),2002-01-01,2003-12-01,Chairman,,
Norwest Venture Partners Inc (NVP),247427,Hand in Hand,1104198,Jeff Crowe,765168,General Partner (Brd) (ED),2005-01-01,2013-01-24,Chairman,,
Norwest Venture Partners Inc (NVP),247427,Hand in Hand,1104198,Jeff Crowe,765168,Managing Partner (Brd) (ED),2013-01-24,,Chairman,,
Norwest Venture Partners Inc (NVP),247427,Hand in Hand,1104198,Jeff Crowe,765168,Venture Partner (Non-Brd),2004-01-01,2005-01-01,Chairman,,
Turn Inc,662984,Hand in Hand,1104198,Jeff Crowe,765168,Director -  SD (Brd) (SD),,,Chairman,,
LendingClub Corp (SocBank Corp prior to 11/2006) (Listed 12/2014),1371872,Hand in Hand,1104198,Jeff Crowe,765168,Independent Director (Brd) (SD),2007-08-01,2014-12-11,Chairman,,
Extole Inc (TellAPal Inc prior to 08/2010),1450878,Hand in Hand,1104198,Jeff Crowe,765168,Director -  SD (Brd) (SD),,,Chairman,,
RETAILMENOT INC (De-listed 05/2017),1966854,Hand in Hand,1104198,Jeff Crowe,765168,Independent Director (Brd) (SD),2013-07-19,2017-04-27,Chairman,,
