name,name_id,dob,dod,age,gender,nationality
Christopher Liucci,344894,1968,n.a.,51,M,
Karim Virjee,344896,n.a.,n.a.,,M,Canadian
Mark Johnson,344898,1941,n.a.,78,M,
Stephen Taylor,344899,n.a.,n.a.,,M,Canadian
Bruce Taylor,344900,1956,n.a.,63,M,American
Geoff Brunsdon,344908,1958,n.a.,61,M,Australian
Russ Waterhouse,344911,n.a.,n.a.,,M,Canadian
Cindy Robinson,344918,1957,n.a.,62,F,American
Richard Colless,344919,19 Mar 1947,n.a.,72,M,Australian
Bill Grounds,344921,1956,n.a.,63,M,Australian
Ronald Emanuel,344922,1947,n.a.,72,M,American
Ron Bliwas,344926,1943,n.a.,76,M,American
Phil Welten,344929,n.a.,n.a.,,M,
Adelyn Leander,344930,1931,n.a.,88,F,American
Marc Cohen,344935,1963,n.a.,56,M,American
Ed McClammy,344936,1949,n.a.,70,M,American
Karen Bedell-Smith,344937,1960,n.a.,59,F,
Dave Clapper,344938,1951,n.a.,68,M,
James Benson,344939,1930,n.a.,89,M,American
Ken McBride,344942,1967,n.a.,52,M,American
Jamie Harper,344943,1971,n.a.,48,M,American
Craig Ogg,344944,1966,n.a.,53,M,American
Brad Jones,344945,1954,n.a.,65,M,American
Lloyd Miller III,344946,1953,n.a.,66,M,
Doctor Mohan Ananda,344947,1946,n.a.,73,M,American
Kevin Douglas III,344948,1963,n.a.,56,M,American
Jim Bortnak,344949,1968,n.a.,51,M,American
Kyle Huebner,344950,1970,n.a.,49,M,American
Professor Larry Matteson,344951,1940,n.a.,79,M,
Seth Weisberg,344952,Sep 1968,n.a.,50,M,American
Robert Olins,344953,1957,n.a.,62,M,
Clayton Cormier,344954,1933,n.a.,86,M,American
James Van Blarcom,344955,1962,n.a.,57,M,American
Doctor Claude Piaget,344957,1942,n.a.,77,M,
Jim Keisling,344958,1948,n.a.,71,M,
Larry Pfeil,344959,1942,n.a.,77,M,American
Steven Tripp,344960,1969,n.a.,50,M,American
Tim Descamps,344961,1953,n.a.,66,M,American
Doctor Dave Hakala,344962,1952,n.a.,67,M,
Ted Banzhaf,344963,1966,n.a.,53,M,
Doctor Mike Jin,344964,1964,n.a.,55,M,
Don Suh,344965,1957,n.a.,62,M,
Roger Dunbar,344966,1945,n.a.,74,M,
Je Yeun,344967,1951,n.a.,68,M,
Robert Thomas,344968,1954,n.a.,65,M,
Doctor Steve Finn,344969,1946,n.a.,73,M,American
Ed Swotek,344970,1962,n.a.,57,M,American
Ed Donnelly Jr,344971,1956,n.a.,63,M,American
Roscoe Moss Jr,344972,1931,n.a.,88,M,American
Charles MacLeod,344975,1951,n.a.,68,M,
James McLaughlin,344976,1955,n.a.,64,M,American
David Kellogg,344977,1959,n.a.,60,M,American
Lavern Roschewski,344978,09 Oct 1930,03 Oct 2014,87,F,American
Tom Kelly Jr,344980,1947,n.a.,72,M,American
Doctor Ake Almgren,344981,1946,n.a.,73,M,Swedish
Fred Drasner,344982,1943,n.a.,76,M,American
Roger Howsmon,344983,1944,n.a.,75,M,American
Chris Braun,344984,1960,n.a.,59,M,American
H Hathaway,344985,1928,n.a.,91,M,American
Mike Long,344986,1952,n.a.,67,M,
Dan Jura,344987,1952,n.a.,67,M,
Hank Long Jr,344989,1952,n.a.,67,M,American
Greg Becker,344990,1967,n.a.,52,M,
John Tugwell,344991,1964,n.a.,55,M,
W Roth,344992,1952,n.a.,67,M,American
Al Kaste,344993,1947,n.a.,72,M,
David Belluck,344994,1963,n.a.,56,M,
Ron Kaiser,344995,1953,n.a.,66,M,American
Doctor Bill Tobey,344996,1925,n.a.,94,M,
Doctor Richard Spanier,344997,1939,n.a.,80,M,
Paul Craig,344998,1957,n.a.,62,M,
Paul McLaughlin,344999,1945,n.a.,74,M,
Rob Loiterman,345000,1960,n.a.,59,M,
Steven Roth,345001,1960,n.a.,59,M,
Steve Landmann,345002,1960,n.a.,59,M,
Nathan Little,345003,1951,n.a.,68,M,
Ajay Khanna,345004,1959,n.a.,60,M,
Doctor George Collins,345005,1949,n.a.,70,M,
Bob DiCrosta,345006,1947,n.a.,72,M,
Bob Koch,345007,1961,n.a.,58,M,
John Kurdock,345008,1944,n.a.,75,M,
Doctor Douglas Olson,345009,1947,n.a.,72,M,
Joe Campbell,345011,1947,n.a.,72,M,American
Kirsten Hink,345012,1966,n.a.,53,F,
Joe Kuhn,345013,1960,n.a.,59,M,American
Mike Palkovic,345014,1957,n.a.,62,M,
Peter Chakoutis,345015,1966,n.a.,53,M,American
Patricia Delaney,345016,1958,n.a.,61,F,American
Tom Brodie,345017,1963,n.a.,56,M,American
Harry Kellogg Jr,345018,1943,n.a.,76,M,
Rich Christopher,345019,1969,n.a.,50,M,American
Jeffrey Fisher,345020,1949,n.a.,70,M,
John Hastings Jr,345021,1961,n.a.,58,M,
Mark Yale,345022,1965,n.a.,54,M,American
Vincent Thielen,345023,1960,n.a.,59,M,American
Jim Dolphin,345024,1950,n.a.,69,M,American
Bill Stasior,345025,1941,n.a.,78,M,American
Bruce Lewin,345026,1949,n.a.,70,M,American
Frederick Ulrich Jr,345027,1944,n.a.,75,M,American
Jules Fisher,345028,1954,n.a.,65,M,American
Patrick Given,345029,1944,n.a.,75,M,American
Larry Worden,345030,1952,n.a.,67,M,American
Doctor Carl Cousins,345031,1933,n.a.,86,M,American
Gerry Haak,345032,1954,n.a.,65,M,American
Mark Gabrisch,345033,1961,n.a.,58,M,
Ralph Boyd Jr,345034,07 Feb 1957,n.a.,62,M,American
Robert Scherdel,345035,1954,n.a.,65,M,American
John Hoeller,345036,1940,n.a.,79,M,American
Victor Kalafa,345037,1954,n.a.,65,M,
Alan Lasker,345038,1947,n.a.,72,M,American
Melinda Janik,345039,1957,n.a.,62,F,
George Belhumeur,345040,1946,n.a.,73,M,American
Mel Wesley,345041,1972,n.a.,47,M,American
Dan Brown,345042,1950,n.a.,69,M,American
William Fishell,345043,1955,n.a.,64,M,American
Pete Peterson VIII,345044,1937,n.a.,82,M,American
David Glimcher,345045,1953,n.a.,66,M,
Paul Conn,345048,n.a.,n.a.,,M,Australian
Romulo Pontual,345057,13 Dec 1959,n.a.,59,M,Brazilian
Mark Hughes,345063,1959,n.a.,60,M,Australian
Angela Yip,345069,1954,n.a.,65,F,American
Terry Young,345070,1947,n.a.,72,M,American
Ray Harm,345072,1950,n.a.,69,M,American
Ted Lawson,345073,1951,n.a.,68,M,American
Bennie Bray,345074,1950,n.a.,69,M,American
Tony Schulte,345077,1975,n.a.,44,M,
Jos Creuheras Margenat,345078,1957,n.a.,62,M,Spanish
William Sams,345081,1937,n.a.,82,M,American
