name,name_id,dob,dod,age,gender,nationality
Bob Kromer,332462,1950,n.a.,69,M,American
Jack Blumenstein,332463,1943,29 Feb 2012,73,M,
Jeffrey Brown,332464,1957,n.a.,62,M,American
Steven Guttman,332465,1947,n.a.,72,M,American
Charles Kim,332466,1960,n.a.,59,M,American
Luis Spinelli,332467,1948,n.a.,71,M,American
Mark Ordan,332468,1959,n.a.,60,M,American
Bob Fay,332469,1947,n.a.,72,M,American
Doctor Vittorio Fossati-Bellani,332470,1948,n.a.,71,M,American
Dennis Berman,332471,1951,n.a.,68,M,
Don Wood,332472,1960,n.a.,59,M,American
Dave Faeder,332473,1956,n.a.,63,M,American
Ronald Victor,332474,1945,n.a.,74,M,American
Nancy Herman,332475,23 Feb 1964,n.a.,55,F,American
Professor  Dr Peter Pearse,332476,1932,n.a.,87,M,Canadian
Kevin McCarthy,332477,1957,n.a.,62,M,American
Cecily Ward,332479,1947,n.a.,72,F,American
Dawn Becker,332480,1963,n.a.,56,F,American
Jeff Berkes,332481,1963,n.a.,56,M,American
Larry Finger,332482,1952,n.a.,67,M,American
Doctor Arda Minocherhomjee,332483,1954,n.a.,65,M,
Courtney Jones,332485,1959,n.a.,60,M,American
James Curran,332487,1939,n.a.,80,M,
The Hon. Jim McClure,332488,27 Dec 1924,26 Feb 2011,90,M,American
Tim Winterer,332489,1936,n.a.,83,M,
Joseph Bennett,332490,1935,n.a.,84,M,American
Jim Sabala,332491,1954,n.a.,65,M,
Mitchell Krebs,332492,1971,n.a.,48,M,
Bob Martinez,332493,1948,n.a.,71,M,American
Doctor Dieter Krewedl,332494,1944,n.a.,75,M,American
Geoff Burns,332495,1959,n.a.,60,M,Canadian
Jim Duff,332496,1944,n.a.,75,M,
Rick Grogan,332502,1953,n.a.,66,M,American
Mark Olson,332504,1964,n.a.,55,M,American
Doctor Mike Sinclair,332506,20 Dec 1942,n.a.,76,M,British
Joe DePinto,332510,1963,n.a.,56,M,American
Nizar Allibhoy,332521,1971,n.a.,48,M,American
J Vipond,332522,1946,n.a.,73,M,American
Jeffery Draime,332530,1967,n.a.,52,M,
Ed Mosel,332531,1949,n.a.,70,M,
Mark Tervalon,332533,1967,n.a.,52,M,
Kirk Lusk,332537,21 Feb 1961,n.a.,58,M,
Doctor Bruce Given,332539,1954,n.a.,65,M,
Mikel Faulkner,332541,10 Sep 1949,n.a.,69,M,British
Evan Barnett,332542,1948,n.a.,71,M,American
D Connelly,332543,1940,n.a.,79,M,American
Clay Hamlin III,332544,1944,n.a.,75,M,American
John Lamson,332545,1951,n.a.,68,M,American
John Long,332546,1956,n.a.,63,M,American
Akshaya Mehta,332547,1960,n.a.,59,M,American
David Wachtel,332549,1961,n.a.,58,M,American
