name,name_id,company,company_id,in_board,in_supervisory,role,role_start_date,role_end_date
Nancy Phillips,801076,Tulsa Regional Chamber (Tulsa Metropolitan Chamber of Commerce),2145804,No,No,Director - Development,,2015-01-01
Whitney Miller,801074,Tulsa Regional Chamber (Tulsa Metropolitan Chamber of Commerce),2145804,No,No,Manager - Development,2008-02-01,2011-10-01
Amy Huntley,801073,Tulsa Regional Chamber (Tulsa Metropolitan Chamber of Commerce),2145804,No,No,Vice President,2009-02-01,2011-11-01
Amy Huntley,801073,Tulsa Regional Chamber (Tulsa Metropolitan Chamber of Commerce),2145804,No,No,Director - Sales/Mktg,1999-01-01,2009-02-01
Tom Green,801071,Tulsa Regional Chamber (Tulsa Metropolitan Chamber of Commerce),2145804,No,No,Director - Relations,,2009-12-01
Rocky Bright,801056,Tulsa Regional Chamber (Tulsa Metropolitan Chamber of Commerce),2145804,No,No,Project Manager,2009-11-01,2013-10-01
Rocky Bright,801056,Tulsa Regional Chamber (Tulsa Metropolitan Chamber of Commerce),2145804,No,No,Director - Development,2008-03-01,2009-11-01
Kathleen Borgne,801054,Tulsa Regional Chamber (Tulsa Metropolitan Chamber of Commerce),2145804,No,No,Division Director - Sales,,
Lynda Wingo,801052,Tulsa Regional Chamber (Tulsa Metropolitan Chamber of Commerce),2145804,Yes,Yes,Director - SD,,
Lynda Wingo,801052,Tulsa Regional Chamber (Tulsa Metropolitan Chamber of Commerce),2145804,Yes,Yes,Vice Chairman,,
Steve Walton,801050,Tulsa Regional Chamber (Tulsa Metropolitan Chamber of Commerce),2145804,Yes,No,Legal Counsel/Secretary,2008-01-01,2010-01-01
Mike Vrabec,801046,Tulsa Regional Chamber (Tulsa Metropolitan Chamber of Commerce),2145804,Yes,Yes,Director - SD,,
Doctor Steadman Upham,801045,Tulsa Regional Chamber (Tulsa Metropolitan Chamber of Commerce),2145804,Yes,Yes,Director - SD,,2016-01-01
Steve Turnbo,801044,Tulsa Regional Chamber (Tulsa Metropolitan Chamber of Commerce),2145804,Yes,Yes,Director - SD,,2015-01-01
Greg Stubblefield,801043,Tulsa Regional Chamber (Tulsa Metropolitan Chamber of Commerce),2145804,Yes,Yes,Director - SD,,
David Stewart,801041,Tulsa Regional Chamber (Tulsa Metropolitan Chamber of Commerce),2145804,Yes,Yes,Director - SD,2019-01-01,
David Stewart,801041,Tulsa Regional Chamber (Tulsa Metropolitan Chamber of Commerce),2145804,Yes,No,Vice Chairman - Marketing,2014-01-01,2019-01-01
David Stewart,801041,Tulsa Regional Chamber (Tulsa Metropolitan Chamber of Commerce),2145804,Yes,Yes,Vice Chairman,,2012-01-01
Stuart Solomon,801037,Tulsa Regional Chamber (Tulsa Metropolitan Chamber of Commerce),2145804,Yes,Yes,Director - SD,2016-01-01,2018-01-01
Stuart Solomon,801037,Tulsa Regional Chamber (Tulsa Metropolitan Chamber of Commerce),2145804,Yes,Yes,Vice Chairman,2014-01-01,2016-01-01
Stuart Solomon,801037,Tulsa Regional Chamber (Tulsa Metropolitan Chamber of Commerce),2145804,Yes,Yes,Director - SD,,2013-01-01
George Singer,801036,Tulsa Regional Chamber (Tulsa Metropolitan Chamber of Commerce),2145804,Yes,Yes,Director - SD,,2015-01-01
Ray Siegfried III,801032,Tulsa Regional Chamber (Tulsa Metropolitan Chamber of Commerce),2145804,Yes,Yes,Director - SD,,2015-01-01
Stacy Schusterman,801029,Tulsa Regional Chamber (Tulsa Metropolitan Chamber of Commerce),2145804,Yes,Yes,Director - SD,,
Josh Roby,801026,Tulsa Regional Chamber (Tulsa Metropolitan Chamber of Commerce),2145804,Yes,Yes,Director - SD,2009-01-01,2013-01-01
Josh Roby,801026,Tulsa Regional Chamber (Tulsa Metropolitan Chamber of Commerce),2145804,Yes,Yes,Vice Chairman,2003-08-01,2009-01-01
Joe Robson,801024,Tulsa Regional Chamber (Tulsa Metropolitan Chamber of Commerce),2145804,Yes,Yes,Director - SD,2015-01-01,2017-01-01
Joe Robson,801024,Tulsa Regional Chamber (Tulsa Metropolitan Chamber of Commerce),2145804,Yes,Yes,Director - SD,2004-01-01,2009-01-01
Bob Poe,801022,Tulsa Regional Chamber (Tulsa Metropolitan Chamber of Commerce),2145804,Yes,Yes,Chairman,2004-01-01,
Bob Poe,801022,Tulsa Regional Chamber (Tulsa Metropolitan Chamber of Commerce),2145804,Yes,Yes,Director - SD,,
Doctor Roy Peters Jr,801019,Tulsa Regional Chamber (Tulsa Metropolitan Chamber of Commerce),2145804,Yes,Yes,Director - SD,,
Chuck Patterson,801018,Tulsa Regional Chamber (Tulsa Metropolitan Chamber of Commerce),2145804,Yes,Yes,Director - SD,1990-01-01,1992-01-01
