name,name_id,company,company_id,in_board,in_supervisory,role,role_start_date,role_end_date
David Balusek,1778564,Cathexis Oil & Gas LLC,2523277,No,No,Vice President - Ops,2012-04-01,2015-01-01
Greg Easley,1917672,Cathexis Oil & Gas LLC,2523277,No,No,Senior Engineer,2010-12-01,2014-02-01
L Beecherl IV,1109949,Cathexis Oil & Gas LLC,2523277,No,No,Operations Engineer,2011-07-01,2013-04-01
Dinesh Sheshadri,1778304,iMomentum India Ltd,2523280,No,No,Manager,2000-04-01,2001-02-01
Dinesh Sheshadri,1778304,TSP Pvt Ltd,2523281,No,No,Senior Consultant,1997-03-01,2000-03-01
Lincoln Watson,1779827,APL Plus Ltd,2523282,No,No,Director - Non-Brd,2004-03-01,2008-09-01
Professor Lawrence van Horn,1543654,Health Systems Innovation Network LLC (HSI),2523284,No,No,Principal,1998-07-29,
John van Sickle,1486248,Altima Dental Centres Inc,2523285,Yes,Yes,Director - SD,,
Doctor David Milroy,655976,Altima Dental Centres Inc,2523285,No,No,Specialist,,
Paul Murphy,766230,Altima Dental Centres Inc,2523285,Yes,Yes,Director - SD,,
John Bogert,1131111,Altima Dental Centres Inc,2523285,No,No,Chief Operations and Administration Officer,2017-06-01,
Doctor Sven Grail,1860148,Altima Dental Centres Inc,2523285,Yes,No,Chairman/CEO,1994-01-01,
Dinesh Sheshadri,1778304,Number 4 Design Inc,2523286,No,No,Various Positions,1995-09-01,1999-03-01
Laura Braslow,1779666,Righteous Research,2523291,No,No,Principal,2004-01-01,2016-01-01
Joe Grabias,1779908,Intuitive Control Systems LLC (All Traffic Solutions),2523292,Yes,Yes,Director - SD,,
Mike Farley,1988125,Intuitive Control Systems LLC (All Traffic Solutions),2523292,No,No,Vice President - Sales,2016-12-05,2018-01-01
Jim Weaver,344132,Intuitive Control Systems LLC (All Traffic Solutions),2523292,Yes,No,Chairman (Executive),2018-06-14,
Jim Weaver,344132,Intuitive Control Systems LLC (All Traffic Solutions),2523292,Yes,No,CEO,2016-07-01,2018-06-14
John Fagan,1457476,Intuitive Control Systems LLC (All Traffic Solutions),2523292,No,No,Director - Non-Brd,2016-10-01,
Tom Torzewski,1777997,Laufer Knapp Torzewski & Dalena PC,2523293,No,No,Partner,1997-01-01,2008-06-01
