name,name_id,company,company_id,in_board,in_supervisory,role,role_start_date,role_end_date
Doctor Paul Berg,47256,GILEAD SCIENCES INC,13273,Yes,Yes,Independent Director,1998-04-01,2011-05-12
Doctor John Milligan,48201,GILEAD SCIENCES INC,13273,No,No,Employee,2018-12-31,2019-02-28
Doctor John Milligan,48201,GILEAD SCIENCES INC,13273,No,No,Executive VP/CFO,2003-07-01,2007-03-09
Mark Perry,47766,GILEAD SCIENCES INC,13273,No,No,Corporate Secretary,1994-05-01,1994-07-01
Professor Doctor Jackie Barton,34673,GILEAD SCIENCES INC,13273,Yes,Yes,Independent Director,2018-01-31,
Doctor John Milligan,48201,GILEAD SCIENCES INC,13273,No,No,Vice President - Corporate Development,2000-03-01,2002-03-01
Crispin Eley,47606,GILEAD SCIENCES INC,13273,No,No,Vice President - Ops,1999-07-01,2000-11-01
Doctor John Milligan,48201,GILEAD SCIENCES INC,13273,No,No,Senior VP/CFO,2002-03-01,2003-07-01
Mark Perry,47766,GILEAD SCIENCES INC,13273,No,No,VP/General Counsel/Secretary,1994-07-01,1996-05-01
Doctor Norbert Bischofberger,47596,GILEAD SCIENCES INC,13273,No,No,Executive VP/Chief Scientific Officer,2007-03-09,2018-04-30
Doctor John Milligan,48201,GILEAD SCIENCES INC,13273,Yes,No,President/CEO,2016-03-10,2018-12-31
Doctor Nicole Onetto,47751,GILEAD SCIENCES INC,13273,No,No,Vice President - Medical Affairs,1999-07-01,2000-11-01
Doctor Jeff Bird,47971,GILEAD SCIENCES INC,13273,No,No,Division Senior VP,1998-01-01,2000-04-17
Mike Inouye,47636,GILEAD SCIENCES INC,13273,No,No,Division VP - Sales/Marketing,1995-01-01,2000-11-01
Sharon Surrey-Barbari,47811,GILEAD SCIENCES INC,13273,No,No,Vice President - Finance,1999-01-01,2000-02-01
Doctor John Milligan,48201,GILEAD SCIENCES INC,13273,No,No,COO/CFO,2008-01-17,2008-05-05
Doctor Norbert Bischofberger,47596,GILEAD SCIENCES INC,13273,No,No,Senior VP - Research,1998-01-01,2000-01-01
Doctor John Martin,47456,GILEAD SCIENCES INC,13273,Yes,No,President/CEO,1996-04-24,2008-05-07
Doctor John Milligan,48201,GILEAD SCIENCES INC,13273,No,No,COO,2008-05-05,2008-05-07
