name,name_id,company,company_id,in_board,in_supervisory,role,role_start_date,role_end_date
Doctor Ali Behbahani,1279459,NEVRO CORP,2164708,Yes,Yes,Independent Director,2014-11-06,2019-03-18
Peter Bisgaard,1298487,NEVRO CORP,2164708,Yes,Yes,Independent Director,2014-11-06,2015-03-01
Divya Ghatak,1362326,NEVRO CORP,2164708,No,No,Vice President - HR,2017-04-01,2019-01-01
Tamara Rook,1371588,NEVRO CORP,2164708,No,No,Vice President - Reimbursement,2014-11-06,2016-01-01
Doctor Brad Vale,1327570,NEVRO CORP,2164708,Yes,Yes,Independent Director,2015-03-01,
Andre Walker,1331088,NEVRO CORP,2164708,No,No,Consultant,2016-11-18,2018-12-10
Andre Walker,1331088,NEVRO CORP,2164708,No,No,Senior VP - Research & Development,2014-11-06,2016-11-18
Wesley Park,1331087,NEVRO CORP,2164708,No,No,Global Head,2014-11-06,2017-01-01
Michael Enxing,1331084,NEVRO CORP,2164708,No,No,Vice President - Sales,2016-05-01,2017-07-01
Michael Enxing,1331084,NEVRO CORP,2164708,No,No,Vice President - Sales/Mktg,2014-11-06,2016-05-01
Rami Elghandour,1331079,NEVRO CORP,2164708,No,No,Consultant,2019-03-18,
Rami Elghandour,1331079,NEVRO CORP,2164708,Yes,No,President/CEO,2016-06-01,2019-03-18
Rami Elghandour,1331079,NEVRO CORP,2164708,No,No,President,2014-11-06,2016-06-01
Lori Ciano,1012128,NEVRO CORP,2164708,No,No,Chief Human Resource Officer,2019-06-25,
Lisa Earnhardt,1129687,NEVRO CORP,2164708,Yes,Yes,Independent Director,2015-06-29,2019-05-20
Doctor Nick Pliam,767269,NEVRO CORP,2164708,Yes,Yes,Independent Director,2014-11-06,2015-06-26
Shawn McCormick,830522,NEVRO CORP,2164708,Yes,Yes,Independent Director,2014-11-06,
Michael Carter,2151202,NEVRO CORP,2164708,No,No,Vice President - Global Sales,2019-02-01,
Andrew Galligan,1091897,NEVRO CORP,2164708,No,No,CFO,2014-11-06,
Doctor Wilf Jaeger,328167,NEVRO CORP,2164708,Yes,Yes,Independent Director,2014-11-06,
Kevin O'Boyle,340940,NEVRO CORP,2164708,Yes,Yes,Independent Director,2019-03-19,
Bess Weatherman,183527,NEVRO CORP,2164708,Yes,Yes,Independent Director,2019-03-19,
D Grossman,200085,NEVRO CORP,2164708,Yes,No,Chairman/President/CEO,2019-05-20,
D Grossman,200085,NEVRO CORP,2164708,Yes,No,President/CEO,2019-03-19,2019-05-20
Mike DeMane,33924,NEVRO CORP,2164708,Yes,Yes,Lead Director,2019-05-20,
Mike DeMane,33924,NEVRO CORP,2164708,Yes,Yes,Chairman (Non-Executive),2017-01-01,2019-05-20
Mike DeMane,33924,NEVRO CORP,2164708,Yes,No,Chairman (Executive),2016-06-01,2017-01-01
Mike DeMane,33924,NEVRO CORP,2164708,Yes,No,Chairman/CEO,2014-11-06,2016-06-01
Frank Fischer,440161,NEVRO CORP,2164708,Yes,Yes,Independent Director,2019-05-20,
Frank Fischer,440161,NEVRO CORP,2164708,Yes,Yes,Presiding Independent Director,2014-11-06,2019-05-20
Patrick Schmitz,495948,NEVRO CORP,2164708,No,No,Vice President - Ops,2016-03-01,
Julie Cunningham,545361,NEVRO CORP,2164708,No,No,Vice President - Investor Relations,2019-01-01,
Jim Alecxih,531394,NEVRO CORP,2164708,No,No,Vice President - Worldwide Sales,2017-12-01,2018-07-09
Brad Gliner,508901,NEVRO CORP,2164708,No,No,Vice President - Clinical/Regulatory Affairs,2014-11-06,
Chris Christoforou,1768130,NEVRO CORP,2164708,No,No,Vice President - Research & Development,2016-07-25,
Rich Carter,1690363,NEVRO CORP,2164708,No,No,Vice President - Finance/Corporate Controller,2015-11-01,
Rich Carter,1690363,NEVRO CORP,2164708,No,No,Corporate Controller,2014-11-06,2015-11-01
Kashif Rashid,1973254,NEVRO CORP,2164708,No,No,General Counsel/Chief Compliance Officer/Corporate Secretary,2017-12-01,
Claire Smith,2008684,NEVRO CORP,2164708,No,No,Vice President,2018-03-01,
Claire Smith,2008684,NEVRO CORP,2164708,No,No,Various Positions,2014-11-06,2018-03-01
Katherine Bock,2024310,NEVRO CORP,2164708,No,No,Senior Director - Investor Relations,2014-12-01,2018-07-01
Katherine Neuenfeldt,1914233,NEVRO CORP,2164708,No,No,Vice President - Market Access,2017-06-01,
Katherine Neuenfeldt,1914233,NEVRO CORP,2164708,No,No,Head of Access,2016-06-01,2017-06-01
Katherine Neuenfeldt,1914233,NEVRO CORP,2164708,No,No,Senior Director - Marketing,2014-11-06,2016-05-01
Neeraj Teotia,1893448,NEVRO CORP,2164708,No,No,Vice President - Mktg,2016-05-01,
Neeraj Teotia,1893448,NEVRO CORP,2164708,No,No,Senior Director - Marketing,2014-12-01,2016-05-01
Neeraj Teotia,1893448,NEVRO CORP,2164708,No,No,Marketing Director,2014-11-06,2014-12-01
Juan Dewar,1078343,La Cmara de Comercio California Espaa (CSCC) (California Spain Chamber of Commerce),2164715,Yes,Yes,President,2010-06-01,
Hector Ribera,1476857,La Cmara de Comercio California Espaa (CSCC) (California Spain Chamber of Commerce),2164715,Yes,Yes,Secretary,2010-01-01,2012-01-01
Pepe Agell,1837413,La Cmara de Comercio California Espaa (CSCC) (California Spain Chamber of Commerce),2164715,Yes,Yes,Director - SD,2016-01-01,
Mike Nolet,1476968,Vino.Travel,2164716,No,No,Co-Founder,2013-12-01,2014-12-01
Paul Weaver,272502,CustomersDNA LLC,2164717,No,No,Partner,2010-07-01,
Doctor Brian Sippy,1475795,Rocky Mountain Eye Center PC,2164722,No,No,Doctor,2003-08-01,
Doctor Cristina Garmendia Mendizabal,1274359,Everis Spain SL,2164723,Yes,Yes,Independent Board Member,2012-01-01,2019-08-22
Rafael Boulet,1718310,Everis Spain SL,2164723,Yes,Yes,NED,2008-08-01,2014-01-01
Mauricio Franca,1891443,Everis Spain SL,2164723,No,No,Partner,2002-09-01,2008-01-01
Kathryn Winstanley,1480330,FRESHPET INC,2164725,No,No,Vice President - Mktg,2014-11-07,2017-03-01
Thomas Farina,1480329,FRESHPET INC,2164725,No,No,Senior VP - Sales,2014-11-07,
Stephen Macchiaverna,1480328,FRESHPET INC,2164725,No,No,Senior VP/Controller/Secretary,2014-11-07,
Michael Hieger,1480327,FRESHPET INC,2164725,No,No,Senior VP - Ops,2014-11-07,
Cathal Walsh,1480326,FRESHPET INC,2164725,No,No,Senior VP - Ops,2014-11-07,
Scott Morris,1480325,FRESHPET INC,2164725,No,No,President/COO,2016-03-09,
Scott Morris,1480325,FRESHPET INC,2164725,No,No,COO,2015-07-06,2016-03-09
Scott Morris,1480325,FRESHPET INC,2164725,No,No,Chief Marketing Officer,2014-11-07,2015-07-06
Jonathan Marlow,1480324,FRESHPET INC,2164725,Yes,Yes,Independent Director,2014-11-07,
J Basto,1480321,FRESHPET INC,2164725,Yes,Yes,Independent Director,2014-11-07,
Chris Taranto,1588428,FRESHPET INC,2164725,No,No,Vice President - Procurement,2015-07-06,
Chris Taranto,1588428,FRESHPET INC,2164725,No,No,Director - Supply Chain,2014-11-07,2015-07-06
Lisa Barrette,1588427,FRESHPET INC,2164725,No,No,Vice President - Business Development,2015-07-06,
Steve Weise,1588425,FRESHPET INC,2164725,No,No,Executive VP - Manufacturing,2015-07-06,
Liliana Bolton,1599734,FRESHPET INC,2164725,No,No,Vice President - Sales,2014-11-07,2016-01-01
DeDe Priest,1287535,FRESHPET INC,2164725,Yes,Yes,Independent Director,2018-09-27,
Billy Cyr,1123171,FRESHPET INC,2164725,Yes,No,CEO,2016-09-20,
Billy Cyr,1123171,FRESHPET INC,2164725,No,No,CEO,2016-09-06,2016-09-20
Craig Steeneck,801643,FRESHPET INC,2164725,Yes,Yes,Independent Director,2014-11-07,
Eddie Young,1884920,FRESHPET INC,2164725,No,No,Senior VP - Sales,2017-03-27,
Doctor Gerardo Perez-Camargo,2016461,FRESHPET INC,2164725,No,No,Vice President - Research & Development,2018-05-14,
Chris Harned,27421,FRESHPET INC,2164725,Yes,Yes,Independent Director,2014-11-07,2018-12-04
Daryl Brewster,42546,FRESHPET INC,2164725,Yes,Yes,Independent Director,2014-11-07,
Walt George III,270970,FRESHPET INC,2164725,Yes,Yes,Independent Director,2014-11-07,
Dick Kassar,220271,FRESHPET INC,2164725,No,No,CFO,2014-11-07,
Rich Thompson,201332,FRESHPET INC,2164725,No,No,Consultant,2016-07-01,2017-11-07
Rich Thompson,201332,FRESHPET INC,2164725,Yes,No,CEO,2014-11-07,2016-07-01
Doctor Larry Coben,340609,FRESHPET INC,2164725,Yes,Yes,Independent Director,2014-11-07,
Rob King,535217,FRESHPET INC,2164725,Yes,Yes,Independent Director,2014-11-07,
Jacki Kelley,556362,FRESHPET INC,2164725,Yes,Yes,Independent Director,2019-02-01,
Charles Norris,377217,FRESHPET INC,2164725,Yes,Yes,Independent Chairman,2014-11-07,
John Speranza,2152308,FRESHPET INC,2164725,No,No,Vice President - Mktg,2016-05-01,
Willie Everett,2205826,FRESHPET INC,2164725,No,No,General Manager,2019-08-22,
Lynn Bingham,2205825,FRESHPET INC,2164725,No,No,Vice President - Process Development,2019-08-22,
Lynn Lye,1480334,FRESHPET INC,2164725,No,No,Vice President - Research & Development,2014-11-07,2017-03-01
Frohman Anderson,1265976,Empire Scaffold Holdings LLC,2164726,Yes,Yes,Director - SD,,
Barry Kupferberg,1955175,Trilogy Capital Management LLC,2164730,No,No,COO,2004-01-01,
Jeremy Garber,1477212,Trilogy Capital Management LLC,2164730,No,No,COO,2012-01-01,2014-06-01
Jeremy Garber,1477212,Adirondack Community Action Programs Inc,2164731,No,No,COO/General Counsel,1996-01-01,1999-01-01
Alistair Macdonald,1480344,INC Research Holdings Inc (Listed 11/2014),2164732,No,No,COO,2013-01-01,2014-11-07
Douglas Kratz,627960,TRIUMPH BANCORP INC,2164751,Yes,Yes,Director - SD,2014-11-07,2016-01-01
Alistair Macdonald,1480344,INC Research Holdings Inc (Listed 11/2014),2164732,No,No,Division President,2012-03-01,2013-01-01
Alistair Macdonald,1480344,INC Research Holdings Inc (Listed 11/2014),2164732,No,No,Division Executive VP,2011-02-01,2012-03-01
Lori Dorer,1538024,INC Research Holdings Inc (Listed 11/2014),2164732,No,No,Senior Director - Corporate Communications,2013-08-01,2014-11-07
Lori Dorer,1538024,INC Research Holdings Inc (Listed 11/2014),2164732,No,No,Director - Corporate Communication,2011-07-01,2013-08-01
Jean Chitwood,1538022,INC Research Holdings Inc (Listed 11/2014),2164732,No,No,Senior VP - Corporate Strategy,2010-08-13,2014-11-07
Neil Ferguson,1538021,INC Research Holdings Inc (Listed 11/2014),2164732,No,No,Executive VP - Business Development,2012-07-01,2014-11-07
Steve Faraone,1277203,INC Research Holdings Inc (Listed 11/2014),2164732,Yes,Yes,Director - SD,2011-12-01,2014-11-07
Chris Gaenzle,1331683,INC Research Holdings Inc (Listed 11/2014),2164732,No,No,Chief Administrative Officer/General Counsel/Secretary,2013-08-01,2014-11-07
Chris Gaenzle,1331683,INC Research Holdings Inc (Listed 11/2014),2164732,No,No,General Counsel/Secretary,2012-04-01,2013-08-01
Jamie Macdonald,1109557,INC Research Holdings Inc (Listed 11/2014),2164732,Yes,No,CEO,2013-01-01,2014-11-07
Jamie Macdonald,1109557,INC Research Holdings Inc (Listed 11/2014),2164732,No,No,COO,2011-07-12,2013-01-01
Chris Hill,2033066,INC Research Holdings Inc (Listed 11/2014),2164732,No,No,Various Positions,2013-08-01,2014-11-07
Purvesh Patel,1987731,INC Research Holdings Inc (Listed 11/2014),2164732,No,No,Senior Corporate Counsel,2014-07-01,2014-11-07
Purvesh Patel,1987731,INC Research Holdings Inc (Listed 11/2014),2164732,No,No,Corporate Counsel,2014-02-01,2014-07-01
Jason Meggs,1969052,INC Research Holdings Inc (Listed 11/2014),2164732,No,No,Senior VP - Finance,2014-06-01,2014-11-07
Tara Fitzgerald,540494,INC Research Holdings Inc (Listed 11/2014),2164732,No,No,Executive VP,2013-04-01,2014-11-07
Tara Fitzgerald,540494,INC Research Holdings Inc (Listed 11/2014),2164732,No,No,Various Positions,2011-05-01,2013-04-01
Greg Rush,499222,INC Research Holdings Inc (Listed 11/2014),2164732,No,No,Executive VP/CFO,2013-08-06,2014-11-07
Charles Harwood Jr,1480348,INC Research Holdings Inc (Listed 11/2014),2164732,Yes,Yes,Independent Director,2010-09-01,2014-11-07
