name,name_id,company,company_id,in_board,in_supervisory,role,role_start_date,role_end_date
Alex Waldron,1535686,Pear Therapeutics Inc,2313763,No,No,Chief Strategy Officer,2019-03-01,
Alex Waldron,1535686,Pear Therapeutics Inc,2313763,No,No,Chief Commercial Officer,2017-08-01,2019-03-01
Tim Petersen,1330492,Pear Therapeutics Inc,2313763,Yes,Yes,Director - SD,2016-02-01,
Antoun Nabhan,1332759,Pear Therapeutics Inc,2313763,No,No,Vice President - Corporate Development,2017-09-01,
Doctor Magali Haas,1253181,Pear Therapeutics Inc,2313763,No,No,Advisor,,
Patrick Kennedy,1253665,Pear Therapeutics Inc,2313763,No,No,Advisory Chairman,,
Ronan O'Brien,1318337,Pear Therapeutics Inc,2313763,No,No,VP/General Counsel/Secretary,2018-03-01,
Chris Lento,1314284,Pear Therapeutics Inc,2313763,No,No,Vice President - Commercial Ops,2016-01-01,2018-11-01
Andy Schwab,1297016,Pear Therapeutics Inc,2313763,Yes,Yes,Director - SD,2015-03-01,
Doctor Bill Greene,763843,Pear Therapeutics Inc,2313763,No,No,Co-Founder,2013-01-01,
Jamil Beg,767288,Pear Therapeutics Inc,2313763,No,No,Observer,2018-01-01,
Jade Li,1980076,Pear Therapeutics Inc,2313763,No,No,Director - Corporate Strategy,2017-11-01,
David Amor,1980075,Pear Therapeutics Inc,2313763,No,No,Vice President - Regulatory Affairs/Quality,2017-08-01,
Jeremy Gilbert,2014385,Pear Therapeutics Inc,2313763,No,No,Chief Product Officer,2018-02-01,
Amanda Galgay,2093944,Pear Therapeutics Inc,2313763,No,No,Senior Director - Investor Relations/Corporate Communications,2018-03-01,
Valerie Sullivan,2093942,Pear Therapeutics Inc,2313763,No,No,VP/General Manager,2018-05-01,
Brooke Paige,2093940,Pear Therapeutics Inc,2313763,No,No,Vice President - Alliance Management,2018-03-01,
Gordon Kass,2093939,Pear Therapeutics Inc,2313763,No,No,Vice President - Software Engineering,2018-05-01,
Robin Jolliffe,2093935,Pear Therapeutics Inc,2313763,No,No,Vice President - Mktg,2018-01-01,
HJ Hongjie,2093925,Pear Therapeutics Inc,2313763,Yes,Yes,Director - SD,2017-12-01,
John Crosland,1935796,Pear Therapeutics Inc,2313763,No,No,Vice President - Market Access,2018-01-01,
John Crosland,1935796,Pear Therapeutics Inc,2313763,No,No,ED - Non-Brd,2017-07-01,2018-01-01
Heather Schapiro,1935807,Pear Therapeutics Inc,2313763,No,No,Head of Data Science,2017-07-01,
David Zuckerman,1877942,Pear Therapeutics Inc,2313763,No,No,Director - Customer Engagement,2017-01-01,
David Zuckerman,1877942,Pear Therapeutics Inc,2313763,No,No,Associate,2015-04-01,2017-01-01
Phu Trinh,1877957,Pear Therapeutics Inc,2313763,No,No,Director - Compliance,2016-08-01,2018-07-01
Phu Trinh,1877957,Pear Therapeutics Inc,2313763,No,No,Product Manager,2015-06-01,2016-08-01
Jason Ma,1877956,Pear Therapeutics Inc,2313763,No,No,Director - Software Development,2017-12-01,
Jason Ma,1877956,Pear Therapeutics Inc,2313763,No,No,Technical Director,2016-11-01,2017-12-01
Jason Ma,1877956,Pear Therapeutics Inc,2313763,No,No,Senior Engineer,2015-06-01,2016-10-01
John Harris,1877677,Pear Therapeutics Inc,2313763,No,No,Observer,2016-01-01,
Zack Lynch,1877674,Pear Therapeutics Inc,2313763,Yes,Yes,Director - SD,2016-02-01,
Zack Lynch,1877674,Pear Therapeutics Inc,2313763,No,No,Advisor,,2016-02-01
Doctor Yuri Maricich,1877668,Pear Therapeutics Inc,2313763,No,No,Chief Medical Officer/Head of Division,2018-01-01,
