name,name_id,company,company_id,in_board,in_supervisory,role,role_start_date,role_end_date
Ron Sedlacek,1012344,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Of Counsel,2006-08-01,
Kathy Bader,1008440,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Director - Tax,2013-02-01,
Beverly Propst,1000213,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Associate,1997-01-01,2000-01-01
Doctor Tim Nettesheim,1082606,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Managing Partner,2016-08-01,2017-02-01
Niki Theophilus,1086380,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Partner,1999-01-01,2006-04-01
The Hon. Bob Eckels,1079496,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Partner,2019-01-28,
Michelle Mapes,1053859,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Partner,2008-01-01,2009-09-01
Michelle Mapes,1053859,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,General Counsel,2006-09-01,2008-01-01
David Hill,1049229,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Attorney,,
Timothy Klink,1853812,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Associate Attorney,2006-05-01,2007-07-01
Jane Fedder,1853787,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Partner,2002-09-01,2013-08-01
Morgan Jones,1844797,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Associate,2006-10-01,2010-10-01
Jen Dlugosz,1851508,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Partner,2017-01-01,
Jen Dlugosz,1851508,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Associate,2015-02-01,2017-01-01
Julie Sullivan,1851498,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Partner,2017-01-01,2018-08-01
Julie Sullivan,1851498,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Associate,2015-04-09,2017-01-01
Chalon Clark,1851494,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Partner,2017-01-01,
Chalon Clark,1851494,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Associate,2008-09-01,2017-01-01
Elise Senti,1851440,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Partner,2017-01-01,
Elise Senti,1851440,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Associate,2005-01-01,2017-01-01
Ernesto Segura,1851439,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Partner,2017-01-01,
Ernesto Segura,1851439,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Attorney,2008-09-01,2017-01-01
Ernesto Segura,1851439,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Clerk,2006-05-01,2008-09-01
Andy Crossett,1851429,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Partner,2017-01-01,
Andy Crossett,1851429,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Associate,2013-04-30,2017-01-01
Nicholas Logothetis,1850022,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Assistant,2007-01-01,2008-01-01
John Golwen,1845147,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Partner,1997-07-01,2004-08-01
Mike Riopel,1859794,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Associate,2017-09-01,
Chris Koster,1863990,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Attorney,1993-01-01,1994-01-01
Charity Elmer,1862753,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Attorney,,
Phil Gallas,1861961,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Partner,2008-11-01,2010-12-01
Robert Witcher,1821073,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Partner,1996-01-01,2008-04-01
Christine Prill,1831194,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Attorney,2006-01-01,2010-01-01
William Sultemeier IV,1837553,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Associate,1996-01-01,1998-01-01
Steve Tumbush,1781313,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Partner,2015-06-01,
Lynda Templen,1781308,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Partner,2005-08-01,
Rich Silverthorn,1781306,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Partner,1991-01-01,
Andy Schlidt III,1781304,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Partner,2016-07-01,2018-01-01
Jim Lowe,1781299,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Senior Counsel,2017-01-01,
Jim Lowe,1781299,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Partner,2016-07-01,2017-01-01
Eric Lenzen,1781296,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Partner,,
Phil Koutnik,1781294,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Partner,2016-01-01,
Paul Karch,1781292,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Partner,2016-07-01,
Katie Giannasi,1781290,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Partner,2016-01-01,
Katie Giannasi,1781290,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Associate,2008-07-01,2016-01-01
Dan Gentges,1781286,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Partner,2016-07-01,
Bill Gardner,1781284,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Partner,2016-07-01,
Wilhelmi Chartre,1781280,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Partner,2016-07-01,
John Carper,1781204,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Senior Advisor,2018-01-01,
John Carper,1781204,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,COO,2014-01-01,2017-12-01
John Carper,1781204,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Co-COO,2001-12-01,2014-01-01
Jack Enea,1781168,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Managing Partner,2016-08-01,
Mindi Giftos,1781166,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Managing Partner,2016-05-01,
M Holland,1779957,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Partner,2019-01-01,
Angela Quinn,1781157,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Chief Client Officer,2017-07-01,
Angela Quinn,1781157,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Director - Ops,2012-10-01,2017-06-01
Angela Quinn,1781157,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Partner,2000-08-01,2012-09-01
Jenny Schwendemann,1781155,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Director - Risk Management,2005-08-01,2017-01-01
Karen Tidwall,1781154,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Partner,2016-07-01,
Gene Summerlin,1781152,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Partner,2012-07-02,
Mary Stuart,1781149,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Partner,2014-09-01,2019-01-01
Mary Stuart,1781149,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,Yes,No,Managing Partner,2008-09-01,2014-09-01
Dwayne Stanley,1781145,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Partner,2005-09-01,
Michele Sowers,1781142,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Senior Counsel,2018-01-01,
Michele Sowers,1781142,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Partner,2004-11-01,2018-01-01
Mark Smith,1781138,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Partner,1996-01-01,
Carrie English,1787558,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Chief Diversity Inclusion & Professional Development Officer,2018-01-01,
Carrie English,1787558,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Chief Talent Officer,2015-01-01,2017-12-01
Carrie English,1787558,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Director - Recruiting,2011-05-01,2015-01-01
Megan Scheiderer,1780892,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Partner,2016-01-01,
Megan Scheiderer,1780892,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Attorney,2006-09-01,2016-01-01
Afton Sands-Puryear,1780891,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Partner,2016-01-01,2018-06-01
Afton Sands-Puryear,1780891,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Attorney,2013-07-01,2016-01-01
Michael Hayes,1780885,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Partner,2016-07-01,
Paul Cranley,1780867,Husch Blackwell LLP (Husch Blackwell Sanders LLP prior to 08/2010),2158531,No,No,Partner,2016-07-01,
