name,name_id,company,company_id,in_board,in_supervisory,role,role_start_date,role_end_date
Kristen Martini,1776984,US District Court District of Nevada,1244591,No,No,Extern,,
Meng Zhong,1774179,US District Court District of Nevada,1244591,No,No,Extern,2008-06-01,2008-07-01
Brian Blakley,1774068,US District Court District of Nevada,1244591,No,No,Clerk,2013-08-01,2014-08-01
Brian Blakley,1774068,US District Court District of Nevada,1244591,No,No,Extern,2011-04-01,2011-06-01
Tim Lukas,1769567,US District Court District of Nevada,1244591,No,No,Clerk,1992-01-01,1993-01-01
Fritz Battcher,1769165,US District Court District of Nevada,1244591,No,No,Clerk,1998-01-01,1999-01-01
Gretchen Ramos,1766510,US District Court District of Nevada,1244591,No,No,Clerk,1997-08-01,1999-08-01
Chris Smith,1795553,US District Court District of Nevada,1244591,No,No,Clerk,1998-09-01,1999-08-01
Lou Bubala III,1795384,US District Court District of Nevada,1244591,No,No,Clerk,2002-01-01,2005-08-01
Erica Nannini,1838721,US District Court District of Nevada,1244591,No,No,Extern,2013-06-01,2013-08-01
Gavin Martinson,1830169,US District Court District of Nevada,1244591,No,No,Clerk,2005-01-01,2007-01-01
S Young,1827065,US District Court District of Nevada,1244591,No,No,Extern,1992-01-01,1992-01-01
James Kohl,1824930,US District Court District of Nevada,1244591,No,No,Mediator,2014-11-01,
Alisa Nave-Worth,1845041,US District Court District of Nevada,1244591,No,No,Clerk,2004-08-01,2006-08-01
David Dornak,1847051,US District Court District of Nevada,1244591,No,No,Clerk,,
Jen Taylor,1842587,US District Court District of Nevada,1244591,No,No,Clerk,,
Courtney O'Mara,1845334,US District Court District of Nevada,1244591,No,No,Clerk,2006-08-01,2007-08-01
Kristopher Reed,1860613,US District Court District of Nevada,1244591,No,No,Clerk,2004-08-01,2005-09-01
Sallie Armstrong,1860097,US District Court District of Nevada,1244591,No,No,Clerk,1981-01-01,1982-01-01
Nick Sorensen,1711329,US District Court District of Nevada,1244591,No,No,Clerk,1987-01-01,1988-01-01
John Mowbray,1709625,US District Court District of Nevada,1244591,No,No,Judicial Clerk,1976-08-01,1978-07-01
Mary Morgan,1709624,US District Court District of Nevada,1244591,No,No,Representative,,
Gavin Hill,1705803,US District Court District of Nevada,1244591,No,No,Clerk,1996-06-01,1997-06-01
James Jones,1673286,US District Court District of Nevada,1244591,No,No,Clerk,2003-08-01,2004-08-01
