name,name_id,company,company_id,in_board,in_supervisory,role,role_start_date,role_end_date
Bradley Case,1633569,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Partner,1998-03-01,
Bill Jividen,1633071,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Partner,2008-01-01,
William Jernigan Jr,1633066,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Of Counsel,2019-01-01,
PJ Murray III,1636161,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Partner,2007-03-01,2016-02-01
Laura Harrelson,1632449,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Partner,,
David Treacy,1636430,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Associate,2005-11-02,2011-01-01
Chuck Ticknor III,1636425,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Managing Partner,2012-01-06,2017-01-01
Chuck Ticknor III,1636425,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Partner,2017-01-01,
Fred Caspar,1633580,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Partner,2008-01-01,2014-01-28
Brian Tent,1636415,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Partner,2012-01-01,
Jim Cleveland III,1634902,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Of Counsel,2019-01-01,
John Chau,1633595,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Partner,2015-09-01,2018-04-01
Bobby Rives IV,1633101,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Of Counsel,2011-09-01,2015-01-01
Allan Daily,1636345,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Associate,2010-07-30,2015-01-28
Mike Dailey,1636341,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Partner,2008-01-01,
Jill Endicott,1638947,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Partner,2009-09-01,
David Black,1632170,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Partner,2010-01-01,
JH Mahaney II,1633601,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Partner,2015-02-01,
Randy Whitlatch,1632236,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Associate,2008-10-01,2015-01-01
Geof Oberhaus,1636168,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Attorney,1998-09-01,2007-01-18
Bill Snider III,1635747,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Of Counsel,2017-01-01,2018-01-01
Chris Elswick,1638945,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Partner,2013-01-01,
Bill Snider III,1635747,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Partner,2015-02-01,2017-01-01
Geof Oberhaus,1636168,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Partner,2007-01-18,
Brian Moore,1636159,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Of Counsel,2008-09-01,2011-01-01
Chris Benintendi,1632141,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Partner,2018-01-01,
Ed Cavezza,1633588,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Partner,2014-03-01,
Lynda Roesch,1633110,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Partner,,
Rich O'Halloran,1636172,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Managing Partner,2012-01-01,
Jason Nutzman,1636167,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Attorney,2011-12-06,2014-01-01
Kevin Nelson,1636166,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Partner,2015-02-01,
Chris Muth,1636163,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Partner,2010-04-23,2016-12-01
Thomas Murray,1636162,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Partner,2015-01-01,
Grahmn Morgan,1636160,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Associate,2002-03-01,2009-01-01
David Monohan,1636157,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Of Counsel,2018-01-01,
Kevin McMurray,1939265,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Associate,1994-10-01,1996-05-01
David Monohan,1636157,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Partner,,2018-01-01
R Meyer,1636151,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Managing Partner,2017-01-10,2018-01-01
Michael Merrick,1636150,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Partner,2013-01-03,2018-01-01
Seth Schwartz,1635063,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Partner,2011-01-01,
Douglas Sprinkle,1635750,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Partner,,2019-03-01
Robert Croft Jr,1636317,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Associate,2011-10-11,2015-01-08
Douglas Sprinkle,1635750,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Of Counsel,2019-03-01,2019-01-01
Joanne Schreiner,1635059,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Partner,1998-11-01,
David Whaley,1632228,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Associate,2003-09-01,2013-01-01
John Reed,1632169,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Partner,2009-01-01,
Denise Everett,1638949,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Attorney,2001-01-01,2010-01-01
Denise Everett,1638949,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Partner,2010-01-01,2019-01-01
Milton Spurlock,1635753,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Partner,,
Joshua Heinlein,1632459,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Partner,2015-11-01,2017-09-01
Brian Moore,1636159,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Partner,2011-01-01,
Dick Clay,1634899,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,Yes,No,Partner,2015-01-27,2018-01-01
Jason Wejnert,1632216,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Partner,2014-08-01,2017-11-01
Peter Draugelis,1637280,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Associate,2005-11-02,2011-01-01
Brad Evers,1638953,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Partner,2007-01-01,
Marshall Berman,1632145,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Of Counsel,2017-01-01,2018-01-01
Denise Everett,1638949,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Of Counsel,2019-01-01,
Ralph Heyman,1632461,Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,No,No,Of Counsel,2017-01-01,
