name,name_id,company,company_id,in_board,in_supervisory,role,role_start_date,role_end_date
Charles Davidson,1051271,Joseph E Seagram & Sons Ltd,44214,No,No,Manager - Ops,1996-02-01,1999-05-01
Scott Treiber,881154,Joseph E Seagram & Sons Ltd,44214,No,No,Consultant,1991-10-01,1995-09-01
Gabor Jellinek,606230,Joseph E Seagram & Sons Ltd,44214,Yes,Yes,Chairman,1991-01-01,1999-01-01
Miguel Klingenberg,1258977,Armero,44218,No,No,Partner,,
Lutz Lingnau,23067,Medrad Inc,44219,Yes,Yes,Chairman,,
Sandi Peterson,68012,Medrad Inc,44219,Yes,Yes,Chairman,,
Shawn McCarrey,341948,Medrad Inc,44219,No,No,Regional Executive VP,2009-01-01,2011-01-01
Bob Dutcher,341076,Medrad Inc,44219,No,No,Strategic Advisor,2009-04-01,2011-03-01
Bob Dutcher,341076,Medrad Inc,44219,Yes,No,Division President/CEO,2008-04-01,2009-03-01
Doctor Doc Heilman,275104,Medrad Inc,44219,Yes,Yes,Director - SD,1964-01-01,1985-01-01
Tom Witmer,201311,Medrad Inc,44219,Yes,Yes,Director - SD,1998-07-01,
Tom Witmer,201311,Medrad Inc,44219,Yes,No,President/CEO,1981-11-01,1998-07-01
Bob Wood Jr,447861,Medrad Inc,44219,No,No,Sales Representative,1984-01-01,1987-01-01
Charles Cohen,344321,Medrad Inc,44219,Outside,Yes,Director - SD,1993-01-01,1995-01-01
Jules Fisher,345028,Medrad Inc,44219,No,No,Vice President - Services,2008-01-01,2011-12-01
Grey Bradley,2187157,Medrad Inc,44219,No,No,Counsel,1997-06-01,2010-12-01
Julie Coletti,2174159,Medrad Inc,44219,No,No,Chief Legal Officer/Corporate Secretary,2007-01-01,2013-01-01
Alan Connor,2144522,Medrad Inc,44219,No,No,Director - Supply Chain,1999-09-01,2004-01-01
Alan Connor,2144522,Medrad Inc,44219,No,No,Director - Global Marketing,2005-03-01,2009-05-01
Alan Connor,2144522,Medrad Inc,44219,No,No,Director - Manufacturing,2004-01-01,2005-03-01
Laura Taylor,2124130,Medrad Inc,44219,No,No,Manager,2007-08-01,2011-05-01
Tom Cunningham,2114889,Medrad Inc,44219,No,No,Project Manager,2002-01-01,2004-01-01
Tom Cunningham,2114889,Medrad Inc,44219,No,No,Director - Design,2005-01-01,2009-01-01
Rob Yelley,1778648,Medrad Inc,44219,No,No,Various Positions,,
Dennis Durmis,1853093,Medrad Inc,44219,No,No,Marketing Director,2004-12-01,2007-09-01
Dennis Durmis,1853093,Medrad Inc,44219,No,No,Director - Ops,2002-08-01,2004-11-01
Dennis Durmis,1853093,Medrad Inc,44219,No,No,Finance Manager,2000-04-01,2001-07-01
Dennis Durmis,1853093,Medrad Inc,44219,No,No,Division FD,2001-08-01,2002-08-01
Dennis Durmis,1853093,Medrad Inc,44219,No,No,ED,2007-10-01,2011-02-01
Lance Fusacchia,1677589,Medrad Inc,44219,No,No,Financial Officer,1984-11-01,1990-08-01
Jeanne Iasella,2042441,Medrad Inc,44219,No,No,Chief Information Officer,2006-09-01,2009-07-01
Spoon Weatherspoon,2040952,Medrad Inc,44219,No,No,Various Positions,,
Jeanne Iasella,2042441,Medrad Inc,44219,No,No,ED - Mergers & Acquisitions,2009-07-01,2011-02-01
Jeanne Iasella,2042441,Medrad Inc,44219,No,No,ED - Corporate Development,2011-02-01,2013-11-01
Maggie Frey,1960422,Medrad Inc,44219,No,No,Senior Manager - Strategy,2009-07-01,2011-10-01
Maggie Frey,1960422,Medrad Inc,44219,No,No,Manager,2008-09-01,2009-07-01
Maggie Frey,1960422,Medrad Inc,44219,No,No,Senior Manager,2011-10-01,2013-02-01
Scott Jubeck,1960424,Medrad Inc,44219,No,No,Intern,2007-05-01,2007-08-01
Doctor Evan Facher,1265686,Medrad Inc,44219,No,No,Various Positions,2007-02-01,2012-05-01
Anthony Cinalli,1285864,Medrad Inc,44219,No,No,Various Positions,2000-10-01,2011-12-01
Adam Hahn,1297152,Medrad Inc,44219,No,No,Various Positions,1998-01-01,2001-01-01
Pete Vaillant,1393221,Medrad Inc,44219,No,No,Director - Manufacturing,2009-01-01,2012-05-01
Sam Liang,1390901,Medrad Inc,44219,No,No,Global Head,2012-01-01,2013-10-01
Sam Liang,1390901,Medrad Inc,44219,No,No,President/CEO,2010-01-01,2012-01-01
Keith Young,1379260,Medrad Inc,44219,No,No,HR Manager,2007-01-01,2008-11-01
Diane Watson,1379242,Medrad Inc,44219,No,No,General Manager,2006-09-01,2010-12-01
Diane Watson,1379242,Medrad Inc,44219,Yes,No,Chief Information Officer,2000-02-01,2006-09-01
Jim Machek,1321531,Medrad Inc,44219,No,No,Various Positions,,
Les Stewart,1400296,Medrad Inc,44219,No,No,Various Positions,2003-01-01,2011-01-01
Les Stewart,1400296,Medrad Inc,44219,No,No,Regional Director - Sales,2001-01-01,2003-01-01
Les Stewart,1400296,Medrad Inc,44219,No,No,Various Positions,1991-01-01,1998-01-01
Les Stewart,1400296,Medrad Inc,44219,No,No,Director - Supply Chain,1998-01-01,2001-01-01
Gary Bucciarelli,1617242,Medrad Inc,44219,No,No,Vice President - HR,1996-01-01,2002-01-01
Gary Bucciarelli,1617242,Medrad Inc,44219,No,No,Treasurer,1993-01-01,1996-01-01
Doug Descalzi,1617248,Medrad Inc,44219,No,No,Program Director,2002-03-01,2004-01-01
Gary Bucciarelli,1617242,Medrad Inc,44219,No,No,Senior VP/Chief Administrative Officer,2007-01-01,2010-01-01
Gary Bucciarelli,1617242,Medrad Inc,44219,No,No,Vice President - Finance,2002-01-01,2004-01-01
Kraig McEwen,1617246,Medrad Inc,44219,No,No,Director - Business Development,2000-08-01,2004-01-01
Gary Bucciarelli,1617242,Medrad Inc,44219,No,No,Senior VP - Strategy,2004-01-01,2007-01-01
Doug Descalzi,1617248,Medrad Inc,44219,No,No,ED - Product Development,2004-01-01,2008-12-01
Kraig McEwen,1617246,Medrad Inc,44219,No,No,Senior VP,2004-01-01,2010-12-01
John Friel,1585715,Medrad Inc,44219,No,No,VP/Treasurer,1987-01-01,1989-01-01
Doctor Guy Ezekiel,1538192,Medrad Inc,44219,No,No,Division Director - Marketing,2001-01-01,2006-01-01
John Friel,1585715,Medrad Inc,44219,No,No,Vice President - Corporate Planning,1986-01-01,1987-01-01
John Friel,1585715,Medrad Inc,44219,No,No,Executive VP - Sales/Mktg,1989-01-01,1995-12-01
John Friel,1585715,Medrad Inc,44219,No,No,Senior VP/General Manager,1995-12-01,1998-04-01
Craig Dean,1635689,Medrad Inc,44219,No,No,Production Manager,2006-04-01,2008-01-01
Craig Dean,1635689,Medrad Inc,44219,No,No,Chief Information Officer,2009-09-01,2012-01-01
Craig Dean,1635689,Medrad Inc,44219,No,No,IT Director,2008-01-01,2009-09-01
Craig Dean,1635689,Medrad Inc,44219,No,No,Business Partner,2005-01-01,2006-03-01
Rod Rylands,1645012,Medrad Inc,44219,No,No,Various Positions,1993-01-01,2001-01-01
Luanne Radermacher,840966,Medrad Inc,44219,No,No,Director - Corporate Affairs,,
Tim Spang,1097509,Medrad Inc,44219,No,No,ED - Product Development,2008-01-01,2009-10-01
Tim Spang,1097509,Medrad Inc,44219,No,No,Business Partner,2004-12-01,2005-08-01
Tim Spang,1097509,Medrad Inc,44219,No,No,Program Manager,2005-08-01,2008-01-01
Philippe Weigerstorfer,1189536,Sandoz Pharma Ltd,44221,No,No,Global Head,1995-01-01,1996-01-01
Philippe Weigerstorfer,1189536,Sandoz Pharma Ltd,44221,No,No,Division Head,1985-01-01,1995-01-01
James Liu,1071390,Sandoz Pharma Ltd,44221,No,No,General Manager,1992-01-01,1999-09-01
Tony Rosenberg,890856,Sandoz Pharma Ltd,44221,No,No,Product Manager,1994-01-01,2000-01-01
Tony Rosenberg,890856,Sandoz Pharma Ltd,44221,No,No,Head of Global Marketing,2000-01-01,2005-01-01
Tony Rosenberg,890856,Sandoz Pharma Ltd,44221,No,No,Various Positions,1980-01-01,1994-01-01
Doctor Luciano Adorini,1273109,Sandoz Pharma Ltd,44221,No,No,Research Director,1986-01-01,1992-01-01
Doctor Andreas Rummelt,481534,Sandoz Pharma Ltd,44221,No,No,Head of Laboratory,1985-01-01,1994-01-01
Doctor Andreas Rummelt,481534,Sandoz Pharma Ltd,44221,No,No,Global Head of Development,1994-01-01,1996-12-01
Doctor Daniel Levitt,220167,Sandoz Pharma Ltd,44221,No,No,Various Positions,1990-01-01,1995-01-01
Doctor Ruedi Waeger,331785,Sandoz Pharma Ltd,44221,No,No,Senior VP,1989-03-01,1993-01-01
Doctor Bruce Given,332539,Sandoz Pharma Ltd,44221,No,No,Various Positions,,1993-01-01
Doctor Ruedi Waeger,331785,Sandoz Pharma Ltd,44221,No,No,Various Positions,1973-01-01,1989-03-01
Doctor Ruedi Waeger,331785,Sandoz Pharma Ltd,44221,No,No,Head of Division,1993-01-01,1994-01-01
Bernd Jonas,1598639,Thyssen Stahl AG,44225,Yes,Yes,Board Member - SD,,
Bob Hertzberg,754617,American Jewish Committee (AJC),44227,No,No,Vice President,,
Terry Lazar,763736,American Jewish Committee (AJC),44227,No,No,Vice President,,
Todd Mendel,874875,American Jewish Committee (AJC),44227,Yes,No,Secretary,2010-01-01,2015-01-01
Todd Mendel,874875,American Jewish Committee (AJC),44227,Yes,No,President,2015-01-01,2016-01-01
Todd Mendel,874875,American Jewish Committee (AJC),44227,Yes,No,Vice President,2002-01-01,2007-01-01
Avern Cohn,873188,American Jewish Committee (AJC),44227,No,No,Vice President,,
Todd Mendel,874875,American Jewish Committee (AJC),44227,Yes,Yes,Director - SD,1999-01-01,2002-01-01
Alisa Doctoroff,856873,American Jewish Committee (AJC),44227,No,No,Vice President,,
Billie Gold,857251,American Jewish Committee (AJC),44227,No,No,President,,
Jim Pisaniello,852384,American Jewish Committee (AJC),44227,No,No,Director - Security,2003-06-01,2004-10-01
Susie Stern,860602,American Jewish Committee (AJC),44227,No,No,Division Director,,2013-01-01
Kenny Blank,853817,American Jewish Committee (AJC),44227,Yes,No,Director - ED,,
Susan Gotlib,844586,American Jewish Committee (AJC),44227,No,No,Division Director,1999-01-01,2007-01-01
Geri Rozanski,837455,American Jewish Committee (AJC),44227,No,No,Various Positions,1981-01-01,2002-01-01
Cathy Weiss,1072521,American Jewish Committee (AJC),44227,No,No,President,,
Alfred Moses,1323996,American Jewish Committee (AJC),44227,No,No,National President,1990-01-01,1994-01-01
Doctor Abigail Panter,1327816,American Jewish Committee (AJC),44227,No,No,Project Director,1987-09-01,1990-01-01
Alfred Moses,1323996,American Jewish Committee (AJC),44227,No,No,President,1967-01-01,1969-01-01
Shira Loewenberg,1341560,American Jewish Committee (AJC),44227,No,No,Associate Director,2011-12-01,2013-10-01
Shira Loewenberg,1341560,American Jewish Committee (AJC),44227,No,No,Division Director,2013-10-01,
Professor Doctor Clement Price,1272613,American Jewish Committee (AJC),44227,No,No,Judge,,1990-01-01
Tom Asher,1272665,American Jewish Committee (AJC),44227,Yes,Yes,Chairman,,
The Hon. Helene White,1292487,American Jewish Committee (AJC),44227,Yes,Yes,Director - SD,,
Peter Friedman,1289733,American Jewish Committee (AJC),44227,Yes,Yes,Director - SD,,
Doctor Steven Windmueller,1291309,American Jewish Committee (AJC),44227,No,No,Various Positions,,
Mindy Ross,1464417,American Jewish Committee (AJC),44227,No,No,Assistant Director,2011-11-01,2014-01-01
Sarah Persitz,1676423,American Jewish Committee (AJC),44227,No,No,Regional Director,2015-04-01,2017-03-01
Michelle Rood,1842236,American Jewish Committee (AJC),44227,No,No,Assistant,2010-08-01,2012-07-01
Rick Hyne,1770037,American Jewish Committee (AJC),44227,No,No,CFO,2008-06-01,
Andrew Squire,1923230,American Jewish Committee (AJC),44227,No,No,Intern,2010-05-01,2010-07-01
Kenny Friedman,530696,American Jewish Committee (AJC),44227,No,No,President,,
Norman Singer,530085,American Jewish Committee (AJC),44227,No,No,Regional Director,,
Jim Gordon,68892,American Jewish Committee (AJC),44227,No,No,Founder,,
Stan Bergman,85377,American Jewish Committee (AJC),44227,No,No,Employee,,
Gordon Bodek,92627,American Jewish Committee (AJC),44227,Yes,No,Director - ED,,
Stan Bergman,85377,American Jewish Committee (AJC),44227,Yes,No,President,2013-01-01,2015-01-01
Guy Billauer,2116336,American Jewish Committee (AJC),44227,No,No,Coordinator,1999-05-01,2003-11-01
Guy Billauer,2116336,American Jewish Committee (AJC),44227,No,No,Division Associate Director,2003-11-01,2010-03-01
Professor Doctor Donna Shalala,34908,American Jewish Committee (AJC),44227,No,No,Consultant,1970-01-01,1976-01-01
David Berz,1371321,American Jewish Committee (AJC),44227,Yes,No,Vice President,,2016-01-01
Doctor Franklin Fisher,274890,American Jewish Congress,44228,No,No,Regional President,1993-01-01,1995-01-01
Rabbi Laura Geller,103022,American Jewish Congress,44228,No,No,Regional ED,1990-01-01,1994-01-01
Robert Lifton,338909,American Jewish Congress,44228,No,No,President,1988-01-01,1994-01-01
Alan Slifka,69047,American Jewish Congress,44228,No,No,Senior VP,2001-10-25,
Rabbi Henry Siegman,1873832,American Jewish Congress,44228,Yes,No,Director - ED,1978-01-01,1993-01-01
Doctor Tamara Wittes,1673328,American Jewish Congress,44228,No,No,Assistant,1992-01-01,1993-01-01
Kathleen Levin,844194,American Jewish Congress,44228,No,No,President,,
David Bukzin,1088874,B'nai B'rith International (BBI),44231,No,No,Various Positions,,
Rick Bishop,997821,B'nai B'rith International (BBI),44231,No,No,President,,
Jeffrey Backman,1824211,B'nai B'rith International (BBI),44231,No,No,ED - Non-Brd,,
Rabbi Dennis Sasso,1922977,B'nai B'rith International (BBI),44231,No,No,Lecturer,1976-01-01,1976-01-01
Moiss Sasson,2030378,B'nai B'rith International (BBI),44231,No,No,Member,,
Hal Shulman,447256,B'nai B'rith International (BBI),44231,Yes,Yes,Treasurer,,2009-01-01
Mark Allison,2156311,B'nai B'rith International (BBI),44231,No,No,Associate Justice,2003-01-01,2004-01-01
Jacques Aigrain,24211,JP Morgan & Cie SA,44233,Yes,Yes,Chairman,1996-01-01,1998-01-01
Doctor Philippe Pouletty,1270881,JP Morgan & Cie SA,44233,No,No,Limited Partner,,
Isabelle Seillier,1109545,JP Morgan & Cie SA,44233,No,No,CEO/Division Head,2006-06-01,2008-01-01
Isabelle Seillier,1109545,JP Morgan & Cie SA,44233,No,No,CEO/Co-Head,2005-03-01,2006-06-01
Isabelle Seillier,1109545,JP Morgan & Cie SA,44233,No,No,Senior Banker,1997-01-01,2005-03-01
Doctor Dan Vasella,17090,C L Lory Haus University Hospital,44234,No,No,Resident Doctor,1984-01-01,1988-01-01
Yelizaveta Rudnitsky,860417,Bronfman Scholarships of New York University,44235,No,No,Curator,2011-04-01,2011-12-01
Doctor Dimitar Jetchev,2125163,Institut des Hautes tudes Scientifiques (IHS),44243,No,No,Various Positions,,
Doctor Daniel Goroff,1985630,Institut des Hautes tudes Scientifiques (IHS),44243,No,No,Visiting Professor,,
Doctor Lisa Goldberg,1329399,Institut des Hautes tudes Scientifiques (IHS),44243,No,No,Various Positions,,
John Hatab,310215,Foreign Policy Association (FPA) (USA),44246,No,No,Treasurer,,
Ralph Begleiter,102877,Foreign Policy Association (FPA) (USA),44246,No,No,Anchor,2000-01-01,2011-01-01
Chris Doten,1915594,Foreign Policy Association (FPA) (USA),44246,No,No,Analyst,2010-01-01,2011-01-01
Diana Spencer,1644343,Foreign Policy Association (FPA) (USA),44246,No,No,Editor,,
Maureen Ogden,1643673,Foreign Policy Association (FPA) (USA),44246,No,No,Associate,1956-01-01,1958-01-01
Doctor Boris Maslov,1492724,Foreign Policy Association (FPA) (USA),44246,No,No,Various Positions,,
Mike Crowley,855074,Foreign Policy Association (FPA) (USA),44246,No,No,Writer,2012-01-01,
Hugh Price,33131,National Urban League (NUL) (USA),44250,Inside,No,President/CEO,1994-07-01,2003-04-01
Doctor Aurilee Hawley,70342,National Urban League (NUL) (USA),44250,No,No,Associate,,
Doctor Sara Lawrence-Lightfoot,66007,National Urban League (NUL) (USA),44250,No,No,Consultant,1972-01-01,1974-01-01
Faye Wattleton,51241,National Urban League (NUL) (USA),44250,Yes,Yes,Director - SD,,
Bill Lewis Jr,330991,National Urban League (NUL) (USA),44250,No,No,Treasurer,,
Woody Brittain Jr,334261,National Urban League (NUL) (USA),44250,No,No,National Treasurer,,
Deborah Parker,544251,National Urban League (NUL) (USA),44250,No,No,Executive VP/COO,2007-07-10,2008-04-01
Dennis Welch,596037,National Urban League (NUL) (USA),44250,Yes,Yes,Trustee,,
John Jacob,33829,National Urban League (NUL) (USA),44250,No,No,President,1965-01-01,1979-01-01
The Hon. Vernon Jordan Jr,33725,National Urban League (NUL) (USA),44250,Yes,No,Director - ED,1972-01-01,1977-01-01
The Hon. Vernon Jordan Jr,33725,National Urban League (NUL) (USA),44250,Yes,No,President/CEO,1977-01-01,1981-12-01
John Jacob,33829,National Urban League (NUL) (USA),44250,No,No,President/CEO,1982-01-01,1994-07-01
John Jacob,33829,National Urban League (NUL) (USA),44250,No,No,Executive VP,1979-01-01,1982-01-01
Quincy Dunlap,2144785,National Urban League (NUL) (USA),44250,No,No,Manager,2012-01-01,2015-01-01
Michele Moore,2200977,National Urban League (NUL) (USA),44250,No,No,Senior VP - Marketing/Communications,2003-01-01,2007-01-01
Don Cravins Jr,2157275,National Urban League (NUL) (USA),44250,No,No,Senior VP,2015-07-07,2019-02-01
Cheryl McCants,1876425,National Urban League (NUL) (USA),44250,No,No,Senior VP - Marketing/Communications,2008-01-01,2008-10-01
LaTashia Okhumoya,2105202,National Urban League (NUL) (USA),44250,No,No,Division VP,,
