name,name_id,company,company_id,in_board,in_supervisory,role,role_start_date,role_end_date
Mike Coury,1906702,PHH Mortgage Corp,661200,No,No,Account Manager,1998-01-01,2008-01-01
Madeline Flanagan,1947210,PHH Mortgage Corp,661200,No,No,Senior VP/General Counsel/Assistant Secretary,2012-05-01,
Madeline Flanagan,1947210,PHH Mortgage Corp,661200,No,No,VP/General Counsel,2002-09-01,2012-05-01
Charles Steerman,1946282,PHH Mortgage Corp,661200,No,No,Accountant,2004-01-01,2005-01-01
Bill Heavener,1487075,PHH Mortgage Corp,661200,No,No,Principal,,
Kathy Kelbaugh,1400819,PHH Mortgage Corp,661200,No,No,Various Positions,,
Ralph Melbourne,1537540,PHH Mortgage Corp,661200,No,No,Senior VP - Real Estate,2013-05-01,2017-10-01
Spencer Gehring,1537538,PHH Mortgage Corp,661200,No,No,Senior VP,2012-11-01,2014-01-01
Marty Foster,1537536,PHH Mortgage Corp,661200,No,No,Various Positions,1997-01-01,
Marty Foster,1537536,PHH Mortgage Corp,661200,No,No,Senior VP,2014-01-01,2017-02-21
Sean Weiner,1634779,PHH Mortgage Corp,661200,No,No,Regional Manager,2006-01-01,2007-09-01
Dico Akseraylian,1318741,PHH Mortgage Corp,661200,No,No,Senior VP - Communications,2014-07-01,
Dico Akseraylian,1318741,PHH Mortgage Corp,661200,No,No,Vice President - Communications,2011-01-01,2014-07-01
Mike Casey,1320644,PHH Mortgage Corp,661200,No,No,Vice President - Sales,2010-06-01,2012-05-01
Lisa Duke,1312304,PHH Mortgage Corp,661200,No,No,Director - Internal Audit,2016-03-01,2018-06-01
Scott Slifer,1260269,PHH Mortgage Corp,661200,No,No,Senior VP - Services,2013-03-01,2016-04-01
Donnie Martin,1390793,PHH Mortgage Corp,661200,No,No,Consultant,2009-03-01,2009-06-01
Neil Armstrong,1337992,PHH Mortgage Corp,661200,No,No,Vice President - Business Development,2014-09-01,2017-03-01
Ken Harthausen,1338188,PHH Mortgage Corp,661200,No,No,Senior VP - Sales/Mktg,,
Pat Taylor,1338062,PHH Mortgage Corp,661200,No,No,Various Positions,,
Kevin Russell,1334559,PHH Mortgage Corp,661200,No,No,Senior VP,1999-01-01,2013-07-01
Claire McDonald,1016752,PHH Mortgage Corp,661200,No,No,Vice President - Compliance,1998-03-01,2010-11-01
Peter Au-Yang,1016749,PHH Mortgage Corp,661200,No,No,Senior VP - HR,2005-01-01,2012-01-01
Peter Au-Yang,1016749,PHH Mortgage Corp,661200,No,No,Vice President - HR,2001-06-01,2005-01-01
Charlie Young,1004136,PHH Mortgage Corp,661200,No,No,Vice President - Marketing/Communications,2003-01-01,2004-09-01
Smriti Popenoe,1085066,PHH Mortgage Corp,661200,No,No,Interim President,2012-03-13,2012-05-21
Woody Priester,1085092,PHH Mortgage Corp,661200,No,No,VP/Chief Information Security Officer,1999-12-01,2005-06-01
Woody Priester,1085092,PHH Mortgage Corp,661200,No,No,VP/Chief Information Security Officer,2005-06-01,2013-04-01
Luke Hayden,1079761,PHH Mortgage Corp,661200,No,No,President,2010-05-14,2012-03-12
Glen Messina,1121134,PHH Mortgage Corp,661200,Yes,No,President/CEO,2014-07-21,2017-06-28
Brien McMahon,1117785,PHH Mortgage Corp,661200,No,No,Various Positions,,
Marshall Gayden,1117784,PHH Mortgage Corp,661200,No,No,Senior VP,1989-05-01,2010-04-01
Doctor Efosa Osayamwen,1247782,PHH Mortgage Corp,661200,No,No,IT Director,1997-09-01,2008-01-01
Mike Bogansky,1247750,PHH Mortgage Corp,661200,No,No,Vice President,2003-01-01,2010-06-01
David Tucker,1203770,PHH Mortgage Corp,661200,No,No,Executive VP,2014-07-21,2015-01-01
David Tucker,1203770,PHH Mortgage Corp,661200,No,No,President/CEO,2012-05-21,2014-07-21
Maryann Kelly,1247775,PHH Mortgage Corp,661200,No,No,Division Director,2005-02-01,2010-05-01
Rich Bradfield,1193683,PHH Mortgage Corp,661200,No,No,Senior VP,2014-07-21,2017-12-31
Rich Bradfield,1193683,PHH Mortgage Corp,661200,No,No,Senior VP,1992-07-01,2014-07-21
Rich Bradfield,1193683,PHH Mortgage Corp,661200,No,No,Vice President - Risk Management,,1992-07-01
Rob Crowl,605172,PHH Mortgage Corp,661200,Yes,No,President/CEO,2017-06-28,
Eric Sadow,879052,PHH Mortgage Corp,661200,No,No,Senior VP/Chief Compliance Officer,2012-05-01,
Peter Kamin,346229,Morningside NA,661201,No,No,Principal,1988-01-01,1992-01-01
Norris Mitchell,346012,Mitchell and Gardner Properties,661202,Inside,No,President,,
Doctor Robert Mack,555466,St Ignatius High School,661203,No,No,Physician,1975-01-01,1977-01-01
Chris Salata,1892406,St Ignatius High School,661203,No,No,Head Coach,2013-06-01,2019-06-01
Bryant Zanko,533756,Van Kampen Merritt Ltd,661204,No,No,Various Positions,,
Mark Liebner,346793,Van Kampen Merritt Ltd,661204,No,No,Vice President,1988-07-01,1991-09-01
Norris Mitchell,346012,Gardner Homes Realtors Inc,661205,Inside,No,President,,
Cliff Goodrich,370529,California Thoroughbred Horsemen's Foundation Inc,661208,Inside,No,CEO,2000-01-01,2002-12-30
Michael Gibbons,370245,North Coast Professional Sports LLC,661209,Outside,Yes,Director - SD,,
Chuck Westerheide,370656,Ponca City Chamber of Commerce,661210,Yes,Yes,Chairman,,
Doctor Cheryl Evans,552206,Ponca City Chamber of Commerce,661210,Yes,Yes,Director - SD,2012-01-01,
Doctor Cheryl Evans,552206,Ponca City Chamber of Commerce,661210,Yes,Yes,Chairman,2011-01-01,2012-01-01
