name,name_id,company,company_id,in_board,in_supervisory,role,role_start_date,role_end_date
Darrell Schmith,1486024,Junior Achievement USA,1718920,No,No,Instructor,,
Sam Allison,1539545,Junior Achievement USA,1718920,No,No,Instructor,,
Heather Foidart,2194135,Junior Achievement USA,1718920,No,No,Teacher,2015-01-01,
Jillian Culver,2207272,Junior Achievement USA,1718920,No,No,Teacher,2014-01-01,2014-01-01
Jason Soni,2166862,Junior Achievement USA,1718920,No,No,Program Manager,2012-01-01,2012-05-01
Mike Bechtel,2173532,Junior Achievement USA,1718920,No,No,Guest Lecturer,2016-05-01,
Chip Temple III,2129106,Junior Achievement USA,1718920,No,No,Instructor,,
Fawn Lopez,1307750,Junior Achievement USA,1718920,No,No,Consultant,1994-01-01,1996-01-01
Mario Armero Montes,1272893,Junior Achievement USA,1718920,No,No,Patron,,
MC Desrosiers,601455,Junior Achievement USA,1718920,No,No,Senior VP - Education,2016-01-01,
MC Desrosiers,601455,Junior Achievement USA,1718920,No,No,Vice President - Design,2013-11-01,2016-01-01
Jim Fortner,498968,Junior Achievement USA,1718920,No,No,Consultant,,
Dan Casey,1945512,Junior Achievement USA,1718920,No,No,Consultant,,
Tim Greinert,1905558,Junior Achievement USA,1718920,No,No,Senior VP - Development,2017-04-01,
Paige Sheeder,1910062,Junior Achievement USA,1718920,No,No,Counsellor,2016-01-01,2016-12-01
Diane Oettinger-Myracle,1904381,Junior Achievement USA,1718920,No,No,Teacher,,
Andy Schenck,1975742,Junior Achievement USA,1718920,No,No,Curator,2014-02-01,
Kelly Maslow,1989632,Junior Achievement USA,1718920,No,No,Teacher,2010-08-01,2010-11-01
Doctor Joe Thomas,1677310,Junior Achievement USA,1718920,No,No,Vice President - Research,2014-03-01,
Jen Reilly,1677307,Junior Achievement USA,1718920,No,No,Senior Director,2014-04-01,2015-07-01
Jen Reilly,1677307,Junior Achievement USA,1718920,No,No,Vice President - Solutions,2015-07-01,
Sharon Lents,1677305,Junior Achievement USA,1718920,No,No,Vice President - Field Services,2015-01-01,
Sharon Lents,1677305,Junior Achievement USA,1718920,No,No,Senior Director,2009-08-01,2015-01-01
Rick Granbois,1677304,Junior Achievement USA,1718920,No,No,Vice President - Compensation & Benefits,2014-01-01,2018-03-01
Michael Koren,1694770,Junior Achievement USA,1718920,No,No,Teacher,,
Susan Kurz,1724254,Junior Achievement USA,1718920,No,No,Consultant,2015-01-01,2015-04-01
Randy DeCaminada,1749650,Junior Achievement USA,1718920,No,No,Division Chairman,,
Meltem Demirors,1806815,Junior Achievement USA,1718920,No,No,Teacher,2010-08-01,2011-05-01
Laura Goodman,1821453,Junior Achievement USA,1718920,No,No,Training Director,2011-07-01,2016-01-01
Laura Goodman,1821453,Junior Achievement USA,1718920,No,No,Vice President,2016-01-01,
Diane Birkeness,1821438,Junior Achievement USA,1718920,No,No,Art Director,2006-01-01,2016-01-01
Diane Birkeness,1821438,Junior Achievement USA,1718920,No,No,Vice President - Creative Services,2016-01-01,
Chris Schaefer,1835023,Junior Achievement USA,1718920,No,No,Instructor,,
Elizabeth Muyskens,1834982,Junior Achievement USA,1718920,No,No,Teacher,,
Sarah Mills,1834981,Junior Achievement USA,1718920,No,No,Instructor,,
Mark Martis,1831857,Junior Achievement USA,1718920,No,No,Teacher,,
Cathy Barrett,1858139,Junior Achievement USA,1718920,Yes,No,Director - ED,1987-02-01,1998-04-01
Doctor Martyn Thomas,1124984,Aspect Assessment Ltd,1718922,No,No,Innovation Director,2001-01-01,2003-01-01
Doctor Martyn Thomas,1124984,South West Universities Regional Computer Centre (SWURCC),1718924,No,No,Team Leader,1975-01-01,1983-01-01
Doctor Martyn Thomas,1124984,FirstEarth Ltd,1718925,Yes,Yes,Chairman,2001-01-01,2003-01-01
Dan Brecher,763041,Scarinci & Hollenbeck LLC,1718926,No,No,Counsel,2011-01-01,
Ken Oh,762957,Scarinci & Hollenbeck LLC,1718926,No,No,Counsel,2011-01-01,
Eugene Lieberstein,762509,Scarinci & Hollenbeck LLC,1718926,No,No,Of Counsel,2017-03-07,
David Einhorn,1623000,Scarinci & Hollenbeck LLC,1718926,No,No,Partner,2017-03-07,
Theodore Mottola,1838900,Scarinci & Hollenbeck LLC,1718926,No,No,Clerk,2008-05-01,2008-08-01
Joe Donegan,1793087,Scarinci & Hollenbeck LLC,1718926,No,No,Partner,2002-01-01,2015-01-01
Doctor Frank Brunetti,1743809,Scarinci & Hollenbeck LLC,1718926,No,No,Partner Emeritus,2007-01-01,
Joel Glucksman,1677536,Scarinci & Hollenbeck LLC,1718926,No,No,Partner,2000-06-01,
Bill Samuels,1875949,Scarinci & Hollenbeck LLC,1718926,No,No,Partner,2017-10-04,
Randy Sater,763599,Stonebridge Properties LLC,1718927,No,No,President,,
Doctor Mark Philip,764644,MP Consulting Services Inc,1718928,No,No,President,2008-04-01,2008-07-01
Scott Haire,763739,Medbanc Data Corp,1718929,No,No,CEO,,
Doctor Martyn Thomas,1124984,Martyn Thomas Associates Ltd,1718931,Yes,Yes,Chairman,1998-05-28,
Bob Koncerak,761939,BankForward Consulting LLC,1718933,No,No,Principal,2010-08-01,2017-10-01
Tony Varano,755457,Old Dogs New Tricks Productions LLC,1718934,No,No,Advisory Board Member,2011-01-01,
Lambert Morvan,647554,Allstate Insurance Company of Canada Inc,1718935,No,No,Analyst,1998-01-01,2000-01-01
William Fretz,644086,Allstate Insurance Company of Canada Inc,1718935,No,No,Owner,2018-04-01,
Nina Babirad,879213,Allstate Insurance Company of Canada Inc,1718935,No,No,Underwriter,1982-05-01,1984-02-01
John O'Donnell,1126009,Allstate Insurance Company of Canada Inc,1718935,No,No,President/CEO,2011-08-17,2016-01-11
John O'Donnell,1126009,Allstate Insurance Company of Canada Inc,1718935,No,No,Assistant VP,2009-07-01,2011-08-17
Susie Lees,1206673,Allstate Insurance Company of Canada Inc,1718935,No,No,Assistant Secretary General,,
Carol Poulsen,1480818,Allstate Insurance Company of Canada Inc,1718935,No,No,Various Positions,1982-01-01,1989-01-01
Carole Workman,1388231,Allstate Insurance Company of Canada Inc,1718935,Yes,Yes,Director - SD,2010-12-02,
A Page,1308788,Allstate Insurance Company of Canada Inc,1718935,Yes,Yes,Chairman (Non-Executive),,
Ryan Michel,1895211,Allstate Insurance Company of Canada Inc,1718935,No,No,President/CEO,2016-01-11,
Ryan Michel,1895211,Allstate Insurance Company of Canada Inc,1718935,No,No,Senior VP/Chief Risk Officer,2014-03-01,2016-01-01
Ryan Michel,1895211,Allstate Insurance Company of Canada Inc,1718935,No,No,VP/Chief Risk Officer,2011-03-01,2014-03-01
Ryan Michel,1895211,Allstate Insurance Company of Canada Inc,1718935,No,No,Regional Senior Manager,2008-01-01,2011-03-01
Ryan Michel,1895211,Allstate Insurance Company of Canada Inc,1718935,No,No,Director - Product,2006-01-01,2008-01-01
Ryan Michel,1895211,Allstate Insurance Company of Canada Inc,1718935,No,No,Actuary,2005-01-01,2006-01-01
Ryan Michel,1895211,Allstate Insurance Company of Canada Inc,1718935,No,No,Analyst,1996-01-01,2001-01-01
Laura Theil,1753803,Allstate Insurance Company of Canada Inc,1718935,Yes,Yes,Director - SD,2019-01-01,2019-01-01
Doctor Myrna Francis,2139794,Allstate Insurance Company of Canada Inc,1718935,Yes,Yes,Director - SD,2001-01-01,2009-01-01
Jane Skoblo,2164950,Allstate Insurance Company of Canada Inc,1718935,Yes,Yes,Director - SD,2019-02-01,
Jim Wylie,1343240,Newton Capital Management Ltd,1718939,No,No,Regional Head,2014-02-01,2015-08-01
Andy Davidson,1901228,Vicarage Capital Ltd (VCL),1718941,Yes,Yes,NED,2011-05-04,
Gary Zamieroski,1202925,Airbus North America Sales Inc,1718943,No,No,Sales Director,1994-10-01,1998-02-01
Guy McLeod,2156644,Airbus North America Sales Inc,1718943,No,No,President/COO,2005-03-01,2007-01-01
Dennis Syracuse,2176012,Madison Logic Inc,1718944,No,No,General Manager/Chief Marketing Officer,2013-05-01,2016-09-01
Dennis Syracuse,2176012,Madison Logic Inc,1718944,No,No,Chief Marketing Officer,2013-01-01,2013-05-01
Rob Armstrong,2180115,Madison Logic Inc,1718944,No,No,Vice President - Product Management,2012-10-01,2014-10-01
Hershey Herschberg,2178201,Madison Logic Inc,1718944,No,No,Chief Technology Officer,2013-02-01,2015-04-01
Gary Starr,983413,Madison Logic Inc,1718944,No,No,CFO,2017-01-01,
Matt Friedland,1358201,Madison Logic Inc,1718944,No,No,Senior VP - Global Operations,2017-01-01,2018-08-01
Laura Kim,2213395,Madison Logic Inc,1718944,No,No,Marketing Director,2019-03-01,
Ajay Sathyanath,2213384,Madison Logic Inc,1718944,No,No,Chief Technology Officer,2018-02-01,
David Bell,62362,Madison Logic Inc,1718944,Yes,Yes,Independent Director,2017-06-06,
Mike Perlis,333407,Madison Logic Inc,1718944,Yes,Yes,Director - SD,2009-01-01,2016-01-01
Geoff Judge,551378,Madison Logic Inc,1718944,Yes,Yes,Director - SD,2009-01-01,2016-01-01
Tom O'Regan,497803,Madison Logic Inc,1718944,Yes,No,CEO,2017-01-01,
Tom O'Regan,497803,Madison Logic Inc,1718944,No,No,CEO,2014-11-03,2017-01-01
Mark Walsh,451023,Madison Logic Inc,1718944,Yes,Yes,Director - SD,2009-01-01,2016-01-01
Tom Harrison,35543,Madison Logic Inc,1718944,Yes,Yes,Director - SD,2017-07-18,
Teresa Martins,2165867,Madison Logic Inc,1718944,No,No,Chief People Officer,2019-02-01,
Glenn Brien,1989108,Madison Logic Inc,1718944,No,No,Global Chief Revenue Officer,2019-01-01,
Glenn Brien,1989108,Madison Logic Inc,1718944,No,No,Senior VP - International Sales,2017-08-08,2019-01-01
Glenn Brien,1989108,Madison Logic Inc,1718944,No,No,Various Positions,2017-06-01,2017-08-08
Sonjoy Ganguly,1989082,Madison Logic Inc,1718944,No,No,Chief Product Officer,2017-08-08,
Sonjoy Ganguly,1989082,Madison Logic Inc,1718944,No,No,Senior VP - Product Management,2015-05-01,2017-08-08
Vin Turk,1989062,Madison Logic Inc,1718944,No,No,COO,2017-02-14,
Vin Turk,1989062,Madison Logic Inc,1718944,No,No,Senior VP - Development,2009-04-01,2017-02-14
Jenn Steele,1937726,Madison Logic Inc,1718944,No,No,Chief Marketing Officer,2018-09-11,
Ivan Inerfeld,341063,Madison Logic Inc,1718944,Yes,Yes,Director - SD,2009-01-01,2016-01-01
Marc Utay,324613,Madison Logic Inc,1718944,Yes,Yes,Director - SD,2016-12-01,
Elke Wong,1904685,Madison Logic Inc,1718944,No,No,Senior VP - Ops,2012-09-01,2014-09-01
Elke Wong,1904685,Madison Logic Inc,1718944,No,No,Head of Product Development,2009-04-01,2012-09-01
AG Gangadhar,1989153,Madison Logic Inc,1718944,Yes,Yes,Director - SD,2017-01-01,2019-01-01
Greg Franczyk,1989115,Madison Logic Inc,1718944,No,No,Chief Technology Officer,2016-02-09,2017-05-01
Brandon Katz,1989106,Madison Logic Inc,1718944,Yes,Yes,Director - SD,2017-01-01,
David Ragins,1989104,Madison Logic Inc,1718944,Yes,Yes,Director - SD,2016-12-01,
Veracelle Vega,1989100,Madison Logic Inc,1718944,No,No,Senior VP - People,2017-10-01,2018-01-01
Veracelle Vega,1989100,Madison Logic Inc,1718944,No,No,Senior VP - HR,2016-01-01,2017-10-01
Veracelle Vega,1989100,Madison Logic Inc,1718944,No,No,Vice President - HR,2015-10-01,2016-01-01
Mike Burns,1989067,Madison Logic Inc,1718944,No,No,Regional Senior VP - Sales,2017-08-08,2018-06-01
Michael Burns,2086584,Madison Logic Inc,1718944,No,No,Senior VP - Sales/Mktg,,2018-06-01
Jason Young,1320311,Madison Logic Inc,1718944,No,No,Advisory Board Member,,
Taylor Murphy,1639001,Madison Logic Inc,1718944,No,No,Senior Regional Director,2017-03-01,
