name,name_id,company,company_id,in_board,in_supervisory,role,role_start_date,role_end_date
Ted Gardner,55507,ENCORE ACQUISITION CO (De-listed 03/2010),10616,Outside,Yes,Independent Director,2001-05-04,2010-03-10
Sam Smith Jr,332360,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Executive VP/CFO/Treasurer,2002-12-01,2003-12-31
Tom Olle,332357,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Senior VP,2003-04-03,2005-02-01
Tom Olle,332357,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Vice President,2002-03-01,2003-04-03
Jim Winne III,332355,ENCORE ACQUISITION CO (De-listed 03/2010),10616,Yes,Yes,Director - SD,2008-08-05,2010-03-10
Jonny Brumley,332352,ENCORE ACQUISITION CO (De-listed 03/2010),10616,Inside,No,President,2002-08-26,2006-01-01
Jonny Brumley,332352,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Executive VP/Secretary,1998-04-22,1999-04-01
Jonny Brumley,332352,ENCORE ACQUISITION CO (De-listed 03/2010),10616,Yes,No,President/CEO,2006-01-01,2010-03-10
Rob Jacobs,332356,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Vice President - Geology,1999-08-01,2001-09-01
Jonny Brumley,332352,ENCORE ACQUISITION CO (De-listed 03/2010),10616,Inside,No,Executive VP/Secretary,1999-04-01,2001-05-01
Martin Bowen,332353,ENCORE ACQUISITION CO (De-listed 03/2010),10616,Yes,Yes,Independent Director,2004-05-01,2010-03-10
Rob Jacobs,332356,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Senior VP - Asset Management,2001-09-01,2003-04-03
John Genova,332354,ENCORE ACQUISITION CO (De-listed 03/2010),10616,Yes,Yes,Independent Director,2004-04-29,2010-03-10
Gene Carlson,332361,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Consultant,2003-06-26,2005-10-01
Rob Jacobs,332356,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Geologist,1998-07-01,1999-08-01
Gene Carlson,332361,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Executive VP - Ops,1998-04-01,2002-08-26
Jonny Brumley,332352,ENCORE ACQUISITION CO (De-listed 03/2010),10616,Inside,No,Executive VP/Secretary,2001-11-27,2002-08-26
Rob Jacobs,332356,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Senior VP - Business Development,2003-04-03,2005-06-01
Don Gann Jr,332358,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Manager - Production,1999-06-01,2001-01-01
Tom Olle,332357,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Senior VP,2005-02-01,2006-11-16
Gene Carlson,332361,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Executive VP/COO,2002-08-26,2003-03-26
Ken Hersh,332688,ENCORE ACQUISITION CO (De-listed 03/2010),10616,Outside,Yes,Director - SD,1999-08-01,2001-11-30
Jonny Brumley,332352,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Executive VP/Secretary,2001-05-01,2001-11-27
Tom Olle,332357,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Regional VP,2006-11-16,2008-02-01
Jim Winne III,332355,ENCORE ACQUISITION CO (De-listed 03/2010),10616,Outside,Yes,Independent Director,2001-05-04,2008-07-10
Kyle Schultz,332362,ENCORE ACQUISITION CO (De-listed 03/2010),10616,Inside,No,Executive VP,1998-04-01,2001-09-17
Rob Jacobs,332356,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Senior VP - Admin,2005-06-01,2010-03-10
Don Gann Jr,332358,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Senior VP - Ops,2003-04-03,2005-10-01
Don Gann Jr,332358,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Vice President - Production,2001-01-01,2002-02-01
Don Gann Jr,332358,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Division Regional Senior VP,2005-10-01,2010-03-10
Don Gann Jr,332358,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Senior VP - Production,2002-02-01,2003-04-03
Don Gann Jr,332358,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Senior Engineer,1998-08-01,1999-06-01
Tom Olle,332357,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Vice President,2008-02-01,2010-03-10
Sam Smith Jr,332360,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Executive VP/CFO/Treasurer,2000-08-01,2002-12-01
Roy Jageman,336322,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Executive VP/CFO/Treasurer,2004-02-01,2005-10-31
Roy Jageman,336322,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Executive VP/CFO/Treasurer,2003-11-17,2004-02-01
Arnie Chavkin,140142,ENCORE ACQUISITION CO (De-listed 03/2010),10616,Yes,Yes,Independent Director,1998-08-01,2004-04-29
Ted Collins Jr,200119,ENCORE ACQUISITION CO (De-listed 03/2010),10616,Yes,Yes,Independent Director,2001-05-04,2010-03-10
I Brumley,200122,ENCORE ACQUISITION CO (De-listed 03/2010),10616,Yes,No,Chairman/President/CEO,1998-04-22,2002-08-26
I Brumley,200122,ENCORE ACQUISITION CO (De-listed 03/2010),10616,Yes,No,Chairman,2006-01-01,2010-03-10
I Brumley,200122,ENCORE ACQUISITION CO (De-listed 03/2010),10616,Yes,No,Chairman/CEO,2002-08-26,2006-01-01
John Karnes Jr,207000,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,VP/General Counsel,2002-01-01,2002-11-01
Ernesto Alegria,2039053,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Various Positions,2007-01-01,2010-03-01
Mark Schuck,2035161,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Various Positions,2007-12-01,2010-03-10
Brad Grandstaff,1908998,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Senior Engineer,,
Chris McCormick,1713124,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Various Positions,,
Jay Moore,1809653,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Senior Geologist,2004-04-01,2006-08-01
Mark Carter,1810259,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Vice President,1999-06-01,2009-01-01
Greg Oliver,1810262,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Financial Reporting Manager,2002-01-01,2006-01-01
Jeff Anderson,1810161,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Employee,2007-03-01,2010-03-10
Laura Nofziger,1860423,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Engineer,2004-06-01,2005-02-01
Brad Gale,1601230,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Vice President - Engineering,2009-03-01,2010-03-01
Doug Parkhurst,1592853,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Reservoir Manager,2006-09-01,2010-01-01
Doug Parkhurst,1592853,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Senior Engineer,2004-05-01,2006-09-01
Kent Roach,1471058,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Various Positions,,
J Bailey,1487406,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Regional Manager,2007-01-01,2010-01-01
Curtis Priddy,1487407,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Senior Engineer - Ops,2006-01-01,2010-01-01
Steve Asbill,1487404,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Senior Engineer - Ops,2003-01-01,2010-01-01
Rod Hicks,1309212,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Various Positions,,
Scott Sabatka,1309206,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Regional Manager,2001-06-01,2010-03-01
Clay Bateman,1350813,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Senior Engineer - Ops,2006-06-01,2008-11-01
Bud Holmes,1330907,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Senior Engineer,2001-04-01,2003-10-01
John Souders,1330917,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Senior Accounting Manager,2007-05-01,2010-03-10
Jennifer Palko,1330913,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Division Manager,2003-10-01,2010-03-01
Bud Holmes,1330907,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Production Manager,2003-10-01,2010-03-01
Jennifer Palko,1330913,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Various Positions,2001-05-01,2003-10-01
David McClelland,1330912,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Regional Manager,2007-02-01,2010-03-01
David McClelland,1330912,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Senior Geologist,2004-03-01,2007-01-01
James Plemons,1330914,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Various Positions,2004-06-01,2006-12-01
James Huling,1393329,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Various Positions,,
Sarah Deering,1388315,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Geologist,2002-05-01,2005-07-01
Kim Weimer,837519,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Investor Relations Manager,2008-10-01,2010-03-10
Bill Francis,896365,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Various Positions,2001-01-01,2005-01-01
Bill Francis,896365,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Manager,2005-01-01,2007-01-01
John Barnes,896367,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Vice President - Ops,2008-01-01,2010-03-10
Greg Barnes,896366,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Regional VP,2000-01-01,2010-03-10
Dan Lott,896363,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,HR Director,2008-01-01,2010-03-10
Bill Francis,896365,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Regional VP - Operations,2007-01-01,2010-03-10
Diane Weaver,621704,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Vice President - IR,2007-08-01,2010-03-10
David Grahek,1189077,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Advisor,2005-06-01,2010-03-01
W Hauss,1096257,ENCORE ACQUISITION CO (De-listed 03/2010),10616,No,No,Operations Manager,2006-01-01,2010-03-01
Fred Weber,1092300,ENCORE COMPUTER CORP,10618,No,No,Various Positions,1985-07-01,1987-01-01
Len Hafetz,1052426,ENCORE COMPUTER CORP,10618,No,No,Various Positions,,
