name,name_id,company,company_id,in_board,in_supervisory,role,role_start_date,role_end_date
Steven Rogers,1964730,US Air Force,243846,No,No,Officer,,
Randy Reeves,1969358,US Air Force,243846,No,No,Officer,1980-01-01,1988-01-01
Brigadier General Scott Goodwin,1964889,US Air Force,243846,No,No,Lieutenant Colonel,1998-01-01,2002-07-01
Simon Sinek,1970558,US Air Force,243846,No,No,Officer,,
Brigadier General Linda Medler,1969302,US Air Force,243846,No,No,Captain,1991-06-05,1997-09-01
John Vail,1964640,US Air Force,243846,No,No,Lieutenant Colonel,1990-01-01,2012-07-01
Brigadier General Scott Goodwin,1964889,US Air Force,243846,No,No,Brigadier General,2009-06-19,2012-06-01
Denis Brooker,1965222,US Air Force,243846,No,No,Major,1976-03-01,1996-04-01
Brigadier General Linda Medler,1969302,US Air Force,243846,No,No,Lieutenant Colonel,2000-05-01,2004-08-01
Brigadier General Linda Medler,1969302,US Air Force,243846,No,No,Second Lieutenant,1987-06-05,1989-06-05
Brigadier General Linda Medler,1969302,US Air Force,243846,No,No,First Lieutenant,1989-06-05,1991-06-05
Justin Schneider,1970375,US Air Force,243846,No,No,Officer,1995-01-01,2015-01-01
Steve Romine,1969004,US Air Force,243846,No,No,Officer,1997-01-01,2001-01-01
Mark Escobar,1965392,US Air Force,243846,No,No,Officer,1987-01-01,1991-01-01
Brigadier General Scott Goodwin,1964889,US Air Force,243846,No,No,First Lieutenant,1985-06-01,1987-06-01
Brigadier General Scott Goodwin,1964889,US Air Force,243846,No,No,Second Lieutenant,1983-06-01,1985-06-01
Bob Fox,1961524,US Air Force,243846,No,No,Various Positions,1962-01-01,1966-01-01
Doctor Alec Gallimore,1963685,US Air Force,243846,No,No,Advisory Board Member,2001-01-01,2005-01-01
Brigadier General Linda Medler,1969302,US Air Force,243846,No,No,Colonel,2004-08-01,2011-04-01
David Southerland,1966169,US Air Force,243846,No,No,Captain,1978-01-01,1984-10-01
Joe Boivin Jr,1968456,US Air Force,243846,No,No,Specialist,1988-12-01,1992-09-01
Harold Smith,1963195,US Air Force,243846,No,No,Officer,,
Patrick Raglow,1970043,US Air Force,243846,No,No,Deputy Commander,2006-06-01,2007-06-01
Doctor Stephen Kreitzer,1965195,US Air Force,243846,No,No,Major,,
Captain Darren Kraabel,1961659,US Air Force,243846,No,No,Captain,1993-06-01,2002-09-01
Roger Thomas,1966826,US Air Force,243846,No,No,Officer,,
Matt Langie,1964958,US Air Force,243846,No,No,Captain,1990-01-01,1995-01-01
Kevin McMenimen,1960058,US Air Force,243846,No,No,Officer,,
Jay English,1970766,US Air Force,243846,No,No,Lieutenant Colonel,2004-01-01,
Brigadier General Scott Goodwin,1964889,US Air Force,243846,No,No,Major,1994-03-01,1998-01-01
Patrick Raglow,1970043,US Air Force,243846,No,No,Colonel,2007-08-01,2009-10-01
David Revelt,1971652,US Air Force,243846,No,No,Attorney,2000-01-01,2003-01-01
Doctor Gerald Harmon,1977472,US Air Force,243846,No,No,Major General,2004-02-06,
Don Tiemeyer,1972539,US Air Force,243846,No,No,Captain,1975-01-01,1979-01-01
Patrick Skaggs,1976973,US Air Force,243846,No,No,Officer,,
Tracy Pruitt,1981293,US Air Force,243846,No,No,Officer,1984-09-01,1988-08-01
Everett Johnson,1983750,US Air Force,243846,No,No,Project Manager,1996-07-01,2001-08-01
Doctor Gerald Harmon,1977472,US Air Force,243846,No,No,Major,1982-06-05,1986-07-23
The Hon. Miranda Ballentine,1974880,US Air Force,243846,No,No,Assistant Secretary,2014-09-22,2017-01-20
Kevin Nolan,1981418,US Air Force,243846,No,No,Officer,,
Milo Speranzo,1974178,US Air Force,243846,No,No,Officer,1996-09-01,2008-09-01
Colonel Bill Freitas,1978657,US Air Force,243846,No,No,Pilot,1967-01-01,
Doctor Tony Sagneri,1982301,US Air Force,243846,No,No,Captain,1999-01-01,2004-01-01
Jeff Kruczynski,1981936,US Air Force,243846,No,No,Chief,1995-01-01,1997-01-01
Jeff Kruczynski,1981936,US Air Force,243846,No,No,Officer,1992-01-01,1995-01-01
John Himes,1982226,US Air Force,243846,No,No,Officer,1987-09-01,
Doctor Gerald Harmon,1977472,US Air Force,243846,No,No,First Lieutenant,1976-11-24,1977-06-05
Joe Davis,1974823,US Air Force,243846,No,No,Major,1976-03-01,2000-04-01
Rafi Rodriguez,1978446,US Air Force,243846,No,No,Colonel,,2004-03-01
Jeff Zirker,1981143,US Air Force,243846,No,No,Various Positions,1983-08-01,1992-07-01
Chellie Cameron,1972413,US Air Force,243846,No,No,Officer,1991-01-01,1998-01-01
LeRoy Landhuis,1980457,US Air Force,243846,No,No,Officer,1973-01-01,1977-01-01
Jay Matthews III,1981941,US Air Force,243846,No,No,Captain,1992-01-01,1997-01-01
Dan Dell'Orto,1981149,US Air Force,243846,No,No,Deputy General Counsel,1998-12-01,2000-02-01
Mike Tompkins,1979957,US Air Force,243846,No,No,Officer,,
Marcus Valerio,1973948,US Air Force,243846,No,No,Police Officer,,
