name,name_id,company,company_id,in_board,in_supervisory,role,role_start_date,role_end_date
Paul Koether,507531,PURE WORLD INC (De-listed 07/2005),25421,Outside,Yes,Director - SD,1988-03-01,1988-04-01
Melody Harris-Jensbach,541005,PUMA SE (Puma AG prior to 08/2011),25408,Yes,No,Deputy CEO,2008-01-01,2011-07-25
Stefano Caroti,551766,PUMA SE (Puma AG prior to 08/2011),25408,Yes,No,Chief Commercial Officer,2008-08-01,2011-07-25
Stefano Caroti,551766,PUMA SE (Puma AG prior to 08/2011),25408,No,No,Chief Commercial Officer,2007-09-01,2008-08-01
Stefano Caroti,551766,PUMA SE (Puma AG prior to 08/2011),25408,No,No,Chief Commercial Officer,2011-07-25,2014-12-31
Antonio Bertone,491130,PUMA SE (Puma AG prior to 08/2011),25408,No,No,Global Director,1994-01-01,2008-01-01
Antonio Bertone,491130,PUMA SE (Puma AG prior to 08/2011),25408,No,No,Chief Marketing Officer,2011-07-25,2012-12-31
Peter Mahrer,491131,PUMA SE (Puma AG prior to 08/2011),25408,No,No,Sales Director,2001-02-01,2007-06-01
Antonio Bertone,491130,PUMA SE (Puma AG prior to 08/2011),25408,Yes,No,Deputy Board Member/Chief Marketing Officer,2008-01-01,2011-07-25
Doctor Reiner Hengstmann,1690529,PUMA SE (Puma AG prior to 08/2011),25408,No,No,Global Head,2005-01-01,2010-01-01
Doctor Reiner Hengstmann,1690529,PUMA SE (Puma AG prior to 08/2011),25408,No,No,Global Director,2010-09-01,2016-01-01
Doctor Reiner Hengstmann,1690529,PUMA SE (Puma AG prior to 08/2011),25408,No,No,Division Manager,1999-09-01,2005-01-01
Ed Blessing,481382,PUMA ENERGY,25409,Inside,No,President/CEO,1998-01-01,2003-01-01
Stewart Gomez,2039190,PUMA ENERGY,25409,No,No,Regional Manager,2012-01-01,2015-03-01
Patrick Meyer,1537844,PUMA ENERGY,25409,No,No,Head of Corporate Affairs,2012-04-01,
Bill Cassidy,1090815,PUMA ENERGY,25409,No,No,Group Head,2013-05-03,2013-08-01
Marisa Daly,1016422,PUMA ENERGY,25409,No,No,Regional Head of HR,2016-06-01,
Mark Buckley,890085,PUMA ENERGY,25409,No,No,Finance Manager,2014-07-01,
Alex Galvagni,602806,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,No,No,Leader,1999-01-01,2001-01-01
Jay Cohan,767439,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,No,No,Officer,1998-01-01,1999-01-01
Rich Mosher,1058317,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,No,No,VP/General Counsel,2000-01-01,2006-02-01
Kal Iyer,1120205,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,No,No,Various Positions,,2003-01-01
Nigel Clarke,1308333,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,No,No,Regional Sales Director,2004-02-01,2006-02-01
Ted Sanchez,1340253,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,No,No,Vice President - Worldwide Sales,1994-07-01,2006-02-01
Doctor Elan Amir,1403773,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,No,No,Vice President - Technology,1999-10-01,2000-07-01
Dean Curtis,1853684,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,No,No,Director - Technical,2000-09-01,2005-09-01
Dejan Nenov,1977534,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,No,No,Vice President - Engineering,2002-01-01,2004-08-01
Chas Wurster,1911416,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,No,No,Senior Engineer,2005-03-01,2006-02-01
Dominique Tu,1952981,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,No,No,Regional VP - Sales,2005-06-01,2006-02-13
Gerry Polucci,1953089,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,No,No,Director - Services,2000-01-01,2001-01-01
Doctor Gaurav Banga,503680,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,No,No,Vice President - Product Management,2005-01-01,2006-02-13
Shauli Chaudhuri,543917,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,No,No,Director - Marketing & Communications,2004-01-01,2006-01-01
Dave Eichler,346272,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,No,No,CFO,2005-10-03,2005-11-21
Dave Eichler,346272,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,No,No,Principal Accounting Officer,2005-11-21,2006-02-01
Terry Valeski,343908,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,Yes,Yes,Independent Director,2005-05-24,2006-02-13
Scott Hrastar,445908,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,No,No,Senior VP - Technology,2005-08-01,2006-02-13
Michael Praisner,336358,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,Outside,Yes,Independent Director,2001-04-09,2005-07-01
Rip Gerber Jr,336476,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,No,No,Chief Marketing Officer,2004-04-01,2006-02-13
J Kitchen,336397,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,No,No,Controller,2005-11-21,2006-02-13
J Kitchen,336397,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,No,No,Various Positions,2000-02-01,2002-08-01
Said Mohammadioun,336387,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,Yes,Yes,Director - SD,2005-10-01,2005-12-02
Said Mohammadioun,336387,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,Inside,No,Chief Technology Officer,2003-12-30,2005-10-01
Kirsten Berg-Painter,336374,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,No,No,Consultant,2000-11-01,2001-08-16
Clyde Foster,336395,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,No,No,Senior VP - Sales/Mktg,2002-09-09,2004-07-01
John Stossel,336470,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,No,No,Vice President,1997-07-01,1999-01-01
Kirsten Berg-Painter,336374,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,Outside,Yes,Independent Director,2001-08-16,2006-02-13
John Stossel,336470,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,No,No,Vice President,2000-07-01,2002-02-01
Mike Clair,336353,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,Outside,Yes,Independent Chairman,1995-03-01,2006-02-13
Mike Clair,336353,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,Outside,Yes,Independent Director,1994-12-01,1995-03-01
J Kitchen,336397,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,No,No,CFO,2004-07-01,2005-10-03
John Stossel,336470,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,No,No,Chief Technology Officer,2003-04-01,2004-07-01
Woody Hobbs,336338,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,Inside,No,President/CEO,2002-06-14,2006-02-01
Chuck Runge,336458,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,No,No,Vice President - Intellectual Property,2002-12-09,2004-01-01
Mehdi Maghsoodnia,336444,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,No,No,Senior VP,2003-04-01,2004-05-01
Clyde Foster,336395,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,No,No,COO,2004-07-01,2006-02-13
J Kitchen,336397,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,No,No,Vice President - Finance/Chief Accounting Officer,2002-08-01,2004-07-01
John Stossel,336470,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,No,No,Vice President,2002-02-01,2003-04-01
J Kitchen,336397,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,No,No,Principal Accounting Officer,2005-10-03,2005-11-21
Gary Rieschel,321993,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,Outside,Yes,Director - SD,2000-02-01,2001-01-01
Tyrone Pike,81547,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,Yes,Yes,Director - SD,1996-10-01,2000-12-22
Steve Goldberg,336479,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,No,No,Vice President - Compliance,2004-02-12,2004-07-01
Steve Goldberg,336479,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,No,No,Chief Strategy Officer,2004-07-01,2005-08-01
Kelly Hicks,1521309,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,No,No,Corporate Controller,1997-01-01,1998-11-01
Kelly Hicks,1521309,INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,No,No,VP/CFO,1999-05-01,2002-09-01
Kees Vlasblom,1271844,IEP INVEST NV (Punch International NV prior to 06/2014),25411,Yes,No,CEO/MD,2013-01-01,2013-09-20
Kees Vlasblom,1271844,IEP INVEST NV (Punch International NV prior to 06/2014),25411,Yes,No,Director - ED,2012-10-05,2013-01-01
Brian Peterson,12696,PURA PLC (Acatos & Hutcheson PLC prior to 08/2000) (De-listed 04/2003),25413,Yes,Yes,NED,2000-03-01,2003-03-12
Joe Vittoria,181084,Puradyn Filter Technologies Inc (T/F Purifiner Inc prior to 1998),25414,Yes,No,Chairman/CEO,2006-10-24,2018-05-18
Joe Vittoria,181084,Puradyn Filter Technologies Inc (T/F Purifiner Inc prior to 1998),25414,Outside,Yes,Chairman,2000-02-08,2006-10-23
Joe Vittoria,181084,Puradyn Filter Technologies Inc (T/F Purifiner Inc prior to 1998),25414,Yes,No,Chairman (Executive),2018-05-18,
Lisa De La Pointe,535786,Puradyn Filter Technologies Inc,25414,No,No,CFO,2002-03-01,2005-03-01
Jim Gaynor Jr,502522,Puradyn Filter Technologies Inc,25414,No,No,Division Director - Ops,2002-08-01,2006-07-01
Michael Castellano,371233,Puradyn Filter Technologies Inc,25414,Yes,Yes,Director - SD,2001-01-24,2005-11-10
Forrest Hayes,348235,Puradyn Filter Technologies Inc (T/F Purifiner Inc prior to 1998),25414,Yes,Yes,Independent Director,2005-11-10,2016-06-30
Lt. Gen. John Caldwell Jr,493886,Puradyn Filter Technologies Inc (T/F Purifiner Inc prior to 1998),25414,Yes,Yes,Independent Director,2005-08-25,
Ed Vittoria,2016023,Puradyn Filter Technologies Inc (T/F Purifiner Inc prior to 1998),25414,Yes,No,CEO,2018-05-18,
