name,name_id,company,company_id,in_board,in_supervisory,role,role_start_date,role_end_date
Jim Blanchard,33767,TOTAL SYSTEM SERVICES INC (TSYS),30993,Yes,Yes,Chairman,1983-08-01,1992-01-01
Gardiner Garrard Jr,56962,TOTAL SYSTEM SERVICES INC (TSYS),30993,Yes,Yes,Independent Director,2010-01-01,2016-04-28
Bo Bradley,56922,TOTAL SYSTEM SERVICES INC (TSYS),30993,Yes,Yes,Lead Independent Director,2008-01-01,2014-05-01
Phil Tomlinson,65637,TOTAL SYSTEM SERVICES INC (TSYS),30993,Yes,No,CEO,2003-12-01,2006-01-01
Phil Tomlinson,65637,TOTAL SYSTEM SERVICES INC (TSYS),30993,Yes,No,Chairman (Executive),2014-07-31,2015-04-28
Bill Turner,57182,TOTAL SYSTEM SERVICES INC (TSYS),30993,Outside,Yes,Director - SD,1983-08-01,2003-04-17
Joia Johnson,206463,TOTAL SYSTEM SERVICES INC (TSYS),30993,Yes,Yes,Independent Director,2018-10-22,
M Woods,203899,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Various Positions,1987-01-01,1995-07-01
M Woods,203899,TOTAL SYSTEM SERVICES INC (TSYS),30993,Yes,No,Chairman/President/CEO,2017-09-30,
M Woods,203899,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Executive VP,1995-07-01,2003-12-01
M Woods,203899,TOTAL SYSTEM SERVICES INC (TSYS),30993,Yes,No,President/CEO,2014-07-31,2015-04-28
M Woods,203899,TOTAL SYSTEM SERVICES INC (TSYS),30993,Yes,No,Chairman/President/CEO,2015-04-28,2016-05-01
M Woods,203899,TOTAL SYSTEM SERVICES INC (TSYS),30993,Inside,No,President/COO,2003-12-01,2014-07-31
M Woods,203899,TOTAL SYSTEM SERVICES INC (TSYS),30993,Yes,No,Chairman/CEO,2016-05-01,2017-09-30
Chris Tillery,1753525,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Representative,,2000-01-01
Cyle Mims,1697830,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Media Relation Officer,,
Varley Johnston,1704852,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Associate Director,1996-01-01,2001-01-01
Jason Williams,1788170,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Sales Director,,2016-09-01
Bill Lodes,1780584,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Director - Non-Brd,2013-03-01,2015-08-01
Dave Andre,1787211,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Division Senior VP,2017-10-01,
Matt Nyren,1828275,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Vice President - Customer Services,2004-01-01,2009-01-01
Ed Garcia,1835724,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Global Director,2007-05-01,2008-11-01
Ed Garcia,1835724,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Business Director,2006-04-01,2007-05-01
Ed Garcia,1835724,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Head of Business,2011-07-01,2012-10-01
David Rumph III,1833010,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Director - Finance/Accounting,2011-04-01,2015-01-01
David Rumph III,1833010,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Senior Director,2015-01-01,
Ed Garcia,1835724,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Implementation Director,2008-11-01,2011-07-01
Jason Griffin,1851023,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Sales Director,1996-02-01,2001-04-01
Eric Litz,1851009,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Associate Director,2002-05-01,2012-12-01
Jason Griffin,1851023,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Director - Non-Brd,2008-08-01,2010-10-01
Jason Griffin,1851023,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Trainer,1993-11-01,1996-02-01
Kem Hutchinson,1851037,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Associate Director,1995-05-01,2013-12-01
Jason Griffin,1851023,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Consultant,2002-10-01,2008-08-01
Jason Griffin,1851023,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Account Director,2001-04-01,2002-04-01
Liam Spence,1901678,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Senior Business Analyst,2004-09-01,2007-01-01
Liam Spence,1901678,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Associate Director,2008-03-01,2010-03-01
Liam Spence,1901678,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Team Leader,2007-01-01,2008-03-01
Liam Spence,1901678,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Analyst,2003-08-01,2004-09-01
Chip Bright III,1894172,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Group Executive,1998-08-01,2008-12-01
Anila Arthanari,1886738,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,IT Director,2005-04-01,2011-01-01
Jeff Johnson,1877613,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Division Senior VP,2017-03-02,
Karen Gil,1954415,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Developer,2000-03-01,2001-03-01
Cliff Mason,1938896,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Group Executive,1992-10-01,2006-07-01
Debra Wohlrab,1914516,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Group Executive,1999-01-01,2003-10-01
John Badovinac,1919173,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Director - Services,2016-01-01,2017-01-01
John Woolbright,1921596,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Director - Ops,1993-01-01,1999-01-01
John Badovinac,1919173,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Vice President - Services,2017-01-01,2017-07-01
David Smith,1921886,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Assistant VP,1983-01-01,1992-01-01
Mobeen Bajwa,2034787,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Senior Director - Product Development,2011-05-01,2012-10-01
Derek Goshay,1987158,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Various Positions,1999-06-01,2002-08-01
Marie Williams,1094833,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Senior Director,2009-01-01,2010-01-01
David Chew,1094823,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Group Executive - Finance,2010-12-14,2013-01-01
John Hester Jr,1094828,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Group Executive - Relationship Management,2010-12-14,
Daryl Seaman,1094832,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Group Executive - IT Applications,2010-12-14,2017-01-01
Marie Williams,1094833,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Group Executive - Relationship Management,2010-12-14,2013-01-01
Marie Williams,1094833,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Senior Director,2002-01-01,2009-01-01
Bruce Jones,1094830,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Various Positions,,2010-12-14
Daryl Seaman,1094832,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Global Manager,2007-04-01,2010-12-14
David Chew,1094823,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Senior Director - Finance,2006-01-01,2010-12-14
Jim Accordino,1095681,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Various Positions,1986-01-01,1999-01-01
Marie Williams,1094833,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Senior Director,2010-01-01,2010-12-14
Bruce Jones,1094830,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Group Executive - Applications Systems,2010-12-14,2013-01-01
John Hester Jr,1094828,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Various Positions,1992-01-01,2010-12-14
Diana Mehochko,1116920,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Group Executive,2010-01-01,2013-01-01
Scott Daggert,1119506,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Director - Research,2005-11-01,2007-04-01
Diana Mehochko,1116920,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Various Positions,2005-01-01,
Kim Ohlrogge,1126590,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Group Executive - Global Product,2011-01-01,2015-01-01
Paul Bridgewater,1126487,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Group Executive - Global Product,2011-08-23,2014-01-01
Rick Machold,1143744,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Group Executive,2012-01-12,2013-06-13
Dennis Jones,1143743,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Division Group Executive,2012-01-12,2013-06-13
Philip McHugh,1188452,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Senior Executive VP,2017-05-01,2019-06-01
Rick Machold,1143744,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Chief Audit Executive,2013-06-13,
Dennis Jones,1143743,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Executive VP/Division COO,2013-06-13,2018-01-01
Greg Wookey,1593555,TOUCHSTONE SOFTWARE CORP (De-listed 07/1999),31009,No,No,CFO,1998-01-01,1999-01-01
Jess Navarro Torres,1195437,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,International MD,,2014-01-01
Bob Evans,1195436,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Various Positions,2000-01-01,
Eric Seldon,1197631,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Vice President - Services,,1999-01-01
Bob Evans,1195436,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,International MD,2010-01-01,2013-05-11
Hitoshi Kondo,1195438,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,International MD,2000-08-22,2012-01-01
Bob Evans,1195436,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Group Executive,,2010-01-01
Charlie Ferrell,1002237,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Officer,,
Olin Wise,993459,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Group Executive,2005-06-01,2006-10-01
Olin Wise,993459,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Division CTO,2006-10-01,2015-12-01
Olin Wise,993459,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Senior Director,2002-01-01,2005-06-01
Michael Rose,985047,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Division CIO,2006-09-01,2007-09-01
Olin Wise,993459,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Various Positions,1985-01-01,2002-01-01
Pat Reynolds,1081409,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Director - Non-Brd,,
William Pettis,1075755,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Group Executive,2001-06-15,2010-10-12
William Pettis,1075755,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Executive VP/Division President,2010-10-12,2018-01-01
William Pettis,1075755,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Executive VP/Chief Customer Officer,2018-01-01,
William Pettis,1075755,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Various Positions,,2001-06-15
Dave Duncan,833774,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Regional MD,2005-07-01,2009-01-29
Jim Cosgrove,833772,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Treasurer,2010-12-14,2012-01-01
Jim Cosgrove,833772,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Group Executive,2012-01-01,2013-01-01
Jim Cosgrove,833772,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Assistant Treasurer,2005-08-01,2009-01-29
Dave Duncan,833774,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Group Executive,2009-01-29,2011-08-30
Duane White,830030,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Division President,2007-05-16,2009-01-31
Duane White,830030,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Consultant,2009-01-31,2011-04-01
Duane White,830030,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Consultant,2007-03-01,2007-05-16
Dave Duncan,833774,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,International MD,2011-08-30,2013-06-01
Jim Cosgrove,833772,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Group Executive/Treasurer,2009-01-29,2010-12-14
Dave Duncan,833774,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Senior Director,2001-10-01,2004-12-01
Virginia Holman,776573,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Senior Director - Corporate Communications,1995-01-01,2008-11-25
Suzanne Kump,776574,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Senior Director - HR,2000-01-01,2008-11-25
Virginia Holman,776573,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Group Executive - Marketing,2008-11-25,2017-06-01
Suzanne Kump,776574,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Group Executive - HR,2008-11-25,2014-02-01
Wade Weekley,796972,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Senior Director - Finance,,
Travis Chambers,797150,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Recruitment Officer,1996-02-01,1998-06-01
Travis Chambers,797150,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,HR Manager,1998-07-01,1999-08-01
Shawn Roberts,884801,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Vice President - Investor Relations,2018-01-01,
Kathy Moates,886643,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Senior Deputy General Counsel,,
Shawn Roberts,884801,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Director - Investor Relations,2008-01-01,2014-01-01
Bob Philbin,884798,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Executive VP,2007-01-01,2010-02-01
Shawn Roberts,884801,TOTAL SYSTEM SERVICES INC (TSYS),30993,No,No,Senior Director - Investor Relations,2014-01-01,2018-01-01
