name,name_id,company,company_id,in_board,in_supervisory,role,role_start_date,role_end_date
Steve Holman,1391212,Union Hospital,1241176,No,No,President/CEO,2014-05-05,
Tim O'Connor,2150641,Union Hospital,1241176,No,No,Various Positions,,
Doctor Mario Motta,2024863,Union Hospital,1241176,No,No,Associate,1994-01-01,1995-01-01
Doctor Mario Motta,2024863,Union Hospital,1241176,No,No,Director - Non-Brd,1990-01-01,1994-01-01
Tom Venable,1094372,Espiria Inc,1241177,No,No,Vice President - Sales/Mktg,1997-01-01,1999-01-01
Martin Smiley,763959,Morrison & Kibbey Ltd,1241178,No,No,Principal,1998-07-01,2000-08-01
Alan Brill,752305,Cacapon and Lost Rivers Land Trust,1241181,Yes,No,Secretary/Treasurer,1999-01-01,2008-02-01
C Horton,733050,Michael Horton & Associates Inc,1241182,No,No,President,1994-01-01,
Herb Redmond Jr,762607,Fry Plumbing & Heating Corp,1241183,No,No,Vice President,,
Eamonn Montague,761323,Energy Resources Institute,1241184,No,No,Employee,,
Toni Kaliszewski,761321,Energy Resources Institute,1241184,No,No,Employee,,
Steve Adams,761319,Energy Resources Institute,1241184,No,No,Employee,,
Andrew Mayer Jr,762064,SJL Shannon (Shannon Group Inc prior to 04/2013),1241185,No,No,Various Positions,1988-01-01,1990-01-01
Peter Brockway,766296,SJL Shannon (Shannon Group Inc prior to 04/2013),1241185,Yes,Yes,Director - SD,,
Neil Pakey,1298884,SJL Shannon (Shannon Group Inc prior to 04/2013),1241185,No,No,CEO,2014-09-01,2016-05-03
Sue Manch,1961294,SJL Shannon (Shannon Group Inc prior to 04/2013),1241185,No,No,Partner,2014-11-01,2015-06-01
Donna Branca,1916547,SJL Shannon (Shannon Group Inc prior to 04/2013),1241185,No,No,Director - Non-Brd,2013-11-01,2017-01-01
Rose Hynes,327205,SJL Shannon (Shannon Group Inc prior to 04/2013),1241185,Yes,Yes,Chairwoman,2014-08-29,
Troy Templeton,504494,SJL Shannon (Shannon Group Inc prior to 04/2013),1241185,Yes,Yes,Director - SD,,
Marcia Wilcox,54762,SJL Shannon (Shannon Group Inc prior to 04/2013),1241185,No,No,Advisor,2009-01-01,2015-10-01
Yaron Eitan,763203,Milestone Software Solutions Inc,1241188,Yes,Yes,Chairman,,
Tony Balistrieri,1125010,Milestone Software Solutions Inc,1241188,Yes,Yes,Director - SD,2013-02-01,
Herb Redmond Jr,762607,Smith Family Honey Co,1241190,No,No,Owner,,1989-01-01
James Rosenfield Sr,732065,New Media Inc,1241191,Yes,Yes,Director - SD,,
Laura Wessner,833448,New Media Inc,1241191,No,No,Director - Communications/PR,1995-01-01,1996-01-01
Paul Slavin,1128162,New Media Inc,1241191,No,No,Senior VP,,
J Sasseville,1053473,New Media Inc,1241191,No,No,Vice President,,
Samir Arora,1250204,New Media Inc,1241191,No,No,Various Positions,1983-01-01,1986-01-01
Mike Stubler,1330679,New Media Inc,1241191,Yes,Yes,Director - SD,,
Al Perkins,1482341,New Media Inc,1241191,Yes,No,President/Secretary,2002-06-20,2014-11-21
Steve Goden,601186,New Media Inc,1241191,No,No,Vice President - Finance/Admin,1998-04-01,2000-06-01
The Hon. Patrick McHenry,494419,New Media Inc,1241191,No,No,Various Positions,,
Daniel Okrent,449790,New Media Inc,1241191,No,No,Editor,,
Gary Adelson,450995,New Media Inc,1241191,Yes,Yes,Director - SD,,
Andrew Eisele,1957233,New Media Inc,1241191,No,No,Various Positions,,
Brandt Reed,1781959,New Media Inc,1241191,No,No,Lead Designer,2011-02-01,2014-09-01
Gene King,1324079,Sky King Enterprises Inc,1241192,No,No,President,2004-01-01,2008-01-01
Stephen Birch,732951,Sky King Enterprises Inc,1241192,No,No,President/CEO,1993-05-01,1995-03-01
Patrick Moran,887438,Mzinga Inc,1241193,No,No,Chief Marketing Officer,2008-08-01,2009-03-01
Aaron Strout,1329814,Mzinga Inc,1241193,No,No,Division VP,2007-09-01,2008-10-01
Tim O'Toole,1337635,Mzinga Inc,1241193,No,No,CFO,2007-01-01,2008-01-01
John Kim,1259123,Mzinga Inc,1241193,Yes,Yes,Director - SD,,
Karen Leavitt,1273281,Mzinga Inc,1241193,No,No,Chief Marketing Officer,2007-06-01,2008-07-01
Mark King,1289790,Mzinga Inc,1241193,Yes,Yes,Director - SD,2009-08-01,
Gary Lombardo,1522043,Mzinga Inc,1241193,No,No,Director - Product Management,2008-01-01,2009-01-01
Drew Darnbrough,1662206,Mzinga Inc,1241193,No,No,Marketing Director,2009-01-01,2012-08-01
Drew Darnbrough,1662206,Mzinga Inc,1241193,No,No,Senior Marketing Manager,2007-11-01,2009-09-01
Barry Libert,1653985,Mzinga Inc,1241193,Yes,Yes,Chairman,2001-01-01,2011-03-01
Jem Pagn,1623436,Mzinga Inc,1241193,No,No,Senior VP/CTO,2010-01-01,2012-01-01
Mark Somol,1785449,Mzinga Inc,1241193,No,No,COO/CFO,2010-01-01,2012-05-01
Lisa Mastrangelo,1771329,Mzinga Inc,1241193,No,No,CFO,2009-02-01,2009-11-01
Dave Wilkins,1701172,Mzinga Inc,1241193,No,No,Senior Director,2007-09-01,2009-06-01
Alexa Scordato,1925985,Mzinga Inc,1241193,Yes,No,Senior Marketing Manager,2008-06-01,2009-04-01
Matt Brand,1966316,Mzinga Inc,1241193,No,No,Software Engineer,2010-10-01,2011-09-01
Al Nugent,492923,Mzinga Inc,1241193,No,No,CEO/CTO,2011-03-01,2013-05-01
Rick Faulk,491573,Mzinga Inc,1241193,Yes,No,President/CEO,2007-01-01,2010-01-01
Bob Migliorino,346877,Mzinga Inc,1241193,Yes,Yes,Director - SD,,
