name,name_id,company,company_id,in_board,in_supervisory,role,role_start_date,role_end_date
Ian Winchester,540805,AON PLC (Aon Corp prior to 04/2012),2297,No,No,Assistant Director,1968-01-01,1970-01-01
Bill Choate,532370,AON PLC (Aon Corp prior to 04/2012),2297,No,No,Executive VP/Regional Head,2007-03-14,2009-09-01
Carl Bleecher,536300,AON PLC (Aon Corp prior to 04/2012),2297,No,No,Senior VP/Chief Audit Executive,2009-01-01,2017-01-01
Doctor Terry Seamons,531834,AON PLC (Aon Corp prior to 04/2012),2297,No,No,Director - Non-Brd,,
Richard Barry,536295,AON PLC (Aon Corp prior to 04/2012),2297,No,No,VP/Deputy General Counsel,,2010-01-01
Don Bailey,537598,AON PLC (Aon Corp prior to 04/2012),2297,No,No,Various Positions,,
Vicky Kydoniefs,515527,AON PLC (Aon Corp prior to 04/2012),2297,No,No,Regional Partner,2018-01-01,
Tom Danis Jr,513919,AON PLC (Aon Corp prior to 04/2012),2297,No,No,Division MD,1993-01-01,2000-01-01
Andrew Hottes,531187,AON PLC (Aon Corp prior to 04/2012),2297,No,No,Head of Technology,2010-06-01,2012-10-01
Gary Breitbart,512991,AON PLC (Aon Corp prior to 04/2012),2297,No,No,Various Positions,,
Tim Watson,1730832,AON PLC (Aon Corp prior to 04/2012),2297,No,No,Various Positions,,
Bill Fasel,1860275,AON PLC (Aon Corp prior to 04/2012),2297,No,No,Regional Division Director,1994-01-01,1996-08-01
Martin Stone,1937943,AON PLC (Aon Corp prior to 04/2012),2297,No,No,Director - Non-Brd,2002-04-01,2006-09-01
Roelof Hendriks,32563,AON PLC (Aon Corp prior to 04/2012),2297,No,No,Regional CEO,2007-05-01,2009-01-01
Harvey Medvin,50351,AON PLC (Aon Corp prior to 04/2012),2297,No,No,Executive VP/CFO,1987-01-01,2003-04-01
Michael Lusk,37651,AON PLC (Aon Corp prior to 04/2012),2297,No,No,Senior VP,1989-01-01,1999-11-01
Michael Conway,50366,AON PLC (Aon Corp prior to 04/2012),2297,No,No,Senior VP,1990-04-01,1991-01-01
June Drewry,50511,AON PLC (Aon Corp prior to 04/2012),2297,No,No,Senior VP/Chief Information Officer,1995-01-01,1999-01-01
June Drewry,50511,AON PLC (Aon Corp prior to 04/2012),2297,No,No,Executive VP/Chief Information Officer,2000-01-01,2004-09-01
Michael Conway,50366,AON PLC (Aon Corp prior to 04/2012),2297,No,No,Senior VP,1991-01-01,2009-01-01
Dominic Christian,322297,AON PLC (Aon Corp prior to 04/2012),2297,No,No,Division Executive Chairman,2013-10-01,2018-03-01
Dominic Christian,322297,AON PLC (Aon Corp prior to 04/2012),2297,No,No,Division Co-CEO,2010-04-14,2013-10-01
Dominic Christian,322297,AON PLC (Aon Corp prior to 04/2012),2297,No,No,Division Global Chairman,2018-03-01,
Paul Karon,322300,AON PLC (Aon Corp prior to 04/2012),2297,No,No,Division Regional Chairman,2008-11-28,2012-01-01
John Bruno,334069,AON PLC (Aon Corp prior to 04/2012),2297,No,No,COO/Division CEO,2017-04-05,
Dick Verbeek,330757,AON PLC (Aon Corp prior to 04/2012),2297,No,No,Advisor,,
John Bruno,334069,AON PLC (Aon Corp prior to 04/2012),2297,No,No,Executive VP/Chief Information Officer,2014-09-01,2017-04-05
Dick Verbeek,330757,AON PLC (Aon Corp prior to 04/2012),2297,No,No,Division Vice Chairman,,2007-10-01
Bob Shepard,1535586,AON PLC (Aon Corp prior to 04/2012),2297,No,No,Various Positions,1978-01-01,2001-01-01
Doctor Jin-Yong Cai,1316818,AON PLC (Aon Corp prior to 04/2012),2297,Yes,Yes,Independent Director,2016-08-10,
Leslie Follmer,2212551,AON PLC (Aon Corp prior to 04/2012),2297,No,No,Chief of Staff,2016-04-01,2019-09-09
Leslie Follmer,2212551,AON PLC (Aon Corp prior to 04/2012),2297,No,No,Senior VP/Head of IR,2019-09-09,
Erika Shouldice,2212553,AON PLC (Aon Corp prior to 04/2012),2297,No,No,VP/Chief of Staff,2019-09-09,
Leslie Follmer,2212551,AON PLC (Aon Corp prior to 04/2012),2297,No,No,Various Positions,2009-01-01,2015-03-01
Adam Klauss,2212556,AON PLC (Aon Corp prior to 04/2012),2297,No,No,Investor Relations Manager,2019-09-09,
Adam Klauss,2212556,AON PLC (Aon Corp prior to 04/2012),2297,No,No,Various Positions,2015-06-01,2019-09-01
