name,name_id,company,company_id,in_board,in_supervisory,role,role_start_date,role_end_date
Bob Castle Jr,1985510,Parallel 6 Inc (BOOM Media Inc prior to 09/2010),2070151,No,No,Chief Informatics Officer,2015-02-01,2016-11-01
Howard Birndorf,340788,Parallel 6 Inc (BOOM Media Inc prior to 09/2010),2070151,No,No,Advisory Board Member,,
Nicholas Papanicolaou,595888,Sovereign Order of Saint John of Jerusalem Knights of Malta Federation of Autonomous Priories,2070153,No,No,CEO,2006-06-01,
Louise Steller,836800,Mobile Learning Networks Inc,2070155,No,No,Advisor,,
John Roach,836797,Mobile Learning Networks Inc,2070155,No,No,Chief Technology Officer,2012-12-01,
Russ Clark,621891,Mobile Learning Networks Inc,2070155,No,No,Advisor,,
Michael Greco,1017598,Mobile Learning Networks Inc,2070155,No,No,Vice President - Mktg,2014-02-01,2014-10-01
George Pohle,1123617,Mobile Learning Networks Inc,2070155,No,No,Advisory Board Member,,
Gerry Crocker,1392840,Community Specialty Pharmacy Network Inc (CSPN),2070156,No,No,CEO,2010-05-01,2013-01-01
Greg Rogers,1392813,Advanced Environmental Dimensions LLC,2070157,No,No,President,2005-01-01,
Nate Wigle,1392842,CFS Falkenroth Inc,2070158,No,No,Various Positions,,
Saul Klein,1280239,Myoptique Group Ltd (Glasses Direct) (Prescription Eyewear Ltd prior to 07/2013),2070159,Yes,Yes,NED,2007-11-08,2016-09-02
Kevin Cornils,1660507,Myoptique Group Ltd (Glasses Direct) (Prescription Eyewear Ltd prior to 07/2013),2070159,No,No,CEO,2009-01-01,2018-01-01
Maria Wagner,773124,Myoptique Group Ltd (Glasses Direct) (Prescription Eyewear Ltd prior to 07/2013),2070159,Yes,Yes,NED,2016-02-22,2016-09-02
David Magliano,1926136,Myoptique Group Ltd (Glasses Direct) (Prescription Eyewear Ltd prior to 07/2013),2070159,Yes,Yes,NED,2006-05-05,2016-09-02
Doctor Christoph Braun,544467,Myoptique Group Ltd (Glasses Direct) (Prescription Eyewear Ltd prior to 07/2013),2070159,Yes,Yes,NED,2009-03-23,2016-09-02
Bob Main,540103,Myoptique Group Ltd (Glasses Direct) (Prescription Eyewear Ltd prior to 07/2013),2070159,No,No,Senior VP,2007-01-01,2009-09-01
Timm Schipporeit,2162655,Myoptique Group Ltd (Glasses Direct) (Prescription Eyewear Ltd prior to 07/2013),2070159,No,No,Observer,2015-08-01,2016-09-01
Michael Ross,1132094,Myoptique Group Ltd (Glasses Direct) (Prescription Eyewear Ltd prior to 07/2013),2070159,Yes,Yes,NED,2007-10-11,2011-11-23
Richard Burns,1388501,Gay Community News,2070161,Yes,No,President,1980-01-01,1986-01-01
Richard Burns,1388501,Gay Community News,2070161,No,No,Managing Editor,1978-01-01,1980-01-01
Richard Burns,1388501,Gay Community News,2070161,No,No,Reporter,1977-01-01,1978-01-01
Professor George Serafeim,1392815,KKS Advisors LLC,2070165,No,No,Senior Partner,2013-02-01,
Doctor Bob Eccles,1392459,KKS Advisors LLC,2070165,Yes,No,Chairman/Partner,2013-02-01,
Mike Krzus,1736718,KKS Advisors LLC,2070165,No,No,Executive,,
David Hunt,1280712,Rich Products Ltd,2070166,No,No,General Manager,2011-11-01,2012-09-15
David Hunt,1280712,Rich Products Ltd,2070166,No,No,FD,2006-01-01,2011-11-01
Steve Meineke,1392847,Sporoptic Pouilloux SA,2070167,No,No,Vice President - Sales/Mktg,1987-01-01,1990-01-01
Steven Kranker,1394526,Shell Western E&P Inc,2070168,No,No,Reservoir Engineer,1984-05-01,1990-05-01
Jeff Sikora,1392851,Shell Western E&P Inc,2070168,No,No,Various Positions,1984-01-01,1995-01-01
Don Simpson,1655319,Shell Western E&P Inc,2070168,No,No,Representative,1985-07-01,2003-09-01
Robert Fabris,1653742,Shell Western E&P Inc,2070168,No,No,Various Positions,1995-01-01,1996-01-01
Doug Redmond,1597962,Shell Western E&P Inc,2070168,No,No,Reservoir Engineer,1990-01-01,1992-01-01
Doctor Chia-Fu Hsu,1483357,Shell Western E&P Inc,2070168,No,No,Reservoir Engineer,1981-12-01,2007-12-01
Mike Noack,1703412,Shell Western E&P Inc,2070168,No,No,Engineer,,
Bruce Escovedo,1929896,Shell Western E&P Inc,2070168,No,No,Engineer,1981-01-01,1985-06-01
Pete Addison,1899697,Shell Western E&P Inc,2070168,No,No,Various Positions,,
Clint Cone,2087385,Shell Western E&P Inc,2070168,No,No,Various Positions,,
Val Brock,2103089,Shell Western E&P Inc,2070168,No,No,Various Positions,1983-01-01,1993-12-01
Dave Brinley,536614,Shell Western E&P Inc,2070168,No,No,Counsel,1991-01-01,1993-12-01
John Richardson,541470,Shell Western E&P Inc,2070168,No,No,Engineer,,
Caitlin Bales,1393161,Bulu Inc,2070174,No,No,Chief Technology Officer,2014-01-01,2016-02-01
Steve Meineke,1392847,Nordica USA Inc,2070175,No,No,President,1990-01-01,1993-01-01
Luis Bonell,1001475,Nordica USA Inc,2070175,No,No,Regional CEO/Regional CFO,1989-01-01,1993-01-01
Bob Rief,1878285,Nordica USA Inc,2070175,No,No,Marketing Director,,
Mark Davitt,2135115,Nordica USA Inc,2070175,No,No,Various Positions,1991-08-01,1997-03-01
Chris Speyer,1985371,Raleigh America Inc,2070177,No,No,Executive VP - Product Development,2006-03-01,2013-04-01
Steve Meineke,1392847,Raleigh America Inc,2070177,No,No,President,2004-01-01,2012-01-01
Steve Meineke,1392847,Mission Hockey Inc,2070178,No,No,CEO,1996-01-01,2002-01-01
Michael Whan,30900,Mission Hockey Inc,2070178,No,No,President/CEO,2002-01-01,2008-11-01
DeAnne Graham,840460,ROI Media Consultants Inc,2070180,No,No,President,2013-04-01,2016-12-01
Rory Macmillan,1621933,International Food Additive Council (IFAC),2070184,No,No,Director - Government Relations,,
Patricia Farrar-Rivas,1392810,Progressive Asset Management Inc,2070188,No,No,Various Positions,1994-01-01,2007-01-01
Phil Kirshman,1877775,Progressive Asset Management Inc,2070188,No,No,Director - Business Development,2004-02-01,2008-07-01
Johan Dejans,1664838,Intertrust (Luxembourg) SA,2070190,No,No,MD,2013-08-01,2016-04-01
Mike Crosby,1287191,Next Generation Energy LLC,2070191,No,No,COO,2014-01-01,2015-03-01
Pete Rive,1287190,Intravenous Communications Inc,2070192,No,No,Co-Founder,,
Pete Rive,1287190,Clean Currents Inc,2070193,Yes,Yes,Director - SD,,
Scott Christensen,806080,West Central Industries Inc,2070198,Yes,Yes,Director - SD,,
Chris Forrest,1963092,ARINC Managed Services LLC,2070199,No,No,MD,2011-03-01,2014-04-01
Jermaine Watson,842687,Mentorship Academy,2070202,No,No,Instructor,,
Leah Brown,1832308,Mentorship Academy,2070202,No,No,Project Manager,2010-04-01,2011-06-01
Sean Dennison,2102638,Stanbery Development LLC,2070203,No,No,Associate,,
Marc Hays,886625,Stanbery Development LLC,2070203,No,No,Partner,2014-03-01,
Hassan Abdou,830954,Macat International Ltd,2070206,Yes,Yes,Vice Chairman,2013-12-12,2016-03-01
Mark Anderson,1927770,Macat International Ltd,2070206,Yes,No,Chairman (Executive),2017-12-01,
Mark Anderson,1927770,Macat International Ltd,2070206,Yes,No,CEO,2017-07-18,2017-12-01
Mark Anderson,1927770,Macat International Ltd,2070206,No,No,CEO,2016-10-01,2017-07-18
Ed Waitzer,1392510,Canada-Chile Business Council,2070207,No,No,President,,
Tyler Peterson,1392439,Mara North Conservancy,2070209,No,No,Co-Founder,2009-01-01,2011-01-01
Tyler Peterson,1392439,Great Plains Conservation,2070210,No,No,Project Director,2008-01-01,2010-01-01
Tyler Peterson,1392439,Friday Capital LLC,2070213,No,No,Owner,2010-01-01,2014-01-01
