name,name_id,company,company_id,in_board,in_supervisory,role,role_start_date,role_end_date
Todd Jerles,767472,National Carwash Solutions Inc (NCS) (Ryko Solutions Inc prior to 05/2016),1803409,No,No,Various Positions,,
Russ Wilson,767468,National Carwash Solutions Inc (NCS) (Ryko Solutions Inc prior to 05/2016),1803409,Yes,Yes,Director - SD,,2017-04-04
Julie Kline,2105894,National Carwash Solutions Inc (NCS) (Ryko Solutions Inc prior to 05/2016),1803409,No,No,Senior VP - HR,,
Jesse Wurth,1956774,National Carwash Solutions Inc (NCS) (Ryko Solutions Inc prior to 05/2016),1803409,No,No,CFO,2013-07-01,
Chip VandenBerg Jr,370271,National Carwash Solutions Inc (NCS) (Ryko Solutions Inc prior to 05/2016),1803409,Yes,Yes,Director - SD,,2017-04-04
Steven L'Heureux,370111,National Carwash Solutions Inc (NCS) (Ryko Solutions Inc prior to 05/2016),1803409,Yes,Yes,Vice Chairman,2014-09-01,2017-05-01
Steven L'Heureux,370111,National Carwash Solutions Inc (NCS) (Ryko Solutions Inc prior to 05/2016),1803409,Yes,No,President/CEO,2011-03-08,2014-08-01
Jon Elias,504496,National Carwash Solutions Inc (NCS) (Ryko Solutions Inc prior to 05/2016),1803409,Yes,Yes,Director - SD,,2017-04-04
Troy Templeton,504494,National Carwash Solutions Inc (NCS) (Ryko Solutions Inc prior to 05/2016),1803409,Yes,Yes,Chairman,,2017-04-04
Jack Li,1141105,CHINA HAISUM ENGINEERING CO LTD,1803414,Yes,Yes,Independent NED,2011-05-01,
Glen Blackmon,1192093,Trinity M&A Group LLC,1803415,No,No,Managing Principal,2007-01-01,
Michael Linberg,1054086,Trinity M&A Group LLC,1803415,No,No,Managing Principal,2011-04-01,
Chui Low,1463224,ZHONGMIN BAIHUI RETAIL GROUP LTD,1803418,Yes,No,Director - ED,2012-01-01,2015-05-31
Chui Low,1463224,ZHONGMIN BAIHUI RETAIL GROUP LTD,1803418,Yes,Yes,Director - SD,2011-01-20,2012-01-01
Allen Samuel,1394035,US Pension Services Inc,1803419,No,No,Financial Analyst,1997-05-01,1998-10-01
Glen Blackmon,1192093,US Pension Services Inc,1803419,Yes,No,CFO/Chief Information Officer,,
Christine Camp Friedman,339123,R K Development,1803421,No,No,Vice President,1984-01-01,1990-01-01
Christine Camp Friedman,339123,Kapolei Chamber of Commerce,1803422,Yes,Yes,Director - SD,2007-01-01,2015-03-01
Steve Kelly,2165504,Kapolei Chamber of Commerce,1803422,Yes,No,Vice President,,
Cameron Nekota,1472623,Kapolei Chamber of Commerce,1803422,Yes,Yes,Director - SD,2014-01-01,2018-01-01
Cameron Nekota,1472623,Kapolei Chamber of Commerce,1803422,Yes,No,Secretary,,2014-01-01
Ramon Ang,1191748,San Miguel Brewery Inc,1803423,Yes,Yes,Chairman,2007-07-26,
Alonzo Ancheta,1865477,San Miguel Brewery Inc,1803423,Yes,Yes,Independent Director,2009-04-30,
Brian Block,1191711,American Realty Capital Trust II Inc,1803425,No,No,Executive VP/CFO,2010-09-01,2014-10-28
Peter Budko,1191706,American Realty Capital Trust II Inc,1803425,No,No,Executive VP/Chief Investment Officer,2010-09-01,2014-04-21
Aaron Sack,1784255,Creative Circle LLC,1803559,Yes,Yes,Director - SD,,
Edward Weil Jr,1191826,American Realty Capital Trust II Inc,1803425,No,No,Executive VP/Secretary,2010-09-01,2014-06-24
Chief Justice Reynato Puno,1278406,PT Delta Djakarta Tbk,1803426,No,No,Independent Commissioner,,
Pat Trippel,1192078,ASM Assembly Systems LLC (Siemens Electronics Assembly Systems Inc prior to 2011),1803430,No,No,President/CEO,2000-01-01,2002-01-01
Doctor Walter Lomax Jr,1191721,Lomax Health Systems Inc,1803436,No,No,Founder,1982-01-01,
