name,name_id,company,company_id,in_board,in_supervisory,role,role_start_date,role_end_date
Richard Holdrup,1703758,Dykema Gossett PLLC (Formerly known as Rooks Pitts and Poust LLC),92347,No,No,COO,2013-08-01,2019-02-01
Myka Hopgood,1703761,Dykema Gossett PLLC (Formerly known as Rooks Pitts and Poust LLC),92347,No,No,Director - Research,2017-01-01,
Zachary Hoard,1705808,Dykema Gossett PLLC (Formerly known as Rooks Pitts and Poust LLC),92347,No,No,Partner,2016-01-01,
Ellen Kain,1703836,Dykema Gossett PLLC (Formerly known as Rooks Pitts and Poust LLC),92347,No,No,Director - Litigation Support,2015-02-01,
Lee Chang,1705779,Dykema Gossett PLLC (Formerly known as Rooks Pitts and Poust LLC),92347,No,No,Partner,2016-01-01,
Frank Kirkpatrick,1703777,Dykema Gossett PLLC (Formerly known as Rooks Pitts and Poust LLC),92347,No,No,Director - Support Services,2012-01-01,
Frank Kirkpatrick,1703777,Dykema Gossett PLLC (Formerly known as Rooks Pitts and Poust LLC),92347,No,No,Supervisor,1997-01-01,2012-01-01
Wilfred Steiner Jr,1703817,Dykema Gossett PLLC (Formerly known as Rooks Pitts and Poust LLC),92347,No,No,Director - Economics,,
Douglas Lutz,1714495,Dykema Gossett PLLC (Formerly known as Rooks Pitts and Poust LLC),92347,No,No,Associate,1993-03-01,1995-03-01
Sarah Staup,1703809,Dykema Gossett PLLC (Formerly known as Rooks Pitts and Poust LLC),92347,No,No,Director - Personnel,,
Alison Ashmore,1704876,Dykema Gossett PLLC (Formerly known as Rooks Pitts and Poust LLC),92347,No,No,Partner,2016-01-01,
Chris Lueth,1703782,Dykema Gossett PLLC (Formerly known as Rooks Pitts and Poust LLC),92347,No,No,Director - Finance/Accounting,2011-04-01,2017-06-01
Chris Lueth,1703782,Dykema Gossett PLLC (Formerly known as Rooks Pitts and Poust LLC),92347,No,No,CFO,2017-06-01,
Myka Hopgood,1703761,Dykema Gossett PLLC (Formerly known as Rooks Pitts and Poust LLC),92347,No,No,Director - Legal Services,2013-06-01,2017-01-01
Staci Greenfield,1703756,Dykema Gossett PLLC (Formerly known as Rooks Pitts and Poust LLC),92347,No,No,Director - Recruiting,2013-07-01,2019-05-01
Marie Hoppe,1703769,Dykema Gossett PLLC (Formerly known as Rooks Pitts and Poust LLC),92347,No,No,Director - Facilities,,
Michael Blalock,1704877,Dykema Gossett PLLC (Formerly known as Rooks Pitts and Poust LLC),92347,No,No,Associate,2004-05-01,2005-08-01
Alison Ashmore,1704876,Dykema Gossett PLLC (Formerly known as Rooks Pitts and Poust LLC),92347,No,No,Attorney,2013-02-01,2016-01-01
Bryan Johnson,1704690,Dykema Gossett PLLC (Formerly known as Rooks Pitts and Poust LLC),92347,No,No,Partner,2017-01-10,
Morgan Smith,1703804,Dykema Gossett PLLC (Formerly known as Rooks Pitts and Poust LLC),92347,No,No,Director - Development,2010-08-02,
Jeff Deane,1712609,Dykema Gossett PLLC (Formerly known as Rooks Pitts and Poust LLC),92347,No,No,Partner,2004-01-01,2009-07-01
Mark Magyar,1705822,Dykema Gossett PLLC (Formerly known as Rooks Pitts and Poust LLC),92347,No,No,Partner,2016-01-01,
Michael Blalock,1704877,Dykema Gossett PLLC (Formerly known as Rooks Pitts and Poust LLC),92347,No,No,Partner,2005-08-01,
Eric White,1704844,Dykema Gossett PLLC (Formerly known as Rooks Pitts and Poust LLC),92347,No,No,Partner,2015-01-01,
George Casbeer,1703751,Dykema Gossett PLLC (Formerly known as Rooks Pitts and Poust LLC),92347,No,No,Chief Administrative Officer/Acting CIO,2016-01-01,
Ned Stanulov,1703806,Dykema Gossett PLLC (Formerly known as Rooks Pitts and Poust LLC),92347,No,No,Director - Infrastructure,2012-01-01,
Gavin Hill,1705803,Dykema Gossett PLLC (Formerly known as Rooks Pitts and Poust LLC),92347,No,No,Partner,2016-02-02,
