name,name_id,company,company_id,in_board,in_supervisory,role,role_start_date,role_end_date
Walter Loeb,201050,Hudson's Bay Co (Listed 11/2012),37270,Yes,Yes,Director - SD,1998-01-01,2006-01-01
Baron Thomson of Fleet,337361,Hudson's Bay Co (Listed 11/2012),37270,No,No,Manager,1980-01-01,
Baron Thomson of Fleet,337361,Hudson's Bay Co (Listed 11/2012),37270,No,No,Division President,,1990-01-01
H Gobeil,335136,Hudson's Bay Co (Listed 11/2012),37270,Yes,Yes,Director - SD,2003-05-28,2006-03-01
John Tory Sr,330696,Hudson's Bay Co (Listed 11/2012),37270,Outside,Yes,Director - SD,,
Doctor Laurelle Baptiste,1788813,Hudson's Bay Co (Listed 11/2012),37270,No,No,Manager,2003-09-01,2005-12-01
Emree Siaroff,1857758,Hudson's Bay Co (Listed 11/2012),37270,No,No,HR Manager,1992-01-01,1999-01-01
Olga Nikitovic,1852383,Hudson's Bay Co (Listed 11/2012),37270,No,No,Consultant,2002-01-01,2004-01-01
Trudy Fahie,1850947,Hudson's Bay Co (Listed 11/2012),37270,No,No,Various Positions,,1995-01-01
Mark Dederer,1765408,Hudson's Bay Co (Listed 11/2012),37270,No,No,Manager,1988-01-01,1992-01-01
Steve Boily,1720430,Hudson's Bay Co (Listed 11/2012),37270,No,No,Director - Architecture,1993-01-01,2007-01-01
Steve Boily,1720430,Hudson's Bay Co (Listed 11/2012),37270,No,No,Various Positions,2007-01-01,2009-04-01
Michael Geddes,1726853,Hudson's Bay Co (Listed 11/2012),37270,No,No,Various Positions,2000-01-01,2011-01-01
Jennifer Pierce,1726888,Hudson's Bay Co (Listed 11/2012),37270,No,No,Senior VP - Talent,2001-07-01,2012-11-20
Kyoko Kobayashi,1726858,Hudson's Bay Co (Listed 11/2012),37270,No,No,General Manager - Information Services,1998-11-01,2008-07-01
Steve Boily,1720430,Hudson's Bay Co (Listed 11/2012),37270,No,No,Various Positions,1987-01-01,1993-01-01
AJ Sutera,1688777,Hudson's Bay Co (Listed 11/2012),37270,No,No,Various Positions,2007-01-01,2012-11-20
Christina Callas,1701992,Hudson's Bay Co (Listed 11/2012),37270,No,No,Vice President - E-Commerce,2010-01-01,2012-01-01
Janis Leigh,1904930,Hudson's Bay Co (Listed 11/2012),37270,No,No,Director - Services,2008-07-01,2011-05-01
Alison Coville,1901392,Hudson's Bay Co (Listed 11/2012),37270,No,No,Various Positions,1999-01-01,2012-11-20
Janis Leigh,1904930,Hudson's Bay Co (Listed 11/2012),37270,No,No,HR Director,2011-05-01,2012-11-20
Raffi Bedikian,1908920,Hudson's Bay Co (Listed 11/2012),37270,No,No,Vice President - Sourcing,2008-01-01,2011-01-01
Raffi Bedikian,1908920,Hudson's Bay Co (Listed 11/2012),37270,No,No,General Manager - Development,1990-01-01,1994-01-01
Kamy Scarlett,1900834,Hudson's Bay Co (Listed 11/2012),37270,No,No,Senior VP - Ops,2002-01-01,2005-01-01
