name,name_id,company,company_id,in_board,in_supervisory,role,role_start_date,role_end_date
Doctor John Warnock,49581,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,Yes,No,Chairman/CEO,1989-04-01,1997-09-01
Jim Stephens Jr,49386,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,No,No,Vice President,1997-11-01,1998-06-01
Jim Heeger,49506,ADOBE SYSTEMS INC,808,No,No,Senior VP,2003-01-01,2005-03-02
Jim Stephens Jr,49386,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,No,No,Vice President - Corporate Development,1999-04-01,2000-09-01
Doctor Chuck Geschke,49611,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,Yes,Yes,Independent Co-Chairman,2003-01-01,2017-01-27
Jim Stephens Jr,49386,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,No,No,Senior VP,2001-10-01,2005-03-31
Theresa Townsley,49466,ADOBE SYSTEMS INC,808,No,No,Vice President - HR,1999-05-01,1999-12-01
Bryan Lamkin,49411,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,No,No,Senior VP/Division General Manager,2015-09-17,2016-01-01
Graham Freeman,49661,ADOBE SYSTEMS INC,808,No,No,General Manager,1994-08-01,1996-06-01
Doctor John Warnock,49581,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,Yes,Yes,Independent Director,2017-01-27,
Doctor John Warnock,49581,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,Yes,No,Co-Chairman/Chief Technology Officer,2000-12-01,2001-03-01
John Loiacono,35724,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,No,No,Senior VP/General Manager,2011-12-01,2012-01-01
Bryan Lamkin,49411,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,No,No,Senior VP,2003-02-01,2006-02-20
Doctor Chuck Geschke,49611,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,Yes,Yes,Independent Director,2017-01-27,
Doctor Deb Rieman,50316,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,No,No,Various Positions,1992-01-01,1995-01-01
Doctor John Warnock,49581,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,Yes,No,Co-Chairman/CEO,1997-09-01,2000-12-01
James Daley,35535,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,Outside,Yes,Independent Director,2001-01-01,2017-01-27
Doctor John Warnock,49581,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,Yes,Yes,Independent Co-Chairman,2004-03-31,2017-01-27
Ned Barnholt,37206,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,Yes,Yes,Independent Director,2005-09-01,2019-04-11
James Daley,35535,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,Yes,Yes,Lead Independent Director,2017-01-27,
Melissa Dyrdahl,49426,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,No,No,Division Director - Marketing,1994-08-01,1998-08-01
Melissa Dyrdahl,49426,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,No,No,Senior VP - Marketing/Communications,2000-04-01,2006-12-01
Colleen Pouliot,49556,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,No,No,General Counsel/Secretary,1990-12-01,1992-12-01
Bruce Chizen,49341,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,Yes,No,President/CEO,2000-12-01,2005-01-17
Jim Stephens Jr,49386,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,No,No,Various Positions,1990-02-01,1997-11-01
Doctor John Warnock,49581,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,Yes,Yes,Co-Chairman,2001-03-01,2004-03-31
Theresa Townsley,49466,ADOBE SYSTEMS INC,808,No,No,Senior VP - HR,1999-12-01,2005-12-31
Bruce Chizen,49341,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,No,No,VP/General Manager,1994-08-01,1997-12-01
Bryan Lamkin,49411,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,No,No,Senior VP - Mktg,2000-03-01,2003-01-01
Doctor Chuck Geschke,49611,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,Yes,No,President/COO,1989-04-01,1994-04-01
Bruce Chizen,49341,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,No,No,Senior VP/General Manager,1997-12-01,1998-08-01
Jim Stephens Jr,49386,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,No,No,Senior VP,2000-09-01,2001-10-01
Doctor Chuck Geschke,49611,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,Yes,No,Director - ED,1986-08-20,1986-12-01
Bryan Lamkin,49411,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,No,No,Division VP - Marketing,1997-03-01,2000-03-01
Bryan Lamkin,49411,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,No,No,Senior VP - Corporate Development,2013-02-07,2015-09-17
Doctor Chuck Geschke,49611,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,Yes,No,Co-Chairman/President,1997-09-01,2000-04-01
Bruce Chizen,49341,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,Yes,No,CEO,2007-02-07,2007-11-30
Colleen Pouliot,49556,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,Yes,Yes,Independent Director,2002-04-01,2009-03-31
Jim Heeger,49506,ADOBE SYSTEMS INC,808,No,No,Senior VP,2002-02-11,2003-01-01
Doctor Robert Sedgewick,49571,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,Yes,Yes,Independent Director,1990-01-01,2016-04-13
Delbert Yocam,49626,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,Yes,Yes,Independent Director,1991-02-01,2009-03-31
Colleen Pouliot,49556,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,No,No,VP/General Counsel/Secretary,1992-12-01,1997-12-01
Doctor Chuck Geschke,49611,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,Yes,No,President,1994-04-01,1997-09-01
Jim Stephens Jr,49386,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,No,No,Employee,2005-03-31,2005-11-30
Colleen Pouliot,49556,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,No,No,Senior VP/General Counsel/Secretary,1997-12-01,2001-11-29
Doctor Chuck Geschke,49611,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,Yes,Yes,Co-Chairman,2000-04-01,2003-01-01
Colleen Pouliot,49556,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,No,No,Corporate Secretary,1989-04-01,1990-12-01
Ivan Koon,49536,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,No,No,Senior VP,2003-01-01,2005-12-01
Colleen Pouliot,49556,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,Yes,No,Senior VP,2001-11-29,2002-04-01
Bruce Chizen,49341,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,Yes,No,CEO/Acting CFO,2006-11-07,2007-02-07
Ivan Koon,49536,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,No,No,Senior VP,2002-08-01,2003-01-01
Bryan Lamkin,49411,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,No,No,Executive VP/Division General Manager,2016-02-01,
Graham Freeman,49661,ADOBE SYSTEMS INC,808,No,No,Senior VP - Worldwide Sales,1999-04-01,2001-01-01
Doctor John Warnock,49581,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,Yes,No,President/CEO,1986-08-20,1989-04-01
Bruce Chizen,49341,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,No,No,Strategic Advisor,2008-04-09,2008-12-01
Bruce Chizen,49341,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,Yes,No,CEO,2005-01-17,2006-11-07
Bruce Chizen,49341,ADOBE INC (Adobe Systems Inc prior to 10/2018),808,Yes,No,Director - ED,2007-12-01,2008-04-09
