name,name_id,company,company_id,in_board,in_supervisory,role,role_start_date,role_end_date
John MacIntyre,734322,Maple Leaf Sports & Entertainment Ltd,135792,Yes,Yes,Director - SD,,
Bob Bertram,652532,Maple Leaf Sports & Entertainment Ltd,135792,Yes,Yes,Director - SD,,2012-01-01
Duke Dickson,1194113,Maple Leaf Sports & Entertainment Ltd,135792,No,No,Director - Business Development,1997-08-01,1998-07-01
Erol Uzumeri,1197515,Maple Leaf Sports & Entertainment Ltd,135792,Yes,Yes,Director - SD,,
Glen Silvestri,1043845,Maple Leaf Sports & Entertainment Ltd,135792,Yes,Yes,Director - SD,,
Sit Sittler,1059103,Maple Leaf Sports & Entertainment Ltd,135792,No,No,Ambassador,1991-08-08,
Sit Sittler,1059103,Maple Leaf Sports & Entertainment Ltd,135792,No,No,Player,1970-01-01,1982-01-01
Dale Lastman,1250021,Maple Leaf Sports & Entertainment Ltd,135792,Yes,Yes,Director - SD,,
Doctor John Berardi,1267701,Maple Leaf Sports & Entertainment Ltd,135792,No,No,Consultant,,
Bernard le Duc,1307889,Maple Leaf Sports & Entertainment Ltd,135792,Yes,Yes,Director - SD,2015-06-01,
Anthony Attard,1336244,Maple Leaf Sports & Entertainment Ltd,135792,No,No,Senior Director - Sales,2001-07-01,2013-09-01
Frank Bertolas,1516718,Maple Leaf Sports & Entertainment Ltd,135792,No,No,Director - Non-Brd,2000-01-01,2003-01-01
Michael Lepore,1519566,Maple Leaf Sports & Entertainment Ltd,135792,No,No,Senior VP - Finance,2016-01-01,2017-06-01
Tim Leiweke,1532710,Maple Leaf Sports & Entertainment Ltd,135792,No,No,President/CEO,2013-04-26,2015-10-29
Doctor Richard Peddie,1481093,Maple Leaf Sports & Entertainment Ltd,135792,Yes,No,President/CEO,2003-07-01,2011-12-31
Steve Griggs,1478844,Maple Leaf Sports & Entertainment Ltd,135792,No,No,Sales Director,1998-01-01,1999-01-01
Doctor Richard Peddie,1481093,Maple Leaf Sports & Entertainment Ltd,135792,No,No,President/CEO,1998-02-01,2003-07-01
Beth Robertson,1639998,Maple Leaf Sports & Entertainment Ltd,135792,No,No,Director - Corporate Services,2000-01-01,2001-01-01
Beth Robertson,1639998,Maple Leaf Sports & Entertainment Ltd,135792,No,No,Senior VP - Sales,2009-01-01,2013-01-01
Beth Robertson,1639998,Maple Leaf Sports & Entertainment Ltd,135792,No,No,Vice President - Mktg,2004-01-01,2008-01-01
Beth Robertson,1639998,Maple Leaf Sports & Entertainment Ltd,135792,No,No,Vice President - Sales,2008-01-01,2009-01-01
Beth Robertson,1639998,Maple Leaf Sports & Entertainment Ltd,135792,No,No,Marketing Director,2001-01-01,2004-01-01
Mike Copeland,1616487,Maple Leaf Sports & Entertainment Ltd,135792,No,No,Leader,2018-01-01,
Dana Kibler,1655200,Shamrock Capital Advisors Inc,135797,No,No,Various Positions,,
