name,name_id,company,company_id,in_board,in_supervisory,role,role_start_date,role_end_date
Colleen Langevin,1491268,GENERAL MOTORS CORP (GM) (De-listed 06/2009),13005,No,No,Analyst,1995-01-01,1997-07-01
Randall Tallerico,1490179,GENERAL MOTORS CORP (GM) (De-listed 06/2009),13005,No,No,Division Director,2001-08-03,2006-01-01
Don Joseph,1492314,GENERAL MOTORS CORP (GM) (De-listed 06/2009),13005,No,No,Various Positions,1977-01-01,1994-01-01
Brice Hill,1492535,GENERAL MOTORS CORP (GM) (De-listed 06/2009),13005,No,No,Various Positions,,1995-01-01
Jerome Hamilton Jr,1514380,GENERAL MOTORS CORP (GM) (De-listed 06/2009),13005,No,No,Engineering Manager,1997-01-01,1999-01-01
Victor Khosla,1516326,GENERAL MOTORS CORP (GM) (De-listed 06/2009),13005,No,No,Various Positions,,
Randall Tallerico,1490179,GENERAL MOTORS CORP (GM) (De-listed 06/2009),13005,No,No,Advertising Director,2000-10-01,2001-08-03
Henio Arcangeli Jr,1477881,GENERAL MOTORS CORP (GM) (De-listed 06/2009),13005,No,No,Various Positions,,
Dan Nicholson,1480147,GENERAL MOTORS CORP (GM) (De-listed 06/2009),13005,No,No,Regional Head,2008-06-01,2009-06-02
Jay Spenchian,1479147,GENERAL MOTORS CORP (GM) (De-listed 06/2009),13005,No,No,Division President/COO,2005-04-01,2007-05-01
Debbie Lundberg,1478858,GENERAL MOTORS CORP (GM) (De-listed 06/2009),13005,No,No,Various Positions,1989-05-01,2004-04-01
Kirk Aubry,1483400,GENERAL MOTORS CORP (GM) (De-listed 06/2009),13005,No,No,Marketing Manager,1983-01-01,1985-01-01
Gareth Ross,1485965,GENERAL MOTORS CORP (GM) (De-listed 06/2009),13005,No,No,Senior Financial Analyst,2005-07-01,2006-06-01
Jay Spenchian,1479147,GENERAL MOTORS CORP (GM) (De-listed 06/2009),13005,No,No,Chief Marketing Officer,2007-05-01,2009-06-02
Jay Spenchian,1479147,GENERAL MOTORS CORP (GM) (De-listed 06/2009),13005,No,No,Division ED,1998-06-01,2005-04-01
Dan Nicholson,1480147,GENERAL MOTORS CORP (GM) (De-listed 06/2009),13005,No,No,Chief Engineer,2004-04-01,2008-06-01
Gareth Ross,1485965,GENERAL MOTORS CORP (GM) (De-listed 06/2009),13005,No,No,Senior Financial Analyst,2005-01-01,2005-07-01
Matthew Killeen,1479711,GENERAL MOTORS CORP (GM) (De-listed 06/2009),13005,No,No,Manager - Ops,,
Glenn Engler,1482370,GENERAL MOTORS CORP (GM) (De-listed 06/2009),13005,No,No,Senior Advisor,,
Dan Nicholson,1480147,GENERAL MOTORS CORP (GM) (De-listed 06/2009),13005,No,No,Director - Non-Brd,2002-05-01,2004-04-01
Bob Potokar,1486188,GENERAL MOTORS CORP (GM) (De-listed 06/2009),13005,No,No,Various Positions,,
Gareth Ross,1485965,GENERAL MOTORS CORP (GM) (De-listed 06/2009),13005,No,No,Senior Financial Analyst,2004-06-01,2004-12-01
Martin Horneck,1481054,GENERAL MOTORS CORP (GM) (De-listed 06/2009),13005,No,No,Director - Purchasing,2001-08-01,2007-04-01
Deb Aerne,1524552,GENERAL MOTORS CORP (GM) (De-listed 06/2009),13005,No,No,Supervisor,1981-06-01,1993-05-01
Jon Getzinger,1521981,GENERAL MOTORS CORP (GM) (De-listed 06/2009),13005,No,No,Various Positions,,
Dan Bruni,1520741,GENERAL MOTORS CORP (GM) (De-listed 06/2009),13005,No,No,Various Positions,,
Erik Bue,1525466,GENERAL MOTORS CORP (GM) (De-listed 06/2009),13005,No,No,Analyst,2003-06-01,2004-01-01
Doctor Gao Liu,1523166,GENERAL MOTORS CORP (GM) (De-listed 06/2009),13005,No,No,Advisor,2001-01-01,2009-06-01
Jon DeGaynor,1526509,GENERAL MOTORS CORP (GM) (De-listed 06/2009),13005,No,No,Various Positions,1988-01-01,2000-01-01
Dwaine Kimmet,1521181,GENERAL MOTORS CORP (GM) (De-listed 06/2009),13005,No,No,Analyst,1991-01-01,2000-01-01
Matt Rizik,1524612,GENERAL MOTORS CORP (GM) (De-listed 06/2009),13005,No,No,Relationship Partner,2005-01-01,2009-06-02
