name,name_id,company,company_id,in_board,in_supervisory,role,role_start_date,role_end_date
Holger Spieckermann,1597304,BOC Gases GmbH,2320456,No,No,Sales Director,1995-01-01,1997-01-01
Holger Spieckermann,1597304,MC-Bauchemie Mller GmbH & Co KG,2320458,No,No,Sales Manager,1993-01-01,1995-01-01
Holger Spieckermann,1597304,MC-Bauchemie Mller GmbH & Co KG,2320458,No,No,Group Leader,1988-01-01,1993-01-01
Craig Dexheimer,985042,ManShower LLC,2320460,No,No,CEO,2012-06-01,2013-12-01
Kim McCleary,1369412,McGill & Hill Group LLC (Blair McGill & Hill Group LLC prior to 06/2004),2320468,No,No,Vice President,1985-11-01,1991-02-01
Ricky Jacinto,1280950,SBS Philippines Corp (Sytengco Philippines Corp prior to 11/2014) (Listed 08/2015),2320470,Yes,Yes,Director - SD,2015-07-09,2015-08-10
Ricky Jacinto,1280950,SBS PHILIPPINES CORP,2320471,Yes,Yes,Director - SD,2015-08-10,
Germano Coelho,1997726,Evonik Industries Inc,2320472,No,No,Regional Commercial Director,2017-04-01,2018-02-01
Doctor Erik Chelius,1998188,Evonik Industries Inc,2320472,No,No,Scientist,2010-08-01,2011-12-01
Don Enns,1790127,Evonik Industries Inc,2320472,No,No,VP/Division Head,2016-01-01,
Doctor Brij Mohal,1597306,Evonik Industries Inc,2320472,No,No,Vice President - Technology,2008-01-01,2012-01-01
Bob Olsen,1264841,Continental Heller Corp,2320475,No,No,Project Engineer,,
Linda Clifford,1763479,Continental Heller Corp,2320475,No,No,Contractor,1989-09-01,2016-06-01
Linda Clifford,1763479,Continental Heller Corp,2320475,No,No,Accountant,1972-01-01,
Doctor Andrew Steckley,1597948,Steckley & Associates Inc,2320476,No,No,Consultant,2005-03-01,2013-04-01
Ambar Bhattacharyya,1279538,Waterline Ventures LLC,2320477,No,No,Advisor,2014-01-01,
Bob Higgins,796761,Waterline Ventures LLC,2320477,No,No,Co-Chairman,,
Doctor Bijan Salehizadeh,764490,Waterline Ventures LLC,2320477,No,No,Investment Advisor,,
Doctor Andrew Steckley,1597948,Makad Energy LLC,2320479,Yes,No,VP/Chief Technology Officer,2010-12-01,2013-01-01
Nick Minekime,1538664,Applied Solar Technologies (India) Pvt Ltd,2320480,No,No,Observer,2010-01-01,2013-03-01
Vishal Gupta,1279806,Applied Solar Technologies (India) Pvt Ltd,2320480,Yes,Yes,Director - SD,2014-02-01,
Dipender Saluja,1675441,Applied Solar Technologies (India) Pvt Ltd,2320480,Yes,Yes,Director - SD,2010-01-01,
Lt. Gen. Ray Palumbo,1807924,Dynamic Aviation Group Inc (Formerly known as K&K Aircraft Inc),2320481,No,No,Advisory Board Member,2018-07-26,
David Schneeman,493542,Dynamic Aviation Group Inc,2320481,No,No,CFO,2013-11-25,2016-06-01
J Zook,2112390,Dynamic Aviation Group Inc (Formerly known as K&K Aircraft Inc),2320481,No,No,CFO,2002-01-01,2010-12-01
J Zook,2112390,Dynamic Aviation Group Inc (Formerly known as K&K Aircraft Inc),2320481,No,No,Controller,1999-05-01,2002-01-01
Shannon Wagner,2112389,Dynamic Aviation Group Inc (Formerly known as K&K Aircraft Inc),2320481,No,No,COO,2016-03-09,
Shannon Wagner,2112389,Dynamic Aviation Group Inc (Formerly known as K&K Aircraft Inc),2320481,No,No,Senior VP - Ops,2014-03-01,2016-03-09
Shannon Wagner,2112389,Dynamic Aviation Group Inc (Formerly known as K&K Aircraft Inc),2320481,No,No,Director - Maintenance,2013-03-01,2014-03-01
Karl Stoltzfus Sr,2112388,Dynamic Aviation Group Inc (Formerly known as K&K Aircraft Inc),2320481,Yes,No,Chairman,1967-01-01,
J Zook,2112390,Dynamic Aviation Group Inc (Formerly known as K&K Aircraft Inc),2320481,No,No,CFO,2016-04-01,
J Zook,2112390,Dynamic Aviation Group Inc (Formerly known as K&K Aircraft Inc),2320481,No,No,Executive VP,2010-12-01,2016-04-01
Michael Stoltzfus,2109422,Dynamic Aviation Group Inc,2320481,No,No,President/CEO,2006-01-01,
Michael Stoltzfus,2109422,Dynamic Aviation Group Inc,2320481,No,No,President/COO,2003-01-01,2006-01-01
Michael Stoltzfus,2109422,Dynamic Aviation Group Inc,2320481,No,No,COO,2002-01-01,2003-01-01
Michael Stoltzfus,2109422,Dynamic Aviation Group Inc,2320481,No,No,Executive VP,1992-01-01,2002-01-01
Michael Stoltzfus,2109422,Dynamic Aviation Group Inc,2320481,No,No,Vice President - Ops,1990-01-01,1992-01-01
Lt. Gen. Tom Metz,1335404,Dynamic Aviation Group Inc,2320481,No,No,Advisory Board Member,,
Craig Dexheimer,985042,Global Tax Network (GTN) Inc,2320482,No,No,Senior Director - Ops,2013-12-01,2018-01-01
Craig Dexheimer,985042,Global Tax Network (GTN) Inc,2320482,No,No,COO,2018-01-01,
Doctor Andrew Steckley,1597948,EnviroTech Research Limited (Canada),2320486,No,No,Founder,1993-07-01,1994-01-01
Doctor Andrew Steckley,1597948,QuantumLynx Corp,2320487,No,No,Consultant,1991-11-01,1994-06-01
Randy Winn,1597947,FiveW Capital LLC,2320488,No,No,MD,2014-01-01,2017-01-01
Vishal Gupta,1279806,Supermarket Grocery Supplies Pvt Ltd (Big Basket),2320489,Yes,Yes,Director - SD,2015-02-25,
