name,name_id,company,company_id,in_board,in_supervisory,role,role_start_date,role_end_date
Lawrence Friedman,1655909,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Partner/General Counsel,1991-01-01,
Paul Tiger,1657357,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Associate,2006-10-01,2014-01-01
Mitchell Dupler,1657408,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Attorney,1979-01-01,1989-01-01
Rob Davis,1655900,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Senior Counsel,2018-01-01,
Paul Tiger,1657357,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Partner,2014-01-01,
Glenn McGrory,1655936,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Partner,2009-01-01,
Paul Shim,1657333,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Associate,1987-01-01,1996-01-01
Howard Zelbo,1657384,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Associate,1988-01-01,1994-01-01
Michael Volkovitsch,1657366,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Associate,1993-01-01,2002-01-01
Robin Bergen,1657388,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Associate,1994-01-01,2003-01-01
Jim Bromley,1655889,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Partner,1999-01-01,2019-02-01
Bill McRae,1655939,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Associate,1996-01-01,2005-01-01
Michael Albano,1655785,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Associate,2001-01-01,2010-01-01
William Groll,1655912,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Partner,1992-01-01,2017-01-01
Bill McRae,1655939,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Partner,2005-01-01,
Rhys Hefta,1658663,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Associate,2005-09-01,2010-11-01
David Leinwand,1655946,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Partner,2000-01-01,
Jonathan Blackman,1655823,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Associate,1977-01-01,1985-01-01
Michael Mazzuchi,1657410,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Partner,2001-01-01,
Pamela Marcogliese,1655935,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Partner,2013-01-01,
Robert Raymond,1656938,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Partner,2003-01-01,
Giovanni Prezioso,1657414,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Partner,2006-01-01,
Breon Peace,1656933,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Associate,2003-09-01,2006-12-01
Leslie Silverman,1657339,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Partner,1982-01-01,2017-01-01
William Groll,1655912,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Associate,1985-01-01,1992-01-01
Rich Bridge,1918536,Logitech Inc,39431,No,No,Director - Finance,2011-09-01,2015-04-01
Roger Cooper,1655891,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Partner,2011-01-01,
Elizabeth Lenas,1655928,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Counsel,2009-01-01,2013-01-01
Amy Shapiro,1657329,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Partner,2012-01-01,
Paul Shim,1657333,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Partner,1996-01-01,
Yaron Reich,1656941,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Senior Counsel,2018-01-01,
Robin Bergen,1657388,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Partner,2003-01-01,
Jennifer Park,1656930,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Attorney,2003-01-01,2012-01-01
Robert Cook,1657583,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Partner,2013-01-18,2016-01-01
Brian Byrne,1657395,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Partner,2004-01-01,
Rob Davis,1655900,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Partner,1986-01-01,2018-01-01
Richard Lincer,1655932,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Attorney,1979-01-01,1986-01-01
Jonathan Blackman,1655823,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Partner,1985-01-01,
Matthew Slater,1657419,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Associate,1985-01-01,1992-01-01
Mitchell Dupler,1657408,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Partner,1989-01-01,
Katherine Carroll,1657404,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Partner,2012-01-01,
James Langston,1655926,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Partner,2015-01-01,
Rob Lennon,1663853,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Editor,2004-04-01,2008-02-01
Jim Bromley,1655889,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Associate,1989-08-01,1999-01-01
Seth Grosshandler,1655913,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Partner,1992-01-01,2018-01-01
Ethan Klingsberg,1655917,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Associate,1994-01-01,2001-01-01
David Lopez,1655952,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Partner,1998-01-01,
Lisa Schweitzer,1657327,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Partner,2006-01-01,
Jeff Lewis,1655948,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Partner,1995-01-01,
Neil Whoriskey,1657371,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Associate,1991-01-01,2000-01-01
Nick Grabar,1655911,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Attorney,1984-01-01,1991-01-01
Glenn McGrory,1655936,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Associate,2000-01-01,2009-01-01
Francesca Odell,1655933,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Attorney,1996-08-01,2005-01-01
George Cary,1657405,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Partner,1998-05-01,
Elizabeth Lenas,1655928,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Associate,1999-01-01,2009-01-01
Carmen Corrales,1655893,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Attorney,1990-01-01,1998-01-01
Jeff Lewis,1655948,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Associate,1987-01-01,1995-01-01
Yaron Reich,1656941,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Partner,1986-01-01,2018-01-01
David Sabel,1657301,Cleary Gottlieb Steen & Hamilton LLP,39236,No,No,Partner,1984-01-01,
