name,name_id,company,company_id,in_board,in_supervisory,role,role_start_date,role_end_date
Austin Lewis IV,732991,Tucker Anthony Inc,242197,No,No,Vice President,2000-11-01,2002-09-03
Mark Eaton,730965,Tucker Anthony Inc,242197,No,No,Various Positions,1995-01-01,1996-01-01
Greg Rush,1735685,Tucker Anthony Inc,242197,No,No,Vice President,1993-12-01,1999-06-01
Terry McEvoy,1764090,Tucker Anthony Inc,242197,No,No,Various Positions,1996-12-01,1999-05-01
Terry McEvoy,1764090,Tucker Anthony Inc,242197,No,No,Research Analyst,1999-11-01,2001-11-01
Steve Guy,1761252,Tucker Anthony Inc,242197,No,No,Vice President,,2000-01-01
Tim Gaven,1744303,Tucker Anthony Inc,242197,No,No,Various Positions,,
Chris Smith,1693475,Tucker Anthony Inc,242197,No,No,Specialist,,
Tom Maloney,1787776,Tucker Anthony Inc,242197,No,No,Various Positions,1998-01-01,1999-06-01
Rob Dreier,1839633,Tucker Anthony Inc,242197,No,No,Vice President,1997-01-01,2003-01-01
Jared Paquette,1839635,Tucker Anthony Inc,242197,No,No,Associate,,
Don Chase,1953160,Tucker Anthony Inc,242197,No,No,Various Positions,2002-01-01,2002-01-01
Doctor Rogers Coleman,69707,Rio Grande HMO Inc,242202,Outside,Yes,Director - SD,,
Doctor David Fry,69347,Decker Energy International (DEI) Inc,242207,Yes,Yes,Director - SD,,
Mike Whiting Jr,1388657,Decker Energy International (DEI) Inc,242207,No,No,President,1982-07-01,2012-01-01
Sam McConnell,647254,Decker Energy International (DEI) Inc,242207,No,No,MD,2002-01-01,2006-07-01
Edward Nash,1017154,Commerce Capital Markets Inc,242212,No,No,Analyst,2001-01-01,
Joe Pantginis,1017158,Commerce Capital Markets Inc,242212,No,No,Analyst,,
Chris LaMarca,1011329,Commerce Capital Markets Inc,242212,No,No,Vice President - Investment Banking,2003-01-01,2008-01-01
Pam Cyr,1206892,Commerce Capital Markets Inc,242212,No,No,Controller,1995-09-01,1998-07-01
Brian Seidman,1190678,Commerce Capital Markets Inc,242212,No,No,Analyst,2004-11-01,2005-06-01
David Lorry,1258654,Commerce Capital Markets Inc,242212,No,No,Vice President,2001-01-01,2002-01-01
Russ Vernon,1615149,Commerce Capital Markets Inc,242212,No,No,Senior VP/COO,2006-03-20,
Bill Sutherland,1595506,Commerce Capital Markets Inc,242212,No,No,Director - Research,2001-01-01,2003-01-01
Ashley Costa,1596488,Commerce Capital Markets Inc,242212,No,No,Investment Banking Analyst,2002-08-01,2003-08-01
Stan Gregor,1622806,Commerce Capital Markets Inc,242212,No,No,President/CEO,2005-07-01,2007-07-01
