name,name_id,company,company_id,in_board,in_supervisory,role,role_start_date,role_end_date
Mark Ribaudo Sr,640517,Doubleday Direct Inc,461765,No,No,Various Positions,1997-01-01,1999-01-01
Rick Morris,1118698,Tahoe Networks Inc,461767,No,No,Vice President - Engineering,2002-04-23,2003-05-01
Jason Lin,1054987,Tahoe Networks Inc,461767,No,No,Advisor,2001-01-01,2003-01-01
Joel Brand,1598884,Tahoe Networks Inc,461767,No,No,Director - Product Management,2001-01-01,2003-01-01
Matt Barletta,1340289,Tahoe Networks Inc,461767,No,No,Director - Technical,2001-08-01,2003-01-01
Alan Cohen,142169,Tahoe Networks Inc,461767,No,No,Vice President - Mktg,2001-10-01,2002-09-01
Keerti Melkote,551380,Tahoe Networks Inc,461767,No,No,Senior Director,2001-01-01,2002-01-01
Geoff Yang,200375,Tahoe Networks Inc,461767,Yes,Yes,Director - SD,,
Kelly Hicks,1521309,Tahoe Networks Inc,461767,No,No,CFO,2002-09-01,2003-12-01
Tony Miranz,2143699,Tahoe Networks Inc,461767,No,No,Vice President,2002-01-01,2004-01-01
Ravi Puvvala,2187105,Tahoe Networks Inc,461767,No,No,Senior Member,2001-05-01,2003-06-01
Prasad Palkar,1824852,Tahoe Networks Inc,461767,No,No,Senior Manager,2001-01-01,2003-12-01
Anthony Alles,1845572,Tahoe Networks Inc,461767,Yes,No,CEO,2001-01-01,2002-06-01
Anthony Alles,1845572,Tahoe Networks Inc,461767,Yes,Yes,Director - SD,2002-06-01,2003-11-03
Greig Bannister,1957692,Tahoe Networks Inc,461767,No,No,Technical Director,2001-12-01,2003-08-01
Johnna Torsone,49291,Pitney Bowes Professional Services Inc,461768,Yes,No,President,,
Juanita James,180122,Pitney Bowes Professional Services Inc,461768,No,No,Executive VP/General Manager,,
Alan Cohen,142169,Airespace Inc,461769,No,No,Vice President - Mktg,2002-10-01,2005-03-01
Brett Galloway,202416,Airespace Inc,461769,Yes,No,President/CEO,2002-11-01,2005-03-01
Doctor Hamid Ahmadi,202492,Airespace Inc,461769,No,No,Advisor,2003-01-01,2006-01-01
Alex Mendez,327112,Airespace Inc,461769,Yes,Yes,Director - SD,2001-01-01,2005-01-01
Doctor Arun Sobti,325818,Airespace Inc,461769,Yes,Yes,Director - SD,,
Ken Lawler,375759,Airespace Inc,461769,Outside,Yes,Director - SD,,
Sumit Vakil,2158989,Airespace Inc,461769,No,No,Various Positions,2002-01-01,2004-01-01
Ranjeet Shetye,2158994,Airespace Inc,461769,No,No,Senior Engineer,2005-03-01,2006-10-01
