name,name_id,company,company_id,in_board,in_supervisory,role,role_start_date,role_end_date
Mark Smith,377403,MESA INC (De-listed 08/1997),422564,No,No,Vice President - Acquisitions,1997-01-01,1997-08-01
Mark Smith,377403,MESA INC (De-listed 08/1997),422564,No,No,Vice President - Finance,1996-10-01,1996-12-01
Mark Smith,377403,MESA INC (De-listed 08/1997),422564,No,No,Director - Finance/Planning,1994-01-01,1996-10-01
Sidney Tassin,441072,MESA INC (De-listed 08/1997),422564,No,No,Vice President - Finance,1986-01-01,1988-01-01
Sidney Tassin,441072,MESA INC (De-listed 08/1997),422564,No,No,Various Positions,1980-01-01,1986-01-01
Sidney Tassin,441072,MESA INC (De-listed 08/1997),422564,No,No,CFO,1988-01-01,1994-01-01
Dwala Kuhn,514428,MESA INC (De-listed 08/1997),422564,No,No,Executive Assistant,,
John Sobchak,507732,MESA INC (De-listed 08/1997),422564,No,No,Various Positions,1988-01-01,1997-01-01
Phil Smith,552097,MESA INC (De-listed 08/1997),422564,Yes,Yes,Director - SD,1996-07-01,1997-08-01
Jeff Marcus,66222,Marcus & Partners LP,422566,No,No,Partner,1999-03-01,2000-04-01
Tom McMillin,1126334,Marcus & Partners LP,422566,No,No,Co-Founder,,
M Paradowski,1010878,Marcus & Partners LP,422566,No,No,Vice President - Investments,1999-01-01,2000-01-01
Jeff Marcus,66222,Communications Equity Associates International Ltd,422567,No,No,Co-Founder,1975-01-01,1982-01-01
Harold Ewen,505328,Communications Equity Associates International Ltd,422567,No,No,President,1982-07-01,1991-12-01
Harold Ewen,505328,Communications Equity Associates International Ltd,422567,Yes,Yes,Vice Chairman,2002-12-01,
Brad Gordon,505369,Communications Equity Associates International Ltd,422567,No,No,Executive VP/CFO,1981-11-01,
Harold Ewen,505328,Communications Equity Associates International Ltd,422567,Yes,Yes,Vice Chairman,1991-12-01,2002-12-01
Jeanette Tully,206624,Communications Equity Associates International Ltd,422567,No,No,Vice President,1986-05-01,1994-09-01
Michael Harris,205966,Teleprompter Corp,422568,No,No,Engineer,1971-01-01,1973-01-01
Tony Lynn,274879,Teleprompter Corp,422568,No,No,Program Director,1975-01-01,1977-01-01
Doctor Leonard Tow,140586,Teleprompter Corp,422568,No,No,Senior VP,,1973-01-01
Marc Nathanson,181546,Teleprompter Corp,422568,No,No,Vice President - Mktg,,1975-01-01
Noel Guillama-Alvarez,596765,Teleprompter Corp,422568,No,No,Program Manager,1976-02-01,1981-03-01
Beth Powers,375665,Teleprompter Corp,422568,No,No,Employee,,
Gil Schwartz,453427,Teleprompter Corp,422568,No,No,Associate,1981-01-01,1981-07-30
Frank Biondi Jr,35814,Teleprompter Corp,422568,No,No,Executive,,
Jeff Marcus,66222,Teleprompter Corp,422568,No,No,Sales Director,1973-01-01,1975-01-01
John Flanagan Jr,1955212,Teleprompter Corp,422568,No,No,Division Controller,,1981-01-01
Len Falter,774174,Teleprompter Corp,422568,No,No,Technician,1981-07-01,1985-01-01
Kevin Werle,650250,CIGNA Investments Inc,422569,No,No,Programmer,,1987-01-01
Gregory Lombardi,751842,CIGNA Investments Inc,422569,No,No,Portfolio Analyst,1992-01-01,1999-05-01
John Connor,753684,CIGNA Investments Inc,422569,No,No,MD,2000-01-01,2004-01-01
Tom Shea,1601548,CIGNA Investments Inc,422569,No,No,MD,,1999-01-01
Gary Woods,1598464,CIGNA Investments Inc,422569,No,No,Vice President,1985-01-01,1991-01-01
Donna Dean,1254790,CIGNA Investments Inc,422569,No,No,Various Positions,1984-01-01,1987-01-01
Jeanneen Griffin,1383184,CIGNA Investments Inc,422569,No,No,Vice President,1990-01-01,1994-01-01
Maurice Gordon,1670642,CIGNA Investments Inc,422569,No,No,Managing General Partner,1997-01-01,2001-07-01
Lenny Mazlish,1840451,CIGNA Investments Inc,422569,No,No,MD,2005-07-01,
Laura Peck,2133982,CIGNA Investments Inc,422569,No,No,Counsel,1988-01-01,1998-01-01
Vic Saliterman,2136096,CIGNA Investments Inc,422569,No,No,Senior VP,1996-01-01,1997-01-01
Dennis Ferro III,595009,CIGNA Investments Inc,422569,No,No,Chief Investment Officer,1991-01-01,1994-01-01
Liz Werner,499410,CIGNA Investments Inc,422569,No,No,Various Positions,,
Robert Albro,512702,CIGNA Investments Inc,422569,Inside,No,Senior MD,,1998-01-01
Keith Gollenberg,512373,CIGNA Investments Inc,422569,No,No,Various Positions,1998-01-01,2004-01-01
David Marks,512371,CIGNA Investments Inc,422569,No,No,Chief Investment Officer,2002-11-01,2004-03-01
Paul Martin,512380,CIGNA Investments Inc,422569,No,No,Division MD,1990-01-01,2005-05-01
David Marks,512371,CIGNA Investments Inc,422569,No,No,Senior VP,1985-01-01,1989-01-01
David Marks,512371,CIGNA Investments Inc,422569,Inside,No,MD,1989-01-01,1991-01-01
Robert Albro,512702,CIGNA Investments Inc,422569,Inside,No,MD,,
Philip Ward,141029,CIGNA Investments Inc,422569,No,No,Consultant,2003-01-01,
Philip Ward,141029,CIGNA Investments Inc,422569,No,No,Senior MD,1985-12-01,2003-01-01
Philip Ward,141029,CIGNA Investments Inc,422569,No,No,Various Positions,1971-01-01,1985-01-01
Bill Chapman II,271667,CIGNA Investments Inc,422569,No,No,Various Positions,,
John Rogers,331725,CIGNA Investments Inc,422569,No,No,Portfolio Manager,1986-01-01,1989-01-01
John Rogers,331725,CIGNA Investments Inc,422569,No,No,MD/Portfolio Manager,1991-01-01,1993-12-01
John Rogers,331725,CIGNA Investments Inc,422569,No,No,Regional MD,1989-01-01,1991-01-01
Jeff Marcus,66222,J&N Ventures Inc,422570,Inside,No,Chairman/CEO,,
Jeff Marcus,66222,Sammons Communications Inc,422571,No,No,Vice President - Mktg,1971-01-01,1973-01-01
Cody Colquitt,273095,Sammons Communications Inc,422571,No,No,Corporate Controller,1992-01-01,1996-09-01
James Whitson Jr,181834,Sammons Communications Inc,422571,No,No,President,,
Beverly Gambell,1700854,Sammons Communications Inc,422571,No,No,Various Positions,,
Graham Argott,1912295,Sammons Communications Inc,422571,No,No,Financial Analyst,1987-08-01,1989-02-01
Heather Kreager,1337998,Sammons Communications Inc,422571,No,No,Senior VP/General Counsel,1996-01-01,
Heather Kreager,1337998,Sammons Communications Inc,422571,No,No,General Counsel,1985-01-01,1989-01-01
Heather Kreager,1337998,Sammons Communications Inc,422571,No,No,Various Positions,1989-01-01,1996-01-01
Jeff Marcus,66222,Markit Communications Inc,422572,No,No,Founder,1969-01-01,1971-01-01
Dana Gross,330264,Jazz Semiconductor Inc,422573,Yes,Yes,Director - SD,2009-03-01,2013-01-01
Scott Cromar,2197847,Jazz Semiconductor Inc,422573,No,No,Intern,2007-05-01,2007-08-01
Rafi Mor,449978,Jazz Semiconductor Inc,422573,Yes,Yes,Director - SD,2012-01-01,
Rafi Mor,449978,Jazz Semiconductor Inc,422573,No,No,Senior VP/General Manager,2008-09-01,2012-10-01
Russell Ellwanger,350043,Jazz Semiconductor Inc,422573,Yes,Yes,Chairman,2008-09-19,
Allen Grogan,555987,Jazz Semiconductor Inc,422573,No,No,Senior VP/Chief Legal Officer,2007-01-01,2008-09-01
Professor Doctor Dwight Decker,180568,Jazz Semiconductor Inc,422573,Yes,Yes,Independent Director,2002-03-01,
Allan Holt,141436,Jazz Semiconductor Inc,422573,Yes,Yes,Director - SD,2002-03-01,
Rockford Norby,88932,Jazz Semiconductor Inc,422573,Yes,Yes,Director - SD,2004-06-01,
Brent Jensen,335846,Jazz Semiconductor Inc,422573,No,No,VP/CFO,2005-07-01,2006-09-01
Don Schrock,34517,Jazz Semiconductor Inc,422573,Outside,Yes,Director - SD,2003-08-01,2007-01-01
Parker Hayden,1861583,Jazz Semiconductor Inc,422573,Yes,Yes,Director - SD,,
Doctor David Cheskis,1386867,Jazz Semiconductor Inc,422573,No,No,Marketing Director,2006-02-01,2008-03-01
Andy Chan,1404656,Jazz Semiconductor Inc,422573,No,No,Various Positions,2003-04-01,2011-01-01
Chuck Fox,1017604,Jazz Semiconductor Inc,422573,No,No,Vice President - Sales/Mktg,2007-07-01,2008-09-01
Bud Watts IV,1003862,Jazz Semiconductor Inc,422573,Yes,Yes,Director - SD,,
Brian Weiss,1049028,Jazz Semiconductor Inc,422573,No,No,Financial Controller,2002-01-01,2004-01-01
Cam Dyer,1058950,Jazz Semiconductor Inc,422573,Yes,Yes,Director - SD,,2004-01-01
Patrick McCarter,1202764,Jazz Semiconductor Inc,422573,No,No,Various Positions,,
Doctor Marco Racanelli,1089676,Jazz Semiconductor Inc,422573,No,No,Vice President - Technology,2002-03-01,2008-09-01
Don Cerney,1089679,Jazz Semiconductor Inc,422573,No,No,Division Director,2002-03-01,2008-12-01
Don Cerney,1089679,Jazz Semiconductor Inc,422573,No,No,Various Positions,,
John O'Mara,1199121,United States Court of Claims,422574,No,No,Judge,1973-01-01,1976-01-01
Dick Stephens,992624,United States Court of Claims,422574,No,No,Clerk,1969-01-01,1970-01-01
Ambassador Howard Gutman,646289,United States Court of Claims,422574,No,No,Clerk,1980-09-01,1981-09-01
Rachel Welch,626986,United States Court of Claims,422574,No,No,Judicial Clerk,,
Richard Mattiaccio,1475896,United States Court of Claims,422574,No,No,Clerk,1978-09-01,1982-01-01
Jon Hokanson,1608363,United States Court of Claims,422574,No,No,Technical Advisor,,
Joseph Lewis,1544828,United States Court of Claims,422574,No,No,Clerk,,
Jennifer Hayes,1652244,United States Court of Claims,422574,No,No,Judicial Clerk,2001-07-01,2011-09-01
Art Rose,1635995,United States Court of Claims,422574,No,No,Clerk,1981-01-01,1982-01-01
Matt Jacober,1638723,United States Court of Claims,422574,No,No,Clerk,,
Bill Mattes,1633609,United States Court of Claims,422574,No,No,Assistant Attorney,1988-01-01,1992-01-01
The Hon. Kirk Dillard,1624982,United States Court of Claims,422574,No,No,Judge,1987-02-01,1990-12-01
Stuart Halpert,1263418,United States Court of Claims,422574,No,No,Clerk,,
Andy Langsam,1817571,United States Court of Claims,422574,No,No,Clerk,1977-01-01,1978-01-01
Lynn Soukup,1808449,United States Court of Claims,422574,No,No,Clerk,1981-08-01,1982-08-01
Marc Fink,1710244,United States Court of Claims,422574,No,No,Clerk,1973-01-01,1974-01-01
William Fones Jr,1682240,United States Court of Claims,422574,No,No,Clerk,1978-01-01,1979-01-01
Shelly Friedman,1738025,United States Court of Claims,422574,No,No,Clerk,1970-01-01,1971-01-01
Gary Quintiere,1765707,United States Court of Claims,422574,No,No,Clerk,1969-01-01,1970-01-01
Mark Borges,2040241,United States Court of Claims,422574,No,No,Law Lord,1981-01-01,1982-01-01
Greg Keever,207348,United States Court of Claims,422574,No,No,Clerk,1975-01-01,1976-01-01
C Davis,535469,United States Court of Claims,422574,No,No,Member,,
Paul Wolff,470054,United States Court of Claims,422574,No,No,Clerk,1966-01-01,1967-01-01
Jeff Sakamoto,374145,Fleming Foods Inc,422575,No,No,Accounting Manager,,
Gordon Trawick,372385,Fleming Foods Inc,422575,No,No,Various Positions,,
Charles Stearnes,530838,Fleming Foods Inc,422575,No,No,Various Positions,,
George Nichols,2114217,Fleming Foods Inc,422575,No,No,Engineer,1989-04-01,1990-11-01
Brad Smith,2006575,Fleming Foods Inc,422575,No,No,Manager - Development,1995-05-01,2003-10-01
Mark Aldridge,1866235,Fleming Foods Inc,422575,No,No,Distribution Manager,1990-01-01,1998-04-01
Ned Fleming III,1745675,Fleming Foods Inc,422575,No,No,Manager,1983-01-01,1986-01-01
Tana Cashion,1676660,Fleming Foods Inc,422575,No,No,Various Positions,,2005-01-01
Paul Green,1811337,Fleming Foods Inc,422575,No,No,Various Positions,,
Catherine Alvarez-Smith,1283593,Fleming Foods Inc,422575,No,No,Director - Finance,1993-10-01,1998-11-01
Chris Hopkins,1395017,Fleming Foods Inc,422575,No,No,Various Positions,,
Tom Strzelczyk,624507,Fleming Foods Inc,422575,No,No,Regional President - Operations,1987-01-01,2004-01-01
Harry Sandick,1638220,Harvard Legal Aid Bureau,422576,No,No,Research Director,1992-01-01,1995-01-01
Ted Cannon,1635472,Harvard Legal Aid Bureau,422576,Yes,No,Director - Technology,,
Dave Croall,1638831,Harvard Legal Aid Bureau,422576,Yes,No,Director - ED,1979-01-01,1980-01-01
Devika Kornbacher,1616224,Harvard Legal Aid Bureau,422576,No,No,Director - Research,,
Mercedes Hill,1605232,Harvard Legal Aid Bureau,422576,Yes,No,Director - ED,2004-01-01,2005-01-01
Chris Auguste,1602099,Harvard Legal Aid Bureau,422576,No,No,Various Positions,,
Jessica Milner,1794261,Harvard Legal Aid Bureau,422576,No,No,Attorney,2004-01-01,2005-01-01
Tawfiq Ali,1675718,Harvard Legal Aid Bureau,422576,No,No,Attorney,2005-01-01,2007-01-01
William Murphy,1951928,Harvard Legal Aid Bureau,422576,No,No,ED - Non-Brd,1999-01-01,2000-01-01
Heather Asher,1940658,Harvard Legal Aid Bureau,422576,No,No,Vice President,2006-09-01,2008-05-01
Susan Gittes,2092246,Harvard Legal Aid Bureau,422576,No,No,Training Director,,
Jessica Walder,2093900,Harvard Legal Aid Bureau,422576,No,No,Attorney,2004-01-01,2007-01-01
Lindsay Breedlove,2209748,Harvard Legal Aid Bureau,422576,No,No,Advocate,2007-08-01,2009-07-01
The Hon. Deval Patrick,32611,Harvard Legal Aid Bureau,422576,No,No,President,,
The Hon. Ojetta Thompson,103052,Harvard Legal Aid Bureau,422576,No,No,Clerk,1975-01-01,1976-01-01
