name,name_id,company,company_id,in_board,in_supervisory,role,role_start_date,role_end_date
Marvin Waiand,514699,Simmax Energy LLC,1881175,Yes,Yes,Director - SD,,
Doctor Dimitris Agrafiotis,1259133,International Conference on Chemical Structures,1881177,No,No,Scientific Advisor,2005-01-01,2011-01-01
Elaine Pratt,1259701,Lehecka Pratt Associates Inc (LPA),1881179,No,No,President,1986-01-01,
Doctor Aurora Costache,1259149,Protect Chemical LLC,1881180,No,No,Manager,1996-09-01,2001-12-01
Libby Wolfensperger,2018336,Vodafone Asia Pacific LTD,1881181,No,No,Senior Manager - HR,2002-04-01,2006-11-01
Libby Wolfensperger,2018336,Vodafone Asia Pacific LTD,1881181,No,No,Various Positions,1996-08-01,2002-04-01
Jack BesMargian,1400495,ARMADA MERCANTILE LTD,1881182,Yes,No,CFO/Secretary,2001-06-15,2011-07-14
Dianne Szigety,1259602,PubliCo Services Ltd,1881186,No,No,President,1994-04-01,
Joe Riding III,845923,Altoona Area Public Library,1881187,Yes,Yes,Director - SD,,
Steve Kezirian,757905,GL Beyond Income Fund,1881189,Yes,Yes,Trustee,2012-01-01,
Yoshitaka Kitao,182416,SUNSHINE HOLDINGS PLC,1881191,Yes,Yes,Director - SD,2018-08-09,
Shalini Ratwatte,2178409,SUNSHINE HOLDINGS PLC,1881191,Yes,Yes,Independent Director,2019-05-30,
Spencer Armour III,68097,BEACON RESOURCES INC (Champlain Resources Inc prior to 04/2012) (De-listed 03/2015),1881196,Yes,Yes,Director - SD,,
Rob Montemarano,2128206,BEACON RESOURCES INC (Champlain Resources Inc prior to 04/2012) (De-listed 03/2015),1881196,Yes,Yes,Director - SD,2002-11-26,2015-03-11
Paul Dickson,1832499,BEACON RESOURCES INC (Champlain Resources Inc prior to 04/2012) (De-listed 03/2015),1881196,No,No,President,1999-01-01,2001-01-01
Lance Cauthen,1877863,BEACON RESOURCES INC (Champlain Resources Inc prior to 04/2012) (De-listed 03/2015),1881196,No,No,Various Positions,2004-01-01,2005-01-01
Dianne Szigety,1259602,BEACON RESOURCES INC (Champlain Resources Inc prior to 04/2012) (De-listed 03/2015),1881196,Yes,No,Corporate Secretary,2000-01-17,2007-04-01
John Arnold,756421,BEACON RESOURCES INC (Champlain Resources Inc prior to 04/2012) (De-listed 03/2015),1881196,Yes,Yes,Chairman,2010-03-17,2010-06-02
Dianne Szigety,1259602,INTERNATIONAL ZEOLITE CORP (Canadian Zeolite Corp prior to 03/2018),1881197,No,No,Corporate Secretary,2007-01-01,
Lynette Stanley-Maddocks,1586787,INTERNATIONAL ZEOLITE CORP (Canadian Zeolite Corp prior to 03/2018),1881197,No,No,VP/General Counsel,,
Aman Parmar,1521532,INTERNATIONAL ZEOLITE CORP (Canadian Zeolite Corp prior to 03/2018),1881197,Yes,Yes,Director - SD,2017-07-27,
Ed Skoda,2009512,INTERNATIONAL ZEOLITE CORP (Canadian Zeolite Corp prior to 03/2018),1881197,Yes,Yes,Independent Director,2006-01-01,2016-11-01
Ed Skoda,2009512,INTERNATIONAL ZEOLITE CORP (Canadian Zeolite Corp prior to 03/2018),1881197,Yes,Yes,Director - SD,1998-01-01,2006-01-01
Ed Skoda,2009512,INTERNATIONAL ZEOLITE CORP (Canadian Zeolite Corp prior to 03/2018),1881197,No,No,Consultant,1979-01-01,1998-01-01
Tim Henneberry,2001584,INTERNATIONAL ZEOLITE CORP (Canadian Zeolite Corp prior to 03/2018),1881197,No,No,Technical Advisor,,2019-01-01
Marcus Berto,1861773,INTERNATIONAL ZEOLITE CORP (Canadian Zeolite Corp prior to 03/2018),1881197,No,No,Vice President - Corporate,,
Bala Udumala,2155578,INTERNATIONAL ZEOLITE CORP (Canadian Zeolite Corp prior to 03/2018),1881197,No,No,Advisory Board Member,,
Dianne Szigety,1259602,Disc Factories Corp,1881198,Yes,No,Company Secretary,,
Volker Hirsch,2104847,European Law Students' Association (ELSA),1881203,No,No,Vice President - Mktg,1994-01-01,1994-12-01
Jean Moldenhauer,1263285,Davis Healthcare International Publishing LLC,1881207,No,No,Editor,2011-01-01,
Jean Moldenhauer,1263285,Davis Healthcare International Publishing LLC,1881207,No,No,Editor-in-Chief,2009-01-01,2011-01-01
Renaud Poulard,1259850,SPEF e-Fund,1881218,No,No,General Partner,2001-01-01,2005-01-01
Philippe Nicolas,1259878,Kerstor.com,1881222,No,No,Chief Technology Officer,2009-03-01,2011-12-01
Lee Lucca,1259839,FINA Resources LLC,1881223,No,No,Partner,2011-12-01,
Lee Lucca,1259839,FINA Resources LLC,1881223,No,No,MD,2000-01-01,2011-12-01
Hans Herklots,1259304,Capricorn One - Herklots Hans,1881224,No,No,MD,2013-01-01,
Hans Herklots,1259304,Capricorn One - Herklots Hans,1881224,No,No,Principal,2007-04-01,2013-01-01
