name,name_id,company,company_id,in_board,in_supervisory,role,role_start_date,role_end_date
Tuoc Luong,1129988,Unique Solutions Design Ltd,922788,Yes,No,CEO,2014-11-05,
John Fleming,515030,Unique Solutions Design Ltd,922788,No,No,Advisor,,
Mark Goldhar,2183799,Unique Solutions Design Ltd,922788,No,No,Interim Controller,2013-10-01,2014-06-01
Steve Sadove,33786,Unique Solutions Design Ltd,922788,No,No,Committee Member,2014-11-05,
The Hon. Mrs Barbara McDougall,344042,Unique Solutions Design Ltd,922788,Outside,Yes,Director - SD,,
Gino Gualtieri,1750258,Unique Solutions Design Ltd,922788,No,No,Chief Information Officer,2012-04-01,2015-10-01
Peter Reiling,1851524,Unique Solutions Design Ltd,922788,Yes,Yes,Director - SD,2015-06-11,
Phil Wallace,510562,Western Empire Management Co,922789,Yes,Yes,Chairman,1974-01-01,2008-04-01
Paul Letourneau,516413,Maple Leaf Holdings USA Inc,922792,No,No,Secretary,,
Debra Walker,182096,Apprentice Systems Inc,922793,Inside,No,CEO,2001-06-01,
Jim Hunt,516535,Helinet Aviation Services LLC,922795,Yes,Yes,Director - SD,2006-01-01,
Kathryn Purwin,1742382,Helinet Aviation Services LLC,922795,No,No,Owner,,
Kathryn Purwin,1742382,Helinet Aviation Services LLC,922795,No,No,CEO,2016-06-01,
Kathryn Purwin,1742382,Helinet Aviation Services LLC,922795,No,No,Co-Owner,1987-01-01,2016-06-01
Doug Trussler,1916746,Helinet Aviation Services LLC,922795,Yes,Yes,Director - SD,,
Alan Purwin,1072727,Helinet Aviation Services LLC,922795,Yes,No,President/CEO,1998-01-01,2015-09-11
Alan Purwin,1072727,Helinet Aviation Services LLC,922795,No,No,CEO,1987-07-01,1998-01-01
Arnie Kleiner,1072369,Helinet Aviation Services LLC,922795,Yes,Yes,Director - SD,2016-07-06,
Aled Miles,1324882,Helinet Aviation Services LLC,922795,No,No,President/COO,2006-07-01,2008-02-01
Jim Harley,516648,Chroma Systems Solutions Inc,922796,Inside,No,President,1998-01-01,2000-03-01
Doctor Gordon Lickrish,1060405,Genesis Research Foundation,922797,No,No,Doctor,,
Paul Irving,1077919,ManattJones Global Strategies LLC,922798,No,No,Founder,,
George Kieffer,873403,ManattJones Global Strategies LLC,922798,Yes,Yes,Director - SD,,
The Hon. John Faso Jr,1345800,ManattJones Global Strategies LLC,922798,No,No,Partner,2006-01-01,2013-01-01
Mrio Marconini,1291219,ManattJones Global Strategies LLC,922798,No,No,President,,
Juan Casillas Ruppert,1638166,ManattJones Global Strategies LLC,922798,No,No,MD,2003-11-12,2018-01-01
Michael Camuez,1638151,ManattJones Global Strategies LLC,922798,No,No,President,2013-11-11,2017-08-01
Andrea Cabrera,1638132,ManattJones Global Strategies LLC,922798,No,No,Director - Non-Brd,2014-05-01,2018-01-01
Avi Weitzman,1645122,ManattJones Global Strategies LLC,922798,No,No,Associate,2003-09-01,2005-10-01
Dan Higgins,1662646,ManattJones Global Strategies LLC,922798,No,No,Partner,2009-02-03,
Robert McNamara Jr,516719,ManattJones Global Strategies LLC,922798,No,No,MD,,
Steve Burrows,34127,ManattJones Global Strategies LLC,922798,No,No,Member,,
