name,name_id,company,company_id,in_board,in_supervisory,role,role_start_date,role_end_date
Amos McMullian,182095,HUGHES SUPPLY INC (De-listed 03/2006),15192,Yes,Yes,Independent Director,2001-11-01,2006-03-31
Bob Machaby,334265,HUGHES SUPPLY INC (De-listed 03/2006),15192,No,No,Senior VP - Mktg,2004-03-01,2006-03-31
Bob Machaby,334265,HUGHES SUPPLY INC (De-listed 03/2006),15192,No,No,District Manager,1996-04-01,2000-02-01
Bob Machaby,334265,HUGHES SUPPLY INC (De-listed 03/2006),15192,No,No,Senior VP,2002-01-01,2004-03-01
Bob Machaby,334265,HUGHES SUPPLY INC (De-listed 03/2006),15192,No,No,Group President,2000-02-01,2002-01-01
Bob Machaby,334265,HUGHES SUPPLY INC (De-listed 03/2006),15192,No,No,Manager - Sales,1994-08-01,1996-04-01
Neal Keating,327076,HUGHES SUPPLY INC (De-listed 03/2006),15192,No,No,COO,2005-02-09,2006-03-31
John Baker II,33650,HUGHES SUPPLY INC (De-listed 03/2006),15192,Outside,Yes,Independent Director,1994-03-24,2004-03-26
John Baker II,33650,HUGHES SUPPLY INC (De-listed 03/2006),15192,Yes,Yes,Presiding Independent Director,2004-03-26,2006-03-31
Kim Corwin,1670478,HUGHES SUPPLY INC (De-listed 03/2006),15192,No,No,Branch Manager,2002-08-01,2003-09-01
Wetteny Joseph,1781307,HUGHES SUPPLY INC (De-listed 03/2006),15192,No,No,Corporate Controller,2003-01-01,2003-03-01
Rob Broyles,1836237,HUGHES SUPPLY INC (De-listed 03/2006),15192,No,No,Director - Mergers & Acquisitions,1998-01-01,2001-01-01
Rob Broyles,1836237,HUGHES SUPPLY INC (De-listed 03/2006),15192,No,No,Assistant Treasurer,2001-01-01,2003-09-01
Darla Lentz,1991138,HUGHES SUPPLY INC (De-listed 03/2006),15192,No,No,Vice President - IT,1994-01-01,2006-01-01
Robert Hannah,370129,HUGHES(T.J.),15193,No,No,Various Positions,,1995-04-01
Brian Zucker,743759,HUGO INTERNATIONAL TELECOM INC,15195,Yes,Yes,Director - SD,2005-01-20,2010-01-01
Kevin Kreisler,741861,HUGO INTERNATIONAL TELECOM INC,15195,Yes,No,Chairman/CEO/CFO,2005-08-19,2006-12-21
Todd Irwin,982159,HUHTAMAKI OYJ,15197,No,No,Vice President - Finance,1989-01-01,1997-01-01
Janika Tasala,880792,HUHTAMAKI OYJ,15197,No,No,IR Coordinator,2008-01-10,2016-11-01
Brenda Alfred,1122951,HUHTAMAKI OYJ,15197,No,No,Manager - Comms,2010-10-01,2013-05-01
Frank Michalargias,1060419,HUHTAMAKI OYJ,15197,No,No,Director - Non-Brd,1994-05-01,1997-11-01
Johanna Sderstrm,1485696,HUHTAMAKI OYJ,15197,No,No,Group Leader,2006-02-01,2007-09-01
Tomasz Wasa,1530860,HUHTAMAKI OYJ,15197,No,No,Manager - Product Development,1996-01-01,1997-01-01
Tomasz Wasa,1530860,HUHTAMAKI OYJ,15197,No,No,Project Manager,2000-01-01,2003-11-01
Tomasz Wasa,1530860,HUHTAMAKI OYJ,15197,No,No,Director - Purchasing,1997-01-01,2000-01-01
Merja Eskola,1335744,HUHTAMAKI OYJ,15197,No,No,Head of Division,2007-05-01,2008-06-01
Larry Mason,483034,HUHTAMAKI OYJ,15197,No,No,Division President,2002-03-01,2003-10-01
John Williams,532083,HUHTAMAKI OYJ,15197,No,No,Division CEO,1992-01-01,1995-01-01
Pekka Ala-Pietil,11674,HUHTAMAKI OYJ,15197,Yes,Yes,Chairman (Independent Board Member),2013-04-25,
Pekka Ala-Pietil,11674,HUHTAMAKI OYJ,15197,Yes,Yes,Independent Board Member,2012-04-24,2013-04-25
George Bayly,374412,HUHTAMAKI OYJ,15197,Yes,Yes,Independent Board Member,2003-03-28,2011-09-12
Bill Barker,310417,HUHTAMAKI OYJ,15197,Yes,Yes,Independent Board Member,2010-03-24,
Doctor Robertus van Gestel,603988,HUHTAMAKI OYJ,15197,Yes,Yes,Independent Board Member,2004-03-22,2010-03-24
Anthony Simon,604280,HUHTAMAKI OYJ,15197,Yes,Yes,Independent Board Member,1999-10-07,2011-04-20
Kerttu Tuomas,604603,HUHTAMAKI OYJ,15197,Yes,Yes,Independent Board Member,2017-04-27,2019-04-25
Ralf Wunderlich,640594,HUHTAMAKI OYJ,15197,Yes,Yes,Independent Board Member,2018-07-01,
Kerttu Tuomas,604603,HUHTAMAKI OYJ,15197,Yes,Yes,Vice Chairman (Independent Board Member),2019-04-25,
Mark Staton,1890314,HUHTAMAKI OYJ,15197,No,No,Regional Executive VP,2000-01-01,2004-06-01
William Xu,1751923,HUHTAMAKI OYJ,15197,No,No,General Manager,2007-12-01,2012-03-01
Steve Crooke,342029,HUHTAMAKI VAN LEER OYJ,15198,No,No,Manager - Legal Affairs,2000-06-01,2001-04-01
Ken Andre III,516669,HUHTAMAKI VAN LEER OYJ,15198,No,No,Accountant,,
Chris Todoroff,533998,HUMANA INC,15207,No,No,Senior VP/General Counsel,2008-08-04,2017-01-01
Ivan Signorelli,455413,HUHTAMAKI VAN LEER OYJ,15198,No,No,Manager,1992-01-01,2001-01-01
Jean La Couture,595074,HUIS CLOS SA (De-listed 08/2014),15199,Yes,No,President,1995-01-01,2014-08-15
Guillermo de la Dehesa Romero,11422,HULLAS DEL COTO CORTES,15200,Yes,Yes,Board Member - SD,1988-01-01,2001-01-01
Bruce Grant,26050,HUMAN CARE H C AB,15202,Yes,Yes,Chairman,2004-01-01,
Per-Arne Sandstrm,16812,HUMAN CARE H C AB,15202,Yes,Yes,Board Member - SD,,
Anders Rothstein,1887349,HUMAN CARE H C AB,15202,No,No,President/CEO,2004-03-01,2007-07-01
Doctor Anne Fleckenstein,1613659,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Agent,2007-02-01,2012-08-03
Doctor Jeffrey Su,1622483,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Scientist,1994-01-01,1998-01-01
Doctor Guo-liang Yu,1517940,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Senior Scientist,1993-01-01,1998-01-01
Emily Duff,1517840,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Senior Financial Analyst,2012-05-01,2012-08-03
Alain Cappeluti,1477593,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Vice President - Finance,1992-09-01,2006-06-01
Henrik Olsen,1491490,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Senior Scientist,1992-01-01,2003-01-01
Jeff Herpst,1491493,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Director - Clinical Operations,1997-01-01,2006-01-01
Doctor Claudine Prowse,1513461,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Vice President - Investor Relations,2010-08-01,2012-08-01
Doctor Shawn Nie,1462018,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Scientist,2003-09-01,2005-04-01
Gregory Endress,1467580,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Assistant Manager,1996-01-01,1998-01-01
Doctor Joy Cavagnaro,1475996,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Vice President - Regulatory Affairs,1997-01-01,1999-01-01
Doctor Kevin Baker,1334767,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Associate Director,1999-04-01,2004-03-01
Doctor Greg Dennis,1336371,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Director - Medical Affairs,2008-02-01,2012-08-01
Doctor Viktor Roschke,1322009,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Clinical Director,1997-01-01,2006-01-01
David Hilbert,1322007,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Vice President - Research,1996-01-01,2004-01-01
Doctor Jim Bingham,1355562,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Head of Section,2000-01-01,2006-04-01
Margaret Fleming,1355564,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Senior Project Manager,2001-07-01,2005-12-01
Deeda Blair,1394380,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Various Positions,,
Lisa Cozza,1367973,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Senior Director,2003-01-01,2008-01-01
Lisa Cozza,1367973,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Division ED,2008-01-01,2012-08-03
Doctor Pablo Jimenez,1375260,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Head of Research & Development,1996-02-01,2000-01-01
Doctor Arthur Louie,1360063,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Vice President - Medical Affairs,1997-01-01,2006-01-01
Amy Fix,1304364,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Senior Specialist,1999-05-01,2002-10-01
Shane Ward,1318209,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Associate General Counsel,2010-01-01,2012-01-01
Doctor Collins Jones,1253454,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Employee,2007-01-01,2012-08-03
Doctor Joe Kenny,1253666,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Fellow,1995-03-01,1996-11-01
Doctor Joe Kenny,1253666,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Agent,1996-11-01,2001-09-01
Kelly Murphy,1254292,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Associate,2002-06-01,2004-04-01
Matthew VonEsch,1260043,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Associate,2003-11-01,2005-05-01
Doctor Michele Fiscella,1262866,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Division Director,1999-02-01,2012-08-03
Doctor Paul Moore,1262063,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Various Positions,1996-07-01,2005-04-01
Barb van der Schalie,1259672,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Training Manager,2002-01-01,2004-01-01
Doctor Vibeke Strand,1272186,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Consultant,,
Doctor Ron Rosenfeld,1273911,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Consultant,2002-01-01,
Scott Habig,1072031,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Vice President - Sales,2010-02-01,2012-08-03
Doctor Chris Prior,1069806,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Senior Executive,,
Todd Burkhart,1070424,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Various Positions,,
Tuomo Ptsi,1086821,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Regional VP,2010-08-13,2012-08-03
Doctor Steve Ruben,1043107,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Various Positions,1992-11-01,2003-04-21
Leslie Mirani,1136959,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Sales Director,2010-01-01,2011-12-01
Diana Daly,1202810,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Vice President - Regulatory Affairs,2011-04-01,2012-08-03
Diana Daly,1202810,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,ED,2004-01-01,2011-04-01
Doctor Fazal Khan,1201683,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Vice President - Ops,2000-01-01,2001-01-01
Doctor Fazal Khan,1201683,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Vice President - Manufacturing,2001-01-01,2003-01-01
Doctor Fazal Khan,1201683,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Director - Ops,1997-01-01,1999-01-01
Diana Daly,1202810,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Director - Regulatory Affairs,2002-01-01,2004-01-01
Linda Chang,1133890,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Senior Director - Finance,2000-05-01,2011-11-01
Craig Parker,1125013,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Senior VP - Corporate Development/Strategy,2011-08-08,2012-07-30
Doctor Thi-Sau Migone,1115974,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Vice President - Research,2010-10-01,2012-08-01
Doctor Thi-Sau Migone,1115974,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Division ED,2005-01-01,2010-10-01
Doctor Greg Keenan,1115210,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Vice President - Medical Affairs,2010-06-01,2012-08-03
Doctor Thi-Sau Migone,1115974,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Senior Scientist,1999-10-01,2004-12-01
Susan Linna,1096837,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Director - Project Management,2000-03-01,2006-07-01
Kate De Santis,836129,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Director - Corporate Communication,1997-08-01,2008-08-25
Doctor Tom Spitznagel,885955,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Vice President - Development,2008-05-01,2012-08-03
Doctor Tom Spitznagel,885955,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Division ED,,2008-05-01
Doctor Tom Spitznagel,885955,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Group Leader,1998-03-01,
Ann Wang,607624,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Vice President - Ops,2003-12-01,2012-08-03
Sarah Thomas,607622,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Vice President - Quality,2007-01-01,2012-08-03
Doctor Michele Wales,607623,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Vice President - Intellectual Property,2007-01-01,2012-08-03
Sarah Thomas,607622,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Director - Quality Assurance,2003-01-01,2007-01-01
Ann Wang,607624,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Director - Clinical Operations,2000-12-01,2003-12-01
Doctor Bill Freimuth,607620,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Vice President,2003-12-01,2012-08-03
Doctor Michele Wales,607623,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Various Positions,1998-01-01,2007-01-01
Doctor Bill Freimuth,607620,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Division Director,2000-08-01,2003-12-01
Doug Lane,656934,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Venture Partner,,
Dan Troy,641420,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,Yes,No,Secretary,2012-07-30,2012-08-03
Tony Murabito,644914,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,VP/Chief Information Officer,2011-09-01,2012-08-03
Shruti Abbato,2036744,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Director - Business Development,2000-01-01,2012-08-03
Doctor Yuling Li,2083112,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Senior Director,1994-03-01,2009-03-01
Ed Yip,2101752,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,General Counsel,2006-01-01,2009-01-01
Doctor Bianca Krafft,1973178,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Manager,2006-04-01,2008-03-01
Doctor Jeniffer Hu,1870285,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Scientist,1993-04-01,1997-07-01
Misbah Tahir,1874602,HUMAN GENOME SCIENCES INC (De-listed 08/2012),15203,No,No,Associate Director,2010-01-01,2012-01-01
