name,name_id,company,company_id,in_board,in_supervisory,role,role_start_date,role_end_date
Jeff Zdunich,1528994,PricewaterhouseCoopers LLP (PwC),38392,No,No,Various Positions,,
David Levy,1535196,PricewaterhouseCoopers LLP (PwC),38392,No,No,CEO,2005-01-01,2013-01-01
Dmitry Zubatyuk,1536178,PricewaterhouseCoopers LLP (PwC),38392,No,No,Various Positions,2002-01-01,2004-01-01
Tim Deacon,1527740,PricewaterhouseCoopers LLP (PwC),38392,No,No,Founding Member,2000-09-01,2007-08-01
Tyler Prince,1536080,PricewaterhouseCoopers LLP (PwC),38392,No,No,Principal,2012-12-10,2013-08-01
Bob Worshek,1528108,PricewaterhouseCoopers LLP (PwC),38392,No,No,Various Positions,1998-07-01,2009-07-01
Matt Frost,1527913,PricewaterhouseCoopers LLP (PwC),38392,No,No,Various Positions,,
Aaron Weaver,1534175,PricewaterhouseCoopers LLP (PwC),38392,No,No,Auditor,2003-08-01,2005-07-01
Blake Schuhmacher,1536799,PricewaterhouseCoopers LLP (PwC),38392,No,No,Various Positions,2001-09-01,2007-05-01
Michelle Rancic,1528008,PricewaterhouseCoopers LLP (PwC),38392,No,No,Manager,2004-07-01,2010-05-01
David Levy,1535196,PricewaterhouseCoopers LLP (PwC),38392,No,No,Consultant,,
Jason Ausher,1536286,PricewaterhouseCoopers LLP (PwC),38392,No,No,Senior Officer,1998-01-01,2002-01-01
Julian Gorniok,1526977,PricewaterhouseCoopers LLP (PwC),38392,No,No,Director - Non-Brd,2011-09-01,2015-02-01
Kathryn Bailey,1529573,PricewaterhouseCoopers LLP (PwC),38392,No,No,Auditor,2006-08-01,2011-05-01
Tyler Prince,1536080,PricewaterhouseCoopers LLP (PwC),38392,No,No,Various Positions,1998-07-01,2002-10-01
Jugnu Bhatia,1536297,PricewaterhouseCoopers LLP (PwC),38392,No,No,Manager,2005-01-01,2008-08-01
Peter Clokey,1531926,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1998-07-01,2017-01-01
Doug Watt,1525413,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1998-07-01,2012-06-01
Doctor Glenn Galfond,1524815,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1998-07-01,2002-09-01
Len Blackwell,1524490,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,2001-01-01,2006-10-01
Zach Grant,1525691,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,,2001-01-01
Ed Machir,1524565,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1998-07-01,2013-06-01
David Beaver,1524421,PricewaterhouseCoopers LLP (PwC),38392,No,No,Consultant,2008-07-01,2010-03-01
Kimberly Campos,1519911,PricewaterhouseCoopers LLP (PwC),38392,No,No,Various Positions,2000-01-01,2007-01-01
Chris Simmons,1524634,PricewaterhouseCoopers LLP (PwC),38392,No,No,Regional Managing Partner,2009-06-01,2013-05-01
Eric Ryan,1524605,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1998-07-01,2004-09-01
David Guy,1524792,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1998-07-01,2008-05-01
Diane Thorn,1524664,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,,2004-06-28
Bill Guernier,1524787,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1998-07-01,2001-01-01
Mark Heil,1525761,PricewaterhouseCoopers LLP (PwC),38392,No,No,Various Positions,1995-01-01,2001-01-01
Matt Arnold,1524287,PricewaterhouseCoopers LLP (PwC),38392,No,No,Principal,2009-01-01,2011-10-01
Chelton Tanger,1524661,PricewaterhouseCoopers LLP (PwC),38392,No,No,Consultant,2012-07-01,2014-06-01
Ann O'Connell,1524212,PricewaterhouseCoopers LLP (PwC),38392,No,No,Principal,2002-01-01,2011-06-01
Steven Mezzio,1525128,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1998-07-01,2002-01-01
Richard Withey,1525416,PricewaterhouseCoopers LLP (PwC),38392,No,No,Senior Partner,,
John Rannenberg,1525298,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,,2001-01-01
Jeff Margolies,1525112,PricewaterhouseCoopers LLP (PwC),38392,No,No,Senior Partner,1998-07-01,2002-09-01
Wayne Bartel,1524255,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1985-01-01,2005-06-01
Thomas Brantley,1523979,PricewaterhouseCoopers LLP (PwC),38392,No,No,Tax Partner,1998-07-01,2003-01-01
Frank Paterno,1525320,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,2005-02-01,2008-04-01
Bill Maloney,1525106,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1998-01-01,2002-01-01
Aileen Leventon,1525784,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1998-07-01,2002-01-01
Bob Luby Jr,1525794,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1998-07-01,2001-10-01
Bill Loew,1525789,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,2002-06-01,2009-10-01
Mark Bonner,1523974,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1998-07-01,2008-06-01
Rich Baird Jr,1523736,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1998-07-01,2003-01-01
Robert Lightburn,1524555,PricewaterhouseCoopers LLP (PwC),38392,No,No,Tax Partner,1998-07-01,2007-01-01
Stefan Boedeker,1525190,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,2002-01-01,2003-01-01
Matt Martina,1524559,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1998-07-01,2006-06-01
Tom Golden,1525092,PricewaterhouseCoopers LLP (PwC),38392,No,No,Tax Partner,1998-07-01,2008-06-01
Mike French,1525081,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,,2014-01-01
Steve Abraham,1524551,PricewaterhouseCoopers LLP (PwC),38392,No,No,Managing Partner,1998-07-01,2003-01-01
Kris Coghlan,1524585,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1998-07-01,2002-08-01
TJ Mangold,1524566,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1998-07-01,2010-01-01
Frank Buckman,1525417,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1999-07-01,2002-01-01
Barry Dennis,1523023,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1998-07-01,2008-07-01
Peter Miscovich,1525135,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,2002-01-01,2006-01-01
Mark Weinsten,1525574,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,2002-01-01,2006-10-01
Elizabeth Fratantuono,1524807,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1998-07-01,2001-12-01
Mike Scott,1525379,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1998-07-01,2001-01-01
Tracy Amabile,1524256,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1998-07-01,2002-01-01
Robert Lyerly Jr,1524563,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1998-07-01,2009-01-01
Lisa McLemore,1525123,PricewaterhouseCoopers LLP (PwC),38392,No,No,Regional Partner,1998-07-01,2002-01-01
Steve Schnoebelen,1525360,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1998-07-01,2002-12-01
Don Reiser,1524602,PricewaterhouseCoopers LLP (PwC),38392,No,No,Tax Partner,1998-09-01,2007-01-01
Dave Sweet,1524656,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1998-07-01,2001-01-01
Jillian Griffiths,1525125,PricewaterhouseCoopers LLP (PwC),38392,No,No,Various Positions,1998-07-01,2005-07-01
David Treworgy,1525651,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1999-01-01,2002-01-01
Larry Brown,1522853,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1998-07-01,2005-01-01
Cindy Gavin,1524820,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,,
Michael Ozawa,1525315,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1998-07-01,2002-08-01
Stan Konopko,1525049,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,,
Robert Bavis,1524292,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1998-07-01,2002-10-01
Rich Baird Jr,1523736,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,2008-12-01,2010-01-01
Tom Pucci,1524380,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1998-07-01,2010-06-01
Jon Nagy,1525115,PricewaterhouseCoopers LLP (PwC),38392,No,No,Tax Partner,,
Barrett Brown,1524576,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1998-07-01,2009-10-01
Doctor Melissa Glynn,1524842,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1998-06-01,2008-12-01
Ed Germain,1524822,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1998-07-01,2002-10-01
Michael Tucker,1525655,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,,2002-01-01
Steve Bohannon,1525191,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner/Division COO,1999-11-01,2002-03-01
Dominic Palazzo,1524331,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1998-07-01,2004-01-01
Chris Simmons,1524634,PricewaterhouseCoopers LLP (PwC),38392,No,No,MD - Mergers & Acquisitions,1998-07-01,2001-05-01
John Allan,1524545,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1998-07-01,2002-01-01
Diane Tanking,1525642,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,2002-01-01,2010-07-01
Steve Sullivan,1525622,PricewaterhouseCoopers LLP (PwC),38392,No,No,Consulting Partner,,
David Duray,1524627,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1998-07-01,1999-01-01
Jon Wierda,1525584,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,2002-06-01,2006-10-01
Ray Bedard,1524467,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1998-07-01,2002-01-01
Jim Ziegelbauer,1525611,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1998-07-01,2001-06-01
Jeff Croyle,1525688,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1999-01-01,2002-01-01
Dewey Imhoff,1524858,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1999-01-01,2002-09-01
Wendy Kornreich,1525059,PricewaterhouseCoopers LLP (PwC),38392,No,No,Attorney,1999-08-01,2001-01-01
Bill Prendergast,1524376,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1998-07-01,2009-12-01
Joe Neff,1524213,PricewaterhouseCoopers LLP (PwC),38392,No,No,Tax Partner,,
Guy Fabe,1524646,PricewaterhouseCoopers LLP (PwC),38392,No,No,Various Positions,2002-01-01,2006-07-01
Kevin Mitchell,1524189,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,,
Dan Williams,1525595,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,2009-07-01,2014-01-01
Bill Battino,1524289,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1998-07-01,2002-01-01
Shay Blanchette-Proulx,1524493,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1998-07-01,2011-09-01
Frank Bernatowicz,1524488,PricewaterhouseCoopers LLP (PwC),38392,No,No,Managing Partner,1999-01-01,2001-01-01
Marvin Erdly,1524639,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1999-07-01,2002-09-01
Mary Schirber,1525353,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,,2002-01-01
Tom Jones,1524993,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1998-07-01,2003-04-01
Paul Bijou,1523966,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1998-07-01,2002-01-01
Jim Krillenberger,1525066,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1998-07-01,2001-01-01
Kevin Sullivan,1517502,PricewaterhouseCoopers LLP (PwC),38392,No,No,Accountant,,
Rick Kalvoda,1524996,PricewaterhouseCoopers LLP (PwC),38392,No,No,Principal,1998-01-01,2010-01-01
Larry Bailey,1523734,PricewaterhouseCoopers LLP (PwC),38392,No,No,Junior Partner,1976-01-01,
Bart Francis,1524665,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,2005-01-01,2007-01-01
Doctor Adam Borison,1524492,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1998-07-01,2001-01-01
Tom Butler,1523754,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1994-07-01,
Tom Lumsden,1525101,PricewaterhouseCoopers LLP (PwC),38392,No,No,Various Positions,1982-10-01,1986-01-01
Ann MacDougall,1524564,PricewaterhouseCoopers LLP (PwC),38392,No,No,Partner,1998-07-01,2007-08-01
Rich Baird Jr,1523736,PricewaterhouseCoopers LLP (PwC),38392,No,No,Managing Partner,2003-01-01,2008-12-01
Chris Simmons,1524634,PricewaterhouseCoopers LLP (PwC),38392,No,No,Regional Managing Partner,2007-07-01,2009-06-01
John Denison Jr,1524915,PricewaterhouseCoopers LLP (PwC),38392,No,No,Tax Partner,1998-07-01,2007-10-01
