name,name_id,company,company_id,in_board,in_supervisory,role,role_start_date,role_end_date
Scott Doyle,207242,Arcadia Management Co,600694,No,No,Various Positions,,
Tom Wattles,142155,Security Capital Industrial Inc,600695,Yes,No,Co-Chairman/Chief Investment Officer,1993-11-01,1997-03-01
Tom Wattles,142155,Security Capital Industrial Inc,600695,Yes,Yes,Director - SD,1991-06-01,1993-11-01
Jim Trout,534143,Security Capital Industrial Inc,600695,No,No,Vice President,1997-09-01,2000-12-01
Jim Trout,534143,Security Capital Industrial Inc,600695,No,No,Vice President,1995-06-01,1997-09-01
David Daniel,1116515,Security Capital Industrial Inc,600695,No,No,Vice President,1994-04-01,1997-09-01
Gregg Borman,1843233,Malibu Grand Prix Co,600696,No,No,Various Positions,1979-10-01,1994-09-01
Ken Kobane,1843234,Malibu Grand Prix Co,600696,No,No,Various Positions,,
James McElvany,333759,Malibu Grand Prix Co,600696,No,No,Co-Founder,,
Frederick Brackenbury,3234,Brackenbury Leisure Ltd,600697,Yes,Yes,Chairman (Non-Executive),1996-11-01,2011-01-01
Frederick Brackenbury,3234,INSETCO PLC (ASG Media PLC prior to 04/2010) (De-listed 05/2015),600698,Yes,Yes,Independent NED,2007-04-16,2007-11-22
Frederick Brackenbury,3234,INSETCO PLC (ASG Media PLC prior to 04/2010) (De-listed 05/2015),600698,Yes,Yes,Chairman (Independent NED),2004-05-31,2007-04-16
Colin Walker,27357,INSETCO PLC (ASG Media PLC prior to 04/2010) (De-listed 05/2015),600698,Yes,Yes,NED,2015-02-18,2015-05-15
Vos Vosserved,499784,INSETCO PLC (ASG Media PLC prior to 04/2010) (De-listed 05/2015),600698,Yes,Yes,Senior Independent NED,2007-09-04,2009-06-04
Vos Vosserved,499784,INSETCO PLC (ASG Media PLC prior to 04/2010) (De-listed 05/2015),600698,Yes,Yes,Independent NED,2006-09-01,2007-09-04
Chuck Woodworth,1086338,INSETCO PLC (ASG Media PLC prior to 04/2010) (De-listed 05/2015),600698,Yes,No,Chairman (Executive),2010-04-12,2011-01-25
Christian Vaglio-Giors,890885,INSETCO PLC (ASG Media PLC prior to 04/2010) (De-listed 05/2015),600698,Yes,Yes,Chairman (Non-Executive),2009-06-04,2010-04-12
Barry Heath,1448394,INSETCO PLC (ASG Media PLC prior to 04/2010) (De-listed 05/2015),600698,Yes,Yes,NED,2014-07-24,2015-05-18
Eric McAfee,549115,Expresslink Logistics Ltd,600699,Yes,Yes,Director - SD,,
James McElvany,333759,Expresslink Logistics Ltd,600699,Outside,Yes,Director - SD,,
Marshall Payne,336191,CIC Partners LP,600700,Yes,No,Chairman/Partner,2004-01-01,
Marshall Payne,336191,CIC Partners LP,600700,No,No,General Partner,1983-01-01,2004-04-01
Tom Karol,334737,CIC Partners LP,600700,No,No,Operating Partner,,
Marshall Payne,336191,CIC Partners LP,600700,No,No,Managing Partner,2004-04-01,
Ray Hemmig,336150,CIC Partners LP,600700,No,No,Partner,,2014-01-01
Ed Coppola Jr,181249,CIC Partners LP,600700,No,No,Operating Partner,,
Roger Enrico,33343,CIC Partners LP,600700,No,No,Operating Partner,,2016-06-01
Mike Rawlings,50161,CIC Partners LP,600700,Yes,No,Vice Chairman,2004-04-01,
Ed Wristen,70942,CIC Partners LP,600700,No,No,Operating Partner,,2013-01-01
Jim Smith,70897,CIC Partners LP,600700,Yes,No,Operating Partner,,
Barry Schochet,51001,CIC Partners LP,600700,No,No,Operating Partner,,
John Antioco,65122,CIC Partners LP,600700,No,No,Operating Partner,,
William McManemin,372506,CIC Partners LP,600700,No,No,Operating Partner,,
Doctor Leonard Riggs Jr,342413,CIC Partners LP,600700,No,No,Operating Partner,2009-01-01,
Whitney Bowman,2161923,CIC Partners LP,600700,No,No,Principal,2011-11-01,2013-07-01
Randy Cimorelli,2125403,CIC Partners LP,600700,No,No,Operating Partner,2017-01-01,
Joe Whitters,206946,CIC Partners LP,600700,No,No,Operating Partner,,
Jonathan Dyer,1778860,CIC Partners LP,600700,No,No,Principal,2009-04-01,2012-07-01
Jonathan Dyer,1778860,CIC Partners LP,600700,No,No,Associate,2005-05-01,2007-07-01
Arthur Tracey,1742116,CIC Partners LP,600700,No,No,Associate,2011-01-01,2014-01-01
Drew Johnson,2024569,CIC Partners LP,600700,No,No,Managing Partner,,
Jeff Partridge,1973428,CIC Partners LP,600700,No,No,Investor,,
Jay Bradford,1970637,CIC Partners LP,600700,No,No,Division CFO,2011-11-01,2015-01-01
John Rodakis,1476013,CIC Partners LP,600700,No,No,Associate,,
Bill Levy,1363904,CIC Partners LP,600700,No,No,Partner,,
Scott Donaldson,752869,CIC Partners LP,600700,No,No,Partner,2017-01-01,
Paul Zmigrosky,1058890,CIC Partners LP,600700,No,No,Operating Partner,,
Norman Abdallah,989260,CIC Partners LP,600700,No,No,Operating Partner,2014-09-01,2016-09-01
Fouad Bashour,1116895,CIC Partners LP,600700,No,No,Founding Partner,1999-01-01,
Frederick Brackenbury,3234,Active Media Capital Ltd,600702,Yes,Yes,NED,2000-01-01,2007-01-01
Frederick Brackenbury,3234,Holsten UK Ltd,600704,Yes,Yes,NED,2000-03-15,2004-06-30
Gilbert Calderon,767002,Sawdust Investment Management Corp,600705,No,No,Director - Non-Brd,2009-04-01,2014-04-01
Christel Sanchez,1596712,Sawdust Investment Management Corp,600705,No,No,Tax Manager,2007-09-01,2014-12-01
Mike Krasny,64127,Sawdust Investment Management Corp,600705,Yes,No,President/CEO,,
Harry Harczak Jr,84337,Sawdust Investment Management Corp,600705,No,No,MD,2008-01-01,
Jonathan Brod,773859,Pubmaster Ltd,600706,No,No,Consultant,2004-06-01,2008-06-01
Frederick Brackenbury,3234,Pubmaster Ltd,600706,Yes,Yes,Chairman,1996-11-01,2003-12-01
