name,name_id,company,company_id,in_board,in_supervisory,role,role_start_date,role_end_date
George Norton III,1736544,HEIDRICK & STRUGGLES INTERNATIONAL INC,14571,No,No,Partner-in-Charge,1994-10-01,
Stephen Schwanhausser,1751846,HEIDRICK & STRUGGLES INTERNATIONAL INC,14571,No,No,Associate Principal,2010-03-01,2012-03-01
Eric Pikus,1750987,HEIDRICK & STRUGGLES INTERNATIONAL INC,14571,No,No,Regional Managing Partner,1999-06-01,2009-07-01
Stephen Schwanhausser,1751846,HEIDRICK & STRUGGLES INTERNATIONAL INC,14571,No,No,Senior Associate,2008-03-01,2010-03-01
Tejas Maniar,1742484,HEIDRICK & STRUGGLES INTERNATIONAL INC,14571,No,No,Associate Principal,2010-01-01,2013-01-01
Chris Guiney,1746942,HEIDRICK & STRUGGLES INTERNATIONAL INC,14571,No,No,Consultant,2010-01-01,2012-01-01
Bill Clemens III,1746336,HEIDRICK & STRUGGLES INTERNATIONAL INC,14571,No,No,Managing Partner,,2000-01-01
Traci Filler,1751669,HEIDRICK & STRUGGLES INTERNATIONAL INC,14571,No,No,Partner,2018-05-01,
Richard Pooley,1750093,HEIDRICK & STRUGGLES INTERNATIONAL INC,14571,No,No,Principal,2015-07-01,2019-02-01
Bruce Halbeck,1750089,HEIDRICK & STRUGGLES INTERNATIONAL INC,14571,No,No,Senior Partner,2003-06-01,2007-08-01
Stephen Schwanhausser,1751846,HEIDRICK & STRUGGLES INTERNATIONAL INC,14571,No,No,Principal,2012-04-04,2014-04-01
Stuart Sadick,1749310,HEIDRICK & STRUGGLES INTERNATIONAL INC,14571,No,No,Partner,1999-06-01,
Clem Johnson,1749983,HEIDRICK & STRUGGLES INTERNATIONAL INC,14571,No,No,Principal,1998-01-01,2003-01-01
Mike Taylor,1752707,HEIDRICK & STRUGGLES INTERNATIONAL INC,14571,No,No,Partner,2001-09-01,2007-06-01
Karen Quint,1746329,HEIDRICK & STRUGGLES INTERNATIONAL INC,14571,No,No,Partner,1994-01-01,2007-01-01
Lau Longhenry,1748666,HEIDRICK & STRUGGLES INTERNATIONAL INC,14571,No,No,Partner,2001-03-01,2013-06-01
Paul Groce III,1751065,HEIDRICK & STRUGGLES INTERNATIONAL INC,14571,No,No,Consultant,2000-01-01,2005-01-01
Stephen Schwanhausser,1751846,HEIDRICK & STRUGGLES INTERNATIONAL INC,14571,No,No,Partner,2014-04-01,2019-02-07
Stephen Schwanhausser,1751846,HEIDRICK & STRUGGLES INTERNATIONAL INC,14571,No,No,Associate,2005-10-01,2008-03-01
Paul Groce III,1751065,HEIDRICK & STRUGGLES INTERNATIONAL INC,14571,No,No,Partner,2015-07-01,2018-01-01
Stephen Schwanhausser,1751846,HEIDRICK & STRUGGLES INTERNATIONAL INC,14571,No,No,Global Managing Partner,2019-02-07,
Dan Kaplan,1750072,HEIDRICK & STRUGGLES INTERNATIONAL INC,14571,No,No,Managing Partner,2015-03-01,2018-01-01
Nick Pierce,1750958,HEIDRICK & STRUGGLES INTERNATIONAL INC,14571,No,No,Partner,1997-04-01,2002-04-01
Giovanni Lamarca,1756057,HEIDRICK & STRUGGLES INTERNATIONAL INC,14571,No,No,Partner,2014-03-01,2015-07-01
Sonamara Jeffreys,1762851,HEIDRICK & STRUGGLES INTERNATIONAL INC,14571,No,No,Managing Partner,2000-01-01,2010-09-01
