name,name_id,company,company_id,in_board,in_supervisory,role,role_start_date,role_end_date
Joe Swinski,2183460,LoyaltyOne Inc,1616127,No,No,System Administrator,1992-01-01,1993-01-01
Andreas Souvaliotis,2115748,LoyaltyOne Inc,1616127,No,No,Founder,,
Dennis Armbruster,1811679,LoyaltyOne Inc,1616127,No,No,VP/Managing Partner,2008-10-01,2016-09-01
Vishal Sharma,1800115,LoyaltyOne Inc,1616127,No,No,Various Positions,,
Natasha Giannopoulos,1843571,LoyaltyOne Inc,1616127,No,No,Chief Sustainability Officer,2014-05-01,2015-12-01
Natasha Giannopoulos,1843571,LoyaltyOne Inc,1616127,No,No,Senior Director - IT,2005-01-01,2010-10-01
Natasha Giannopoulos,1843571,LoyaltyOne Inc,1616127,No,No,Associate VP - Operations,2010-10-01,2014-04-01
Kieran O'Reilly,2018858,LoyaltyOne Inc,1616127,No,No,Senior Director - Technology,2008-10-01,2011-03-01
Carlos Dunlap-Beard,2094054,LoyaltyOne Inc,1616127,No,No,Marketing Director,2012-10-01,2013-10-01
Sophie Lamarche,2093362,LoyaltyOne Inc,1616127,No,No,Manager,2007-01-01,2012-01-01
Sabrina Anzini,1948797,LoyaltyOne Inc,1616127,No,No,Director - Corporate Affairs/General Counsel,2012-01-01,2017-01-01
Brian Ross,1931309,LoyaltyOne Inc,1616127,No,No,Division President,2007-01-01,
Karen Meagher,887713,LoyaltyOne Inc,1616127,No,No,Associate Director,2012-08-01,
Jay Malowney,1535720,LoyaltyOne Inc,1616127,No,No,Vice President - Business Development,2003-01-01,2008-01-01
Lorne Solway,1530797,LoyaltyOne Inc,1616127,No,No,Associate VP,2008-04-01,2015-03-01
Jay Malowney,1535720,LoyaltyOne Inc,1616127,No,No,Vice President,2008-01-01,2014-02-01
Alex Baker,1516937,LoyaltyOne Inc,1616127,No,No,Senior Analyst,1997-10-01,2000-11-01
Luke Pollard,1479799,LoyaltyOne Inc,1616127,No,No,Vice President - Development,,2006-01-01
Stephanie Coyles,1489947,LoyaltyOne Inc,1616127,No,No,Vice President/Chief Safety Officer,2008-08-01,2012-03-01
Ian Gordon,1360253,LoyaltyOne Inc,1616127,No,No,Vice President - Solutions,2013-02-01,2013-08-01
Ian Gordon,1360253,LoyaltyOne Inc,1616127,No,No,Associate VP,2011-01-01,2013-01-01
