name,name_id,company,company_id,in_board,in_supervisory,role,role_start_date,role_end_date
Paul Burke,493842,Paradise Island Hotel and Casino,925780,No,No,COO,2011-05-01,2015-03-01
Paul Burke,493842,Paradise Island Hotel and Casino,925780,No,No,President/MD,2015-03-01,2018-01-01
Doctor Carl Braunlich,517804,Showboat Hotel and Casino,925781,No,No,Consultant,,
Tom O'Donnell,512238,Showboat Hotel and Casino,925781,No,No,Senior VP/General Manager,,
Greg Gilfoil,1777478,Showboat Hotel and Casino,925781,No,No,Consultant,,
Pat Bassney,1929713,Showboat Hotel and Casino,925781,No,No,Trainee,2001-01-01,2003-01-01
Frank Jennings,1838227,Automated Data Processing Inc,925782,No,No,Vice President - Sales,1992-01-01,1997-01-01
Mike Andrews,499736,Automated Data Processing Inc,925782,No,No,Various Positions,,
Don Cohen,517892,Automated Data Processing Inc,925782,No,No,Various Positions,,
Michael McGowan,542324,Automated Data Processing Inc,925782,No,No,Acting Executive VP/CFO,1977-05-01,1993-01-01
Beth Henricks,373458,Automated Data Processing Inc,925782,No,No,Various Positions,,1991-03-01
Vanessa Childs,2170346,Automated Data Processing Inc,925782,No,No,Customer Service Manager,1994-01-01,1997-01-01
Renato Giger,1049881,Automated Data Processing Inc,925782,No,No,Division CFO,,2006-04-01
Tim Loomer,984474,Automated Data Processing Inc,925782,No,No,Vice President - Sales,1990-01-01,1995-01-01
Frank VanderSloot,797796,Automated Data Processing Inc,925782,No,No,Regional VP,,
Doug Gerstner,981967,Automated Data Processing Inc,925782,No,No,Head of Sales,1989-09-01,2003-12-01
Elisabeth Peyraube,1325294,Automated Data Processing Inc,925782,No,No,Regional CFO,2002-11-01,2008-05-01
Chris Hylen,1323656,Automated Data Processing Inc,925782,No,No,Senior VP - Mktg,2003-04-01,2005-09-01
Chris Hylen,1323656,Automated Data Processing Inc,925782,No,No,Marketing Officer,2001-12-01,2003-04-01
Doctor Glenn Penny,517745,Chemical and Equipment Specialties Inc,925783,No,No,Founder,2000-01-01,2000-04-01
Doctor Glenn Penny,517745,Chemical and Equipment Specialties Inc,925783,Inside,No,President/CEO,2000-04-01,2001-10-31
Thomas Deger,530037,Highland Carbide Tool Co Inc,925784,Yes,No,President,,
Doctor Glenn Penny,517745,Oklahoma Facilities LLC,925787,No,No,Partner,,
Doctor Glenn Penny,517745,Oklahoma Stimulation Chemicals LLC,925788,No,No,Partner,,
Jack Gay,872707,Administrative Management Society,925789,No,No,President,,
Donna Gray,847151,Administrative Management Society,925789,No,No,President,,
Doctor Glenn Penny,517745,Special Equipment Manufacturing Inc,925790,Outside,Yes,Director - SD,,
Doctor Veerappan Subramanian,530010,Kali Laboratories Inc,925791,Inside,No,President/CEO,1997-01-01,2004-06-01
Doctor Veerappan Subramanian,530010,Kali Laboratories Inc,925791,No,No,President,2004-06-01,2006-01-01
Pat LePore,490258,Kali Laboratories Inc,925791,Yes,No,Chairman/CEO,2011-11-22,
Pat LePore,490258,Kali Laboratories Inc,925791,Yes,No,Chairman/President/CEO,,2011-11-22
J Gardner,530051,Irwin Bank and Trust Co,925792,Outside,Yes,Chairman,2001-01-01,2004-11-18
J Gardner,530051,Irwin Bank and Trust Co,925792,Inside,No,President/CEO,1985-01-01,1998-12-31
J Gardner,530051,Irwin Bank and Trust Co,925792,Outside,Yes,Director - SD,1980-01-01,1985-01-01
J Gardner,530051,Irwin Bank and Trust Co,925792,No,No,Various Positions,1962-01-01,1980-01-01
Raymond Suchta,530049,Irwin Bank and Trust Co,925792,No,No,VP/CFO,2002-01-15,2008-06-09
Dave Finui,530048,Irwin Bank and Trust Co,925792,No,No,Senior VP/COO,2002-01-15,2008-06-09
Dave Finui,530048,Irwin Bank and Trust Co,925792,No,No,Vice President,1999-01-01,2002-01-15
Bob Bowell,530047,Irwin Bank and Trust Co,925792,No,No,Executive VP/Secretary/Treasurer,2002-01-01,2008-06-09
Bob Bowell,530047,Irwin Bank and Trust Co,925792,No,No,Executive VP/Secretary/Treasurer,1998-12-01,2002-01-01
Bob Bowell,530047,Irwin Bank and Trust Co,925792,No,No,Executive VP,,1998-12-01
