name,name_id,edu_type,university,university_id,qualification,award_date
Tracey McVicar,1014650,Education,Sauder School of Business University of British Columbia,592334,BComm,1990-01-01
Tracey McVicar,1014650,Professional Qualifications,Institute of Corporate Directors (ICD),664466,Corporate Director Certification Program,2008-01-01
Tracey McVicar,1014650,Professional Qualifications,Institute of Chartered Financial Analysts (ICFA) (USA),41274,Chartered Financial Analyst,1993-01-01
Doctor Nancy Olewiler,1014653,Education,Barnard College,259346,BA (Hons),
Doctor Nancy Olewiler,1014653,Education,Simon Fraser University,61839,MA,
James Modzelewski,1014773,Education,Duke University,60547,BA (magna cum laude),1995-01-01
Doctor Nancy Olewiler,1014653,Education,University of British Columbia (UBC),62203,PhD,1975-01-01
Adam Lieber,1014654,Education,Princeton University,61632,AB,
Peter Powell,1014655,Professional Qualifications,Institute of Chartered Financial Analysts (ICFA) (USA),41274,Chartered Financial Analyst,
Peter Powell,1014655,Education,York University (Canada),64608,MBA,
Peter Powell,1014655,Professional Qualifications,Canadian Institute of Chartered Business Valuators,563093,Chartered Business Valuator,
Peter Powell,1014655,Education,Loyola College,836966,BCom,
Walter Saponja,1014656,Education,University of Western Ontario,62795,Training Program,
Walter Saponja,1014656,Education,University of Alberta,62142,Graduated,
Walter Saponja,1014656,Education,Queen's University,63329,Investor Relations Certification Program,
Don Triggs,1014657,Education,Unknown Organisation,0,DComm,
Don Triggs,1014657,Education,University of Western Ontario,62795,MBA,1968-01-01
Don Triggs,1014657,Education,University of Manitoba,62443,BSc (Hons),
Don Triggs,1014657,Education,Brock University,564613,LLD (Hons),
Don Triggs,1014657,Education,Ryerson University (Ryerson Polytechnic University prior to 2002),590384,Doctorate (Hons),
Bob Elton,1014658,Professional Qualifications,Canadian Institute of Chartered Accountants (CICA),56019,Chartered Accountant,1976-01-01
Bob Elton,1014658,Education,University of Cambridge,60268,MA,1973-01-01
Bob Elton,1014658,Education,University of Cambridge,60268,BA,
Bob Elton,1014658,Professional Qualifications,Canadian Institute of Chartered Business Valuators,563093,Chartered Business Valuator,
Teresa Conway,1014659,Professional Qualifications,Canadian Institute of Chartered Accountants (CICA),56019,Chartered Accountant,
Teresa Conway,1014659,Professional Qualifications,Institute of Corporate Directors (ICD),664466,Attended,
Michele Morgan,1014660,Education,Institut Europeen d'Administration des Affaires (INSEAD) (European Institute of Business Administration),60651,Executive Training Program,2005-01-01
Michele Morgan,1014660,Education,University of Ulster,62763,BA,1982-01-01
Michele Morgan,1014660,Education,Leonard N Stern School of Business New York University,42226,Executive MBA,2009-01-01
Greg Wilkins,1014662,Education,University of Sydney,62715,BSc (Hons),1986-01-01
Debbie Nagle,1014663,Education,Royal Roads University,590383,MBA,2001-01-01
Debbie Nagle,1014663,Professional Qualifications,Institute of Corporate Directors (ICD),664466,Completed,2014-01-01
Debbie Nagle,1014663,Professional Qualifications,Chartered Professionals in Human Resources of British Columbia & Yukon (CPHR BC & Yukon),1075909,Certified Human Resources Professional (CHRP),2003-01-01
Chris O'Riley,1014664,Education,University of British Columbia (UBC),62203,BAppSc (Bachelor of Applied Science),1990-01-01
Chris O'Riley,1014664,Education,University of Western Ontario,62795,MBA,1995-01-01
Chris O'Riley,1014664,Professional Qualifications,Association of Professional Engineers and Geoscientists of British Columbia (APEGBC),622720,Registered Professional Engineer,
Charles Reid,1014665,Professional Qualifications,Institute of Chartered Directors,898063,Chartered Director,
Charles Reid,1014665,Professional Qualifications,Certified General Accountants Association of Canada (CGA),83028,Certified General Accountant,
Leigh Shoji-Lee,1014666,Education,University of Toronto,62752,BAppSc (Bachelor of Applied Science),
Leigh Shoji-Lee,1014666,Education,University of Phoenix,94081,MBA,
Ray Stewart,1014667,Education,University of Alberta,62142,Masters Degree,
Ray Stewart,1014667,Education,Trinity College University of Dublin,62090,Degree,
Bev van Ruyven,1014668,Education,University of Victoria,62774,BA (Distinction),
Bev van Ruyven,1014668,Education,Richard Ivey School of Business University of Western Ontario (Ivey Business School),485046,Executive Management Program,
Susan Yurkovich,1014669,Education,University of British Columbia (UBC),62203,BA,
Susan Yurkovich,1014669,Education,University of British Columbia (UBC),62203,MBA,
Susan Yurkovich,1014669,Education,Erasmus Universiteit Rotterdam (Erasmus University Rotterdam),78416,Diploma,
Trish Pekeles,1014670,Education,Royal Roads University,590383,MBA,2004-01-01
Trish Pekeles,1014670,Education,Certified General Accountants of Ontario,634918,Certified General Accountant,1990-01-01
Trish Pekeles,1014670,Professional Qualifications,Institute of Family Enterprise Advisors (IFEA),1881322,Certified,
Trish Pekeles,1014670,Professional Qualifications,Chartered Professional Accountants of Canada (CPA Canada),2017359,CPA,1990-01-01
